"",BBK01.QUY154,BBK01.QUY154_FLAGS
"","Consolidated German banks: Foreign money market paper, bonds and notes, shares / Brit. Virgin Islands / All curr.",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:36:09,
2002-03,0.820,
2002-04,0.681,
2002-05,0.683,
2002-06,0.596,
2002-07,0.604,
2002-08,0.629,
2002-09,0.625,
2002-10,0.600,
2002-11,0.542,
2002-12,0.605,
2003-01,0.592,
2003-02,0.585,
2003-03,0.510,
2003-04,0.489,
2003-05,0.483,
2003-06,0.480,
2003-07,0.488,
2003-08,0.528,
2003-09,0.541,
2003-10,0.585,
2003-11,0.582,
2003-12,0.864,
2004-01,0.385,
2004-02,0.608,
2004-03,0.526,
2004-04,0.484,
2004-05,0.556,
2004-06,0.623,
2004-07,0.765,
2004-08,0.778,
2004-09,0.876,
2004-10,0.842,
2004-11,0.812,
2004-12,0.840,
2005-01,0.841,
2005-02,0.850,
2005-03,0.911,
2005-04,0.974,
2005-05,0.975,
2005-06,1.197,
2005-07,1.155,
2005-08,1.401,
2005-09,1.492,
2005-10,1.493,
2005-11,1.401,
2005-12,1.374,
2006-01,1.467,
2006-02,1.513,
2006-03,1.626,
2006-04,1.521,
2006-05,1.501,
2006-06,1.488,
2006-07,1.533,
2006-08,1.528,
2006-09,1.510,
2006-10,1.609,
2006-11,1.870,
2006-12,1.745,
2007-01,1.657,
2007-02,1.736,
2007-03,1.368,
2007-04,1.366,
2007-05,1.542,
2007-06,1.980,
2007-07,2.098,
2007-08,1.885,
2007-09,1.846,
2007-10,2.165,
2007-11,1.881,
2007-12,1.804,
2008-01,1.717,
2008-02,1.689,
2008-03,1.668,
2008-04,1.712,
2008-05,1.818,
2008-06,1.914,
2008-07,1.874,
2008-08,1.855,
2008-09,1.710,
2008-10,1.757,
2008-11,1.642,
2008-12,1.810,
2009-01,1.988,
2009-02,1.802,
2009-03,1.566,
2009-04,1.105,
2009-05,1.664,
2009-06,1.272,
2009-07,1.162,
2009-08,1.329,
2009-09,1.073,
2009-10,1.001,
2009-11,1.211,
2009-12,0.538,
2010-01,0.803,
2010-02,0.972,
2010-03,1.155,
2010-04,1.168,
2010-05,0.997,
2010-06,0.968,
2010-07,0.609,
2010-08,0.801,
2010-09,1.484,
2010-10,0.491,
2010-11,0.808,
2010-12,0.630,
2011-01,0.405,
2011-02,0.346,
2011-03,0.407,
2011-04,0.351,
2011-05,0.580,
2011-06,0.445,
2011-07,0.447,
2011-08,0.323,
2011-09,0.305,
2011-10,0.288,
2011-11,0.224,
2011-12,0.246,
2012-01,0.435,
2012-02,0.090,
2012-03,0.081,
2012-04,0.192,
2012-05,0.116,
2012-06,0.090,
2012-07,0.166,
2012-08,0.159,
2012-09,0.164,
2012-10,0.232,
2012-11,0.216,
2012-12,0.202,
2013-01,0.239,
2013-02,0.132,
2013-03,0.271,
2013-04,0.325,
2013-05,1.633,
2013-06,0.292,
2013-07,0.265,
2013-08,0.134,
2013-09,0.173,
2013-10,0.258,
2013-11,0.211,
2013-12,0.282,
2014-01,0.158,
2014-02,0.321,
2014-03,0.175,
2014-04,0.239,
2014-05,0.268,
2014-06,0.232,
2014-07,0.545,
2014-08,0.384,
2014-09,0.346,
2014-10,0.268,
