"",BBK01.OUU234,BBK01.OUU234_FLAGS
"",Deposits and borrowing (excl. savings deposits and bank savings bonds) / Domestic employees / Time deposits / for up to and including 1 year / Building and loan associations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:34:07,
1999-01,0.110,
1999-02,0.116,
1999-03,0.123,
1999-04,0.129,
1999-05,0.132,
1999-06,0.139,
1999-07,0.142,
1999-08,0.145,
1999-09,0.146,
1999-10,0.143,
1999-11,0.138,
1999-12,0.136,
2000-01,0.135,
2000-02,0.135,
2000-03,0.129,
2000-04,0.123,
2000-05,0.120,
2000-06,0.117,
2000-07,0.115,
2000-08,0.117,
2000-09,0.117,
2000-10,0.118,
2000-11,0.121,
2000-12,0.119,
2001-01,0.128,
2001-02,0.143,
2001-03,0.161,
2001-04,0.176,
2001-05,0.193,
2001-06,0.231,
2001-07,0.233,
2001-08,0.251,
2001-09,0.273,
2001-10,0.292,
2001-11,0.314,
2001-12,0.329,
2002-01,0.331,
2002-02,0.339,
2002-03,0.338,
2002-04,0.338,
2002-05,0.331,
2002-06,0.329,
2002-07,0.331,
2002-08,0.332,
2002-09,0.333,
2002-10,0.343,
2002-11,0.346,
2002-12,0.351,
2003-01,0.346,
2003-02,0.365,
2003-03,0.364,
2003-04,0.372,
2003-05,0.381,
2003-06,0.388,
2003-07,0.396,
2003-08,0.407,
2003-09,0.417,
2003-10,0.423,
2003-11,0.431,
2003-12,0.446,
2004-01,0.459,
2004-02,0.463,
2004-03,0.474,
2004-04,0.464,
2004-05,0.465,
2004-06,0.474,
2004-07,0.479,
2004-08,0.484,
2004-09,0.484,
2004-10,0.485,
2004-11,0.485,
2004-12,0.486,
2005-01,0.489,
2005-02,0.496,
2005-03,0.491,
2005-04,0.496,
2005-05,0.498,
2005-06,0.506,
2005-07,0.516,
2005-08,0.533,
2005-09,0.551,
2005-10,0.563,
2005-11,0.584,
2005-12,0.605,
2006-01,0.607,
2006-02,0.615,
2006-03,0.625,
2006-04,0.627,
2006-05,0.650,
2006-06,0.676,
2006-07,0.688,
2006-08,0.707,
2006-09,0.726,
2006-10,0.732,
2006-11,0.755,
2006-12,0.764,
2007-01,0.788,
2007-02,0.806,
2007-03,0.815,
2007-04,0.807,
2007-05,0.806,
2007-06,0.809,
2007-07,0.804,
2007-08,0.800,
2007-09,0.808,
2007-10,0.824,
2007-11,0.839,
2007-12,0.863,
2008-01,0.886,
2008-02,0.945,
2008-03,1.010,
2008-04,1.063,
2008-05,1.095,
2008-06,1.114,
2008-07,1.121,
2008-08,1.120,
2008-09,1.119,
2008-10,1.117,
2008-11,1.135,
2008-12,1.190,
2009-01,1.254,
2009-02,1.285,
2009-03,1.264,
2009-04,1.258,
2009-05,1.260,
2009-06,1.264,
2009-07,1.282,
2009-08,1.286,
2009-09,1.282,
2009-10,1.259,
2009-11,1.221,
2009-12,1.156,
2010-01,1.097,
2010-02,1.057,
2010-03,1.023,
2010-04,0.975,
2010-05,0.926,
2010-06,0.875,
2010-07,0.820,
2010-08,0.783,
2010-09,0.745,
2010-10,0.725,
2010-11,0.703,
2010-12,0.680,
2011-01,0.647,
2011-02,0.616,
2011-03,0.599,
2011-04,0.593,
2011-05,0.590,
2011-06,0.584,
2011-07,0.580,
2011-08,0.578,
2011-09,0.574,
2011-10,0.568,
2011-11,0.568,
2011-12,0.565,
2012-01,0.565,
2012-02,0.562,
2012-03,0.560,
2012-04,0.559,
2012-05,0.556,
2012-06,0.556,
2012-07,0.550,
2012-08,0.542,
2012-09,0.537,
2012-10,0.525,
2012-11,0.516,
2012-12,0.508,
2013-01,0.477,
2013-02,0.461,
2013-03,0.449,
2013-04,0.430,
2013-05,0.416,
2013-06,0.401,
2013-07,0.387,
2013-08,0.381,
2013-09,0.372,
2013-10,0.367,
2013-11,0.363,
2013-12,0.364,
2014-01,0.360,
2014-02,0.357,
2014-03,0.357,
2014-04,0.356,
2014-05,0.355,
2014-06,0.353,
2014-07,0.352,
2014-08,0.350,
2014-09,0.347,
2014-10,0.344,
2014-11,0.346,
2014-12,0.348,Provisional value
