"",BBK01.QUY744,BBK01.QUY744_FLAGS
"",Consolidated German banks: Foreign securities issued by foreign banks / Canada / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:35:31,
2002-03,2.955,
2002-04,2.919,
2002-05,2.669,
2002-06,2.490,
2002-07,2.444,
2002-08,2.409,
2002-09,2.344,
2002-10,2.289,
2002-11,2.214,
2002-12,2.123,
2003-01,2.030,
2003-02,1.750,
2003-03,1.715,
2003-04,1.740,
2003-05,1.646,
2003-06,1.724,
2003-07,1.720,
2003-08,1.781,
2003-09,1.645,
2003-10,1.820,
2003-11,1.641,
2003-12,1.682,
2004-01,1.403,
2004-02,1.363,
2004-03,1.357,
2004-04,1.415,
2004-05,1.459,
2004-06,1.334,
2004-07,1.406,
2004-08,1.336,
2004-09,1.496,
2004-10,1.531,
2004-11,1.463,
2004-12,1.730,
2005-01,1.691,
2005-02,1.679,
2005-03,1.599,
2005-04,1.488,
2005-05,1.409,
2005-06,1.474,
2005-07,1.388,
2005-08,1.352,
2005-09,1.592,
2005-10,1.587,
2005-11,1.635,
2005-12,1.705,
2006-01,2.375,
2006-02,2.392,
2006-03,2.425,
2006-04,2.494,
2006-05,2.448,
2006-06,3.396,
2006-07,3.628,
2006-08,2.924,
2006-09,2.618,
2006-10,2.669,
2006-11,2.828,
2006-12,3.334,
2007-01,3.407,
2007-02,4.046,
2007-03,4.278,
2007-04,4.431,
2007-05,4.711,
2007-06,4.990,
2007-07,4.879,
2007-08,4.735,
2007-09,4.531,
2007-10,4.728,
2007-11,5.487,
2007-12,5.337,
2008-01,6.022,
2008-02,6.229,
2008-03,6.147,
2008-04,6.329,
2008-05,6.878,
2008-06,6.976,
2008-07,7.421,
2008-08,7.481,
2008-09,8.136,
2008-10,8.119,
2008-11,7.938,
2008-12,7.355,
2009-01,7.233,
2009-02,7.216,
2009-03,6.913,
2009-04,6.622,
2009-05,6.568,
2009-06,6.391,
2009-07,6.311,
2009-08,6.167,
2009-09,6.086,
2009-10,5.895,
2009-11,5.753,
2009-12,5.762,
2010-01,5.533,
2010-02,5.430,
2010-03,5.565,
2010-04,5.501,
2010-05,5.110,
2010-06,4.860,
2010-07,4.758,
2010-08,4.608,
2010-09,3.995,
2010-10,3.880,
2010-11,3.930,
2010-12,3.852,
2011-01,3.712,
2011-02,3.364,
2011-03,3.300,
2011-04,3.129,
2011-05,3.140,
2011-06,2.981,
2011-07,2.598,
2011-08,2.582,
2011-09,2.615,
2011-10,2.605,
2011-11,2.552,
2011-12,2.545,
2012-01,2.348,
2012-02,2.329,
2012-03,2.089,
2012-04,2.139,
2012-05,2.163,
2012-06,2.160,
2012-07,2.095,
2012-08,1.844,
2012-09,1.840,
2012-10,1.838,
2012-11,1.565,
2012-12,1.569,
2013-01,1.330,
2013-02,1.355,
2013-03,1.504,
2013-04,1.490,
2013-05,1.566,
2013-06,1.541,
2013-07,1.764,
2013-08,2.066,
2013-09,2.285,
2013-10,2.722,
2013-11,2.796,
2013-12,2.881,
2014-01,2.992,
2014-02,2.955,
2014-03,3.392,
2014-04,3.352,
2014-05,3.596,
2014-06,3.978,
2014-07,4.315,
2014-08,4.368,
2014-09,4.893,
2014-10,5.522,
