"",BBK01.OEAH24H,BBK01.OEAH24H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:23:51,
2002-01,15.080,
2002-04,15.311,
2002-07,15.395,
2002-10,15.217,
2003-01,15.076,
2003-04,14.917,
2003-07,14.672,
2003-10,14.766,
2004-01,14.805,
2004-04,14.650,
2004-07,14.713,
2004-10,14.781,
2005-01,14.470,
2005-04,14.123,
2005-07,13.662,
2005-10,13.351,
2006-01,13.054,
2006-04,13.047,
2006-07,12.855,
2006-10,12.387,
2007-01,12.051,
2007-04,11.757,
2007-07,11.625,
2007-10,11.227,
2008-01,10.765,
2008-04,10.445,
2008-07,10.314,
2008-10,10.212,
2009-01,10.179,
2009-04,10.176,
2009-07,10.473,
2009-10,11.477,
2010-01,11.875,
2010-04,11.950,
2010-07,11.957,
2010-10,11.904,
2011-01,12.132,
2011-04,12.654,
2011-07,12.773,
2011-10,12.506,
2012-01,12.177,
2012-04,11.841,
2012-07,11.323,
2012-10,10.524,
2013-01,9.867,
2013-04,9.389,
2013-07,9.184,
2013-10,8.871,
2014-01,8.416,
2014-04,7.934,
2014-07,7.413,
