"",BBK01.CEB50X,BBK01.CEB50X_FLAGS
"",Shares and other equity debtor: All sectors                    creditor: Other financial intermediaries,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:21:18,
1991-01,32.3,
1991-04,34.0,
1991-07,35.4,
1991-10,33.8,
1992-01,38.7,
1992-04,40.5,
1992-07,36.7,
1992-10,39.4,
1993-01,44.0,
1993-04,48.5,
1993-07,53.4,
1993-10,66.7,
1994-01,71.8,
1994-04,72.2,
1994-07,73.9,
1994-10,75.7,
1995-01,72.2,
1995-04,77.1,
1995-07,81.4,
1995-10,85.2,
1996-01,94.1,
1996-04,99.6,
1996-07,105.0,
1996-10,116.5,
1997-01,140.1,
1997-04,161.7,
1997-07,177.2,
1997-10,186.2,
1998-01,226.7,
1998-04,252.7,
1998-07,213.2,
1998-10,253.9,
1999-01,273.2,
1999-04,304.0,
1999-07,303.0,
1999-10,404.7,
2000-01,439.9,
2000-04,438.2,
2000-07,465.0,
2000-10,438.8,
2001-01,399.7,
2001-04,416.1,
2001-07,329.0,
2001-10,386.3,
2002-01,393.1,
2002-04,338.5,
2002-07,285.4,
2002-10,283.6,
2003-01,262.0,
2003-04,297.5,
2003-07,306.9,
2003-10,332.6,
2004-01,346.7,
2004-04,348.5,
2004-07,342.1,
2004-10,358.5,
2005-01,372.2,
2005-04,390.1,
2005-07,416.7,
2005-10,440.0,
2006-01,490.6,
2006-04,476.1,
2006-07,500.5,
2006-10,522.0,
2007-01,528.5,
2007-04,541.5,
2007-07,498.9,
2007-10,504.5,
2008-01,468.6,
2008-04,461.5,
2008-07,430.1,
2008-10,364.8,
2009-01,351.9,
2009-04,384.6,
2009-07,421.8,
2009-10,455.5,
2010-01,481.2,
2010-04,479.5,
2010-07,501.3,
2010-10,537.6,
2011-01,541.0,
2011-04,550.0,
2011-07,493.3,
2011-10,521.7,
2012-01,550.9,
2012-04,534.1,
2012-07,577.2,
2012-10,600.5,
2013-01,631.0,
2013-04,626.9,
2013-07,661.9,
2013-10,693.2,
2014-01,702.6,
