"",BBK01.OEHB08V,BBK01.OEHB08V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:42:42,
2002-01,11.146,
2002-04,11.139,
2002-07,11.135,
2002-10,11.133,
2003-01,11.041,
2003-04,11.106,
2003-07,11.142,
2003-10,11.193,
2004-01,10.955,
2004-04,10.958,
2004-07,10.961,
2004-10,10.989,
2005-01,10.745,
2005-04,10.774,
2005-07,10.892,
2005-10,10.873,
2006-01,10.926,
2006-04,11.103,
2006-07,11.145,
2006-10,11.072,
2007-01,11.033,
2007-04,11.008,
2007-07,11.020,
2007-10,11.104,
2008-01,11.055,
2008-04,11.087,
2008-07,11.239,
2008-10,11.284,
2009-01,11.285,
2009-04,11.444,
2009-07,11.579,
2009-10,11.696,
2010-01,11.923,
2010-04,12.150,
2010-07,12.346,
2010-10,12.466,
2011-01,12.572,
2011-04,12.593,
2011-07,12.801,
2011-10,12.938,
2012-01,13.009,
2012-04,13.138,
2012-07,13.261,
2012-10,13.493,
2013-01,13.510,
2013-04,13.630,
2013-07,13.777,
2013-10,13.914,
2014-01,13.934,
2014-04,14.100,
2014-07,14.261,
