"",BBK01.QUV547,BBK01.QUV547_FLAGS
"",Banks in Germany: Short-term loans and advances to non- residents / Turkey / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:15:38,
2001-12,2.140,
2002-01,1.953,
2002-02,1.683,
2002-03,1.872,
2002-04,1.705,
2002-05,1.693,
2002-06,1.629,
2002-07,1.650,
2002-08,1.501,
2002-09,1.405,
2002-10,1.398,
2002-11,1.458,
2002-12,1.269,
2003-01,1.257,
2003-02,1.307,
2003-03,1.478,
2003-04,1.411,
2003-05,1.334,
2003-06,1.488,
2003-07,1.427,
2003-08,1.492,
2003-09,1.446,
2003-10,1.367,
2003-11,1.362,
2003-12,1.485,
2004-01,1.475,
2004-02,1.567,
2004-03,1.566,
2004-04,1.512,
2004-05,1.636,
2004-06,1.640,
2004-07,1.854,
2004-08,1.823,
2004-09,1.851,
2004-10,1.748,
2004-11,1.727,
2004-12,1.783,
2005-01,1.802,
2005-02,1.805,
2005-03,1.814,
2005-04,1.871,
2005-05,1.926,
2005-06,1.963,
2005-07,1.910,
2005-08,1.867,
2005-09,2.100,
2005-10,2.064,
2005-11,2.278,
2005-12,2.422,
2006-01,2.414,
2006-02,2.822,
2006-03,2.804,
2006-04,2.809,
2006-05,2.838,
2006-06,3.191,
2006-07,3.075,
2006-08,2.799,
2006-09,2.954,
2006-10,2.649,
2006-11,2.310,
2006-12,2.215,
2007-01,2.124,
2007-02,1.968,
2007-03,1.786,
2007-04,1.856,
2007-05,1.881,
2007-06,1.927,
2007-07,1.888,
2007-08,2.188,
2007-09,2.271,
2007-10,2.135,
2007-11,2.079,
2007-12,2.420,
2008-01,2.324,
2008-02,2.384,
2008-03,2.546,
2008-04,2.690,
2008-05,2.742,
2008-06,3.003,
2008-07,2.929,
2008-08,3.285,
2008-09,3.077,
2008-10,3.172,
2008-11,3.053,
2008-12,1.974,
2009-01,1.921,
2009-02,1.655,
2009-03,1.508,
2009-04,1.543,
2009-05,1.512,
2009-06,1.583,
2009-07,1.483,
2009-08,1.329,
2009-09,1.307,
2009-10,1.311,
2009-11,1.336,
2009-12,1.806,
2010-01,1.742,
2010-02,1.950,
2010-03,2.054,
2010-04,2.099,
2010-05,2.128,
2010-06,2.591,
2010-07,2.401,
2010-08,2.227,
2010-09,2.216,
2010-10,2.133,
2010-11,2.538,
2010-12,2.629,
2011-01,2.385,
2011-02,2.481,
2011-03,2.530,
2011-04,2.453,
2011-05,2.557,
2011-06,2.877,
2011-07,2.905,
2011-08,2.953,
2011-09,3.321,
2011-10,3.179,
2011-11,3.336,
2011-12,3.145,
2012-01,3.802,
2012-02,4.005,
2012-03,4.175,
2012-04,3.802,
2012-05,3.692,
2012-06,3.304,
2012-07,3.379,
2012-08,3.553,
2012-09,3.777,
2012-10,3.590,
2012-11,3.747,
2012-12,3.542,
2013-01,3.499,
2013-02,3.436,
2013-03,4.022,
2013-04,3.720,
2013-05,3.690,
2013-06,3.792,
2013-07,3.856,
2013-08,4.039,
2013-09,3.761,
2013-10,3.838,
2013-11,4.278,
2013-12,3.980,
2014-01,3.888,
2014-02,4.046,
2014-03,3.907,
2014-04,4.170,
2014-05,4.313,
2014-06,4.575,
2014-07,4.815,
2014-08,4.904,
2014-09,4.867,
2014-10,4.877,
2014-11,5.349,
2014-12,4.683,
