"",BBK01.RU5823,BBK01.RU5823_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Indonesia / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:23:52,
1982-06,0.123,
1982-07,0.110,
1982-08,0.115,
1982-09,0.131,
1982-10,0.149,
1982-11,0.141,
1982-12,0.124,
1983-01,0.121,
1983-02,0.135,
1983-03,0.130,
1983-04,0.127,
1983-05,0.135,
1983-06,0.132,
1983-07,0.111,
1983-08,0.105,
1983-09,0.125,
1983-10,0.141,
1983-11,0.144,
1983-12,0.137,
1984-01,0.157,
1984-02,0.134,
1984-03,0.142,
1984-04,0.130,
1984-05,0.120,
1984-06,0.126,
1984-07,0.165,
1984-08,0.151,
1984-09,0.223,
1984-10,0.170,
1984-11,0.168,
1984-12,0.182,
1985-01,0.179,
1985-02,0.173,
1985-03,0.152,
1985-04,0.162,
1985-05,0.175,
1985-06,0.150,
1985-07,0.138,
1985-08,0.150,
1985-09,0.166,
1985-10,0.160,
1985-11,0.134,
1985-12,0.111,
1986-01,0.115,
1986-02,0.111,
1986-03,0.128,
1986-04,0.112,
1986-05,0.114,
1986-06,0.122,
1986-07,0.112,
1986-08,0.106,
1986-09,0.109,
1986-10,0.122,
1986-11,0.112,
1986-12,0.128,
1987-01,0.115,
1987-02,0.140,
1987-03,0.113,
1987-04,0.117,
1987-05,0.132,
1987-06,0.129,
1987-07,0.120,
1987-08,0.111,
1987-09,0.121,
1987-10,0.115,
1987-11,0.109,
1987-12,0.099,
1988-01,0.089,
1988-02,0.098,
1988-03,0.078,
1988-04,0.075,
1988-05,0.093,
1988-06,0.105,
1988-07,0.115,
1988-08,0.115,
1988-09,0.110,
1988-10,0.093,
1988-11,0.106,
1988-12,0.097,
1989-01,0.085,
1989-02,0.090,
1989-03,0.107,
1989-04,0.092,
1989-05,0.122,
1989-06,0.098,
1989-07,0.097,
1989-08,0.104,
1989-09,0.095,
1989-10,0.095,
1989-11,0.089,
1989-12,0.137,
1990-01,0.138,
1990-02,0.116,
1990-03,0.121,
1990-04,0.108,
1990-05,0.121,
1990-06,0.122,
1990-07,0.121,
1990-08,0.147,
1990-09,0.126,
1990-10,0.133,
1990-11,0.144,
1990-12,0.142,
1991-01,0.131,
1991-02,0.129,
1991-03,0.140,
1991-04,0.157,
1991-05,0.147,
1991-06,0.165,
1991-07,0.172,
1991-08,0.191,
1991-09,0.226,
1991-10,0.169,
1991-11,0.169,
1991-12,0.146,
1992-01,0.181,
1992-02,0.197,
1992-03,0.230,
1992-04,0.283,
1992-05,0.319,
1992-06,0.227,
1992-07,0.265,
1992-08,0.235,
1992-09,0.203,
1992-10,0.205,
1992-11,0.255,
1992-12,0.264,
1993-01,0.233,
1993-02,0.221,
1993-03,0.190,
1993-04,0.170,
1993-05,0.158,
1993-06,0.176,
1993-07,0.170,
1993-08,0.190,
1993-09,0.205,
1993-10,0.264,
1993-11,0.213,
1993-12,0.181,
1994-01,0.171,
1994-02,0.198,
1994-03,0.163,
1994-04,0.158,
1994-05,0.164,
1994-06,0.155,
1994-07,0.166,
1994-08,0.199,
1994-09,0.147,
1994-10,0.154,
1994-11,0.208,
1994-12,0.213,
1995-01,0.187,
1995-02,0.163,
1995-03,0.159,
1995-04,0.167,
1995-05,0.174,
1995-06,0.211,
1995-07,0.247,
1995-08,0.232,
1995-09,0.170,
1995-10,0.202,
1995-11,0.187,
1995-12,0.207,
1996-01,0.234,
1996-02,0.215,
1996-03,0.209,
1996-04,0.269,
1996-05,0.235,
1996-06,0.214,
1996-07,0.224,
1996-08,0.221,
1996-09,0.298,
1996-10,0.272,
1996-11,0.273,
1996-12,0.308,
1997-01,0.241,
1997-02,0.208,
1997-03,0.279,
1997-04,0.213,
1997-05,0.356,
1997-06,0.214,
1997-07,0.242,
1997-08,0.243,
1997-09,0.224,
1997-10,0.331,
1997-11,0.241,
1997-12,0.290,
1998-01,0.209,
1998-02,0.216,
1998-03,0.179,
1998-04,0.186,
1998-05,0.198,
1998-06,0.297,
1998-07,0.313,
1998-08,0.292,
1998-09,0.516,
1998-10,0.394,
1998-11,0.383,
1998-12,0.354,
1999-01,0.448,
1999-02,0.488,
1999-03,0.422,
1999-04,0.464,
1999-05,0.443,
1999-06,0.549,
1999-07,0.575,
1999-08,0.692,
1999-09,0.781,
1999-10,0.843,
1999-11,0.666,
1999-12,0.914,
2000-01,0.777,
2000-02,0.725,
2000-03,0.695,
2000-04,0.735,
2000-05,0.698,
2000-06,0.624,
2000-07,0.618,
2000-08,0.629,
2000-09,0.644,
2000-10,0.648,
2000-11,0.561,
2000-12,0.665,
2001-01,0.577,
2001-02,0.614,
2001-03,0.604,
2001-04,0.681,
2001-05,0.663,
2001-06,0.598,
2001-07,0.609,
2001-08,0.702,
2001-09,0.645,
2001-10,0.695,
2001-11,0.567,
2001-12,0.613,
2002-01,0.596,
2002-02,0.621,
2002-03,0.550,
2002-04,0.610,
2002-05,0.679,
2002-06,0.470,
2002-07,0.677,
2002-08,0.495,
2002-09,0.523,
2002-10,0.500,
2002-11,0.469,
2002-12,0.473,
2003-01,0.466,
2003-02,0.443,
2003-03,0.431,
2003-04,0.401,
2003-05,0.443,
2003-06,0.557,
2003-07,0.601,
2003-08,0.648,
2003-09,0.694,
2003-10,0.681,
2003-11,0.693,
2003-12,0.595,
2004-01,0.625,
2004-02,0.637,
2004-03,0.651,
2004-04,0.421,
2004-05,0.460,
2004-06,0.430,
2004-07,0.387,
2004-08,0.514,
2004-09,0.492,
2004-10,0.420,
2004-11,0.569,
2004-12,0.479,
2005-01,0.426,
2005-02,0.343,
2005-03,0.315,
2005-04,0.374,
2005-05,0.360,
2005-06,0.355,
2005-07,0.329,
2005-08,0.344,
2005-09,0.414,
2005-10,0.375,
2005-11,0.388,
2005-12,0.542,
2006-01,0.541,
2006-02,0.511,
2006-03,0.526,
2006-04,0.508,
2006-05,0.420,
2006-06,0.377,
2006-07,0.337,
2006-08,0.356,
2006-09,0.460,
2006-10,0.485,
2006-11,0.459,
2006-12,0.514,
2007-01,0.560,
2007-02,0.424,
2007-03,0.421,
2007-04,0.528,
2007-05,0.477,
2007-06,0.556,
2007-07,0.401,
2007-08,0.461,
2007-09,0.435,
2007-10,0.421,
2007-11,0.328,
2007-12,0.258,
2008-01,0.476,
2008-02,0.405,
2008-03,0.303,
2008-04,0.281,
2008-05,0.316,
2008-06,0.304,
2008-07,0.322,
2008-08,0.308,
2008-09,0.320,
2008-10,0.393,
2008-11,0.382,
2008-12,0.367,
2009-01,0.407,
2009-02,0.392,
2009-03,0.314,
2009-04,0.425,
2009-05,0.407,
2009-06,0.484,
2009-07,0.540,
2009-08,0.564,
2009-09,0.606,
2009-10,0.507,
2009-11,0.608,
2009-12,0.631,
2010-01,0.472,
2010-02,0.522,
2010-03,0.672,
2010-04,0.357,
2010-05,0.366,
2010-06,0.506,
2010-07,0.585,
2010-08,0.461,
2010-09,0.524,
2010-10,0.418,
2010-11,0.437,
2010-12,0.473,
2011-01,0.336,
2011-02,0.308,
2011-03,0.519,
2011-04,0.524,
2011-05,0.285,
2011-06,0.305,
2011-07,0.301,
2011-08,0.292,
2011-09,0.316,
2011-10,0.422,
2011-11,0.533,
2011-12,0.551,
2012-01,0.592,
2012-02,0.631,
2012-03,0.591,
2012-04,0.586,
2012-05,0.573,
2012-06,0.579,
2012-07,0.613,
2012-08,0.417,
2012-09,0.411,
2012-10,0.402,
2012-11,0.974,
2012-12,0.986,
2013-01,0.816,
2013-02,0.878,
2013-03,1.044,
2013-04,0.941,
2013-05,0.924,
2013-06,0.509,
2013-07,0.819,
2013-08,0.916,
2013-09,0.859,
2013-10,0.738,
2013-11,0.517,
2013-12,0.365,
2014-01,0.482,
2014-02,0.443,
2014-03,0.422,
2014-04,0.383,
2014-05,0.357,
2014-06,0.401,
2014-07,0.503,
2014-08,0.567,
2014-09,0.376,
2014-10,0.378,
2014-11,0.383,
2014-12,0.531,
