"",BBFN1.M.DE.N.1.A.W1.S1P.H1.T.N000.EUR.BGA.X001.D,BBFN1.M.DE.N.1.A.W1.S1P.H1.T.N000.EUR.BGA.X001.D_FLAGS
"",Claims of enterprises on non-residents arising from credit terms granted / Deutsche Mark/Euro / All countries,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-11 07:06:05,
1974-12,21.173,
1975-01,20.905,
1975-02,21.050,
1975-03,21.241,
1975-04,20.920,
1975-05,21.080,
1975-06,21.031,
1975-07,19.913,
1975-08,19.637,
1975-09,19.893,
1975-10,20.015,
1975-11,20.344,
1975-12,20.373,
1976-01,20.470,
1976-02,20.945,
1976-03,21.426,
1976-04,21.864,
1976-05,22.067,
1976-06,22.499,
1976-07,22.086,
1976-08,21.879,
1976-09,23.027,
1976-10,23.460,
1976-11,23.708,
1976-12,24.468,
1977-01,24.580,
1977-02,25.305,
1977-03,25.928,
1977-04,26.061,
1977-05,26.168,
1977-06,26.555,
1977-07,26.119,
1977-08,25.615,
1977-09,26.435,
1977-10,26.585,
1977-11,27.029,
1977-12,26.454,
1978-01,26.293,
1978-02,26.927,
1978-03,26.660,
1978-04,26.834,
1978-05,26.574,
1978-06,27.542,
1978-07,26.727,
1978-08,26.631,
1978-09,27.790,
1978-10,28.359,
1978-11,28.264,
1978-12,28.345,
1979-01,28.319,
1979-02,28.714,
1979-03,29.349,
1979-04,29.325,
1979-05,29.844,
1979-06,30.132,
1979-07,29.702,
1979-08,29.601,
1979-09,30.619,
1979-10,31.275,
1979-11,31.511,
1979-12,30.844,
1980-01,31.051,
1980-02,31.702,
1980-03,32.564,
1980-04,32.589,
1980-05,32.915,
1980-06,33.393,
1980-07,32.743,
1980-08,32.399,
1980-09,33.194,
1980-10,33.199,
1980-11,33.888,
1980-12,33.501,
1981-01,32.910,
1981-02,33.735,
1981-03,34.613,
1981-04,35.040,
1981-05,35.072,
1981-06,35.509,
1981-07,35.520,
1981-08,35.089,
1981-09,35.943,
1981-10,36.924,
1981-11,37.710,
1981-12,36.852,
1982-01,36.989,
1982-02,37.939,
1982-03,38.323,
1982-04,38.660,
1982-05,38.940,
1982-06,39.004,
1982-07,38.230,
1982-08,37.483,
1982-09,38.438,
1982-10,39.011,
1982-11,39.269,
1982-12,38.266,
1983-01,37.883,
1983-02,38.442,
1983-03,38.173,
1983-04,38.611,
1983-05,38.660,
1983-06,38.993,
1983-07,38.098,
1983-08,37.324,
1983-09,38.986,
1983-10,39.208,
1983-11,40.051,
1983-12,39.385,
1984-01,39.254,
1984-02,40.246,
1984-03,40.792,
1984-04,40.603,
1984-05,41.157,
1984-06,39.978,
1984-07,40.118,
1984-08,40.115,
1984-09,41.332,
1984-10,42.118,
1984-11,42.859,
1984-12,41.774,
1985-01,41.135,
1985-02,42.071,
1985-03,42.986,
1985-04,43.580,
1985-05,43.677,
1985-06,44.166,
1985-07,43.242,
1985-08,41.903,
1985-09,43.092,
1985-10,44.227,
1985-11,44.710,
1985-12,42.926,
1986-01,42.146,
1986-02,42.919,
1986-03,43.519,
1986-04,43.938,
1986-05,43.264,
1986-06,43.990,
1986-07,42.790,
1986-08,41.560,
1986-09,43.003,
1986-10,42.953,
1986-11,43.460,
1986-12,41.937,
1987-01,40.581,
1987-02,41.122,
1987-03,41.780,
1987-04,41.835,
1987-05,42.088,
1987-06,41.612,
1987-07,40.413,
1987-08,39.686,
1987-09,41.471,
1987-10,42.496,
1987-11,42.542,
1987-12,41.373,
1988-01,40.890,
1988-02,42.076,
1988-03,43.147,
1988-04,43.303,
1988-05,42.768,
1988-06,43.691,
1988-07,42.861,
1988-08,42.067,
1988-09,44.067,
1988-10,45.539,
1988-11,45.653,
1988-12,44.496,
1989-01,44.154,
1989-02,45.087,
1989-03,45.648,
1989-04,46.681,
1989-05,46.481,
1989-06,47.944,
1989-07,47.031,
1989-08,46.145,
1989-09,48.246,
1989-10,49.118,
1989-11,50.225,
1989-12,48.942,
1990-01,48.864,
1990-02,49.348,
1990-03,50.687,
1990-04,50.519,
1990-05,50.773,
1990-06,50.522,
1990-07,49.360,
1990-08,48.642,
1990-09,49.978,
1990-10,51.022,
1990-11,50.818,
1990-12,48.675,
1991-01,48.751,
1991-02,49.427,
1991-03,50.368,
1991-04,50.697,
1991-05,49.911,
1991-06,51.659,
1991-07,50.275,
1991-08,49.367,
1991-09,50.941,
1991-10,51.236,
1991-11,51.219,
1991-12,49.258,
1992-01,49.196,
1992-02,49.812,
1992-03,51.104,
1992-04,51.724,
1992-05,51.218,
1992-06,51.943,
1992-07,51.186,
1992-08,50.044,
1992-09,51.939,
1992-10,52.020,
1992-11,51.050,
1992-12,49.161,
1993-01,47.673,
1993-02,48.813,
1993-03,50.019,
1993-04,49.684,
1993-05,48.979,
1993-06,49.643,
1993-07,47.768,
1993-08,47.003,
1993-09,48.709,
1993-10,48.982,
1993-11,48.530,
1993-12,47.645,
1994-01,46.824,
1994-02,47.522,
1994-03,48.871,
1994-04,48.577,
1994-05,48.845,
1994-06,48.951,
1994-07,48.098,
1994-08,46.611,
1994-09,47.933,
1994-10,50.445,
1994-11,51.758,
1994-12,50.733,
1995-01,50.164,
1995-02,49.577,
1995-03,50.693,
1995-04,51.189,
1995-05,51.470,
1995-06,52.506,
1995-07,51.464,
1995-08,50.791,
1995-09,51.850,
1995-10,50.984,
1995-11,52.487,
1995-12,48.904,
1996-01,48.002,
1996-02,48.119,
1996-03,49.565,
1996-04,48.941,
1996-05,49.127,
1996-06,50.092,
1996-07,49.708,
1996-08,48.320,
1996-09,49.368,
1996-10,50.593,
1996-11,51.764,
1996-12,50.696,
1997-01,49.561,
1997-02,50.157,
1997-03,51.629,
1997-04,52.441,
1997-05,51.481,
1997-06,52.863,
1997-07,52.347,
1997-08,51.346,
1997-09,53.478,
1997-10,55.007,
1997-11,55.781,
1997-12,54.776,
1998-01,53.843,
1998-02,55.343,
1998-03,56.674,
1998-04,56.639,
1998-05,56.930,
1998-06,56.971,
1998-07,56.507,
1998-08,54.973,
1998-09,55.918,
1998-10,56.467,
1998-11,57.620,
1998-12,56.157,
1999-01,58.592,
1999-02,61.662,
1999-03,64.584,
1999-04,63.645,
1999-05,64.583,
1999-06,67.556,
1999-07,66.190,
1999-08,64.695,
1999-09,67.127,
1999-10,70.006,
1999-11,71.265,
1999-12,69.080,
2000-01,69.375,
2000-02,70.659,
2000-03,73.565,
2000-04,72.459,
2000-05,74.946,
2000-06,75.727,
2000-07,75.458,
2000-08,74.626,
2000-09,77.086,
2000-10,78.970,
2000-11,80.912,
2000-12,81.123,
2001-01,80.539,
2001-02,81.238,
2001-03,84.310,
2001-04,82.193,
2001-05,82.198,
2001-06,83.415,
2001-07,81.421,
2001-08,79.527,
2001-09,82.319,
2001-10,83.555,
2001-11,84.379,
2001-12,80.343,
2002-01,79.320,
2002-02,80.068,
2002-03,77.716,
2002-04,78.292,
2002-05,78.241,
2002-06,81.363,
2002-07,78.753,
2002-08,75.556,
2002-09,78.448,
2002-10,80.477,
2002-11,81.513,
2002-12,79.001,
2003-01,78.001,
2003-02,78.051,
2003-03,80.143,
2003-04,79.762,
2003-05,78.266,
2003-06,78.501,
2003-07,77.292,
2003-08,74.941,
2003-09,77.022,
2003-10,78.621,
2003-11,81.816,
2003-12,78.102,
2004-01,75.854,
2004-02,77.387,
2004-03,80.730,
2004-04,79.218,
2004-05,80.602,
2004-06,83.611,
2004-07,81.011,
2004-08,77.810,
2004-09,81.259,
2004-10,82.778,
2004-11,85.225,
2004-12,81.200,
2005-01,79.664,
2005-02,80.354,
2005-03,84.221,
2005-04,83.627,
2005-05,83.445,
2005-06,86.303,
2005-07,83.913,
2005-08,80.798,
2005-09,85.596,
2005-10,86.016,
2005-11,89.767,
2005-12,87.415,
2006-01,87.448,
2006-02,89.209,
2006-03,93.101,
2006-04,91.441,
2006-05,92.889,
2006-06,94.534,
2006-07,91.497,
2006-08,89.198,
2006-09,94.253,
2006-10,94.522,
2006-11,98.676,
2006-12,95.637,
2007-01,96.167,
2007-02,98.482,
2007-03,101.460,
2007-04,99.235,
2007-05,99.778,
2007-06,102.661,
2007-07,100.019,
2007-08,97.512,
2007-09,101.529,
2007-10,103.459,
2007-11,107.119,
2007-12,102.269,
2008-01,102.043,
2008-02,105.812,
2008-03,107.961,
2008-04,110.185,
2008-05,110.096,
2008-06,111.433,
2008-07,108.824,
2008-08,105.717,
2008-09,109.485,
2008-10,109.621,
2008-11,109.265,
2008-12,103.753,
2009-01,97.575,
2009-02,98.369,
2009-03,99.286,
2009-04,94.088,
2009-05,95.766,
2009-06,99.119,
2009-07,97.555,
2009-08,93.069,
2009-09,96.845,
2009-10,98.708,
2009-11,102.410,
2009-12,96.672,
2010-01,88.688,
2010-02,89.888,
2010-03,96.868,
2010-04,95.265,
2010-05,97.029,
2010-06,100.999,
2010-07,98.923,
2010-08,96.837,
2010-09,102.192,
2010-10,104.312,
2010-11,104.909,
2010-12,102.356,
2011-01,100.561,
2011-02,106.006,
2011-03,108.839,
2011-04,107.929,
2011-05,109.588,
2011-06,110.284,
2011-07,107.877,
2011-08,105.110,
2011-09,111.365,
2011-10,110.194,
2011-11,112.598,
2011-12,109.468,
2012-01,106.785,
2012-02,109.605,
2012-03,115.105,
2012-04,110.491,
2012-05,109.975,
2012-06,115.222,
2012-07,112.310,
2012-08,107.307,
2012-09,112.638,
2012-10,112.367,
2012-11,115.386,
2012-12,112.585,
2013-01,109.927,
2013-02,112.082,
2013-03,117.125,
2013-04,115.444,
2013-05,111.592,
2013-06,115.530,
2013-07,112.648,
2013-08,112.700,
2013-09,119.395,
2013-10,119.608,
2013-11,120.650,
2013-12,115.872,
2014-01,110.667,
2014-02,113.044,
2014-03,117.704,
2014-04,115.938,
2014-05,114.076,
2014-06,118.057,
2014-07,115.251,
2014-08,113.215,
2014-09,117.708,
2014-10,117.555,
2014-11,120.467,
2014-12,115.871,
"","General: From January 1999, including national currencies of the euro-area member states.",
