"",BBK01.WT4657,BBK01.WT4657_FLAGS
"",Yields on debt securities outstanding issued by residents / State government securities (Bundeslaender) / Mean residual maturity of more than 5 and up to 6 years / Daily data,
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-03-02 08:57:34,
2011-01-01,.,No value available
2011-01-02,.,No value available
2011-01-03,2.68,
2011-01-04,2.66,
2011-01-05,2.62,
2011-01-06,2.69,
2011-01-07,2.67,
2011-01-08,.,No value available
2011-01-09,.,No value available
2011-01-10,2.63,
2011-01-11,2.63,
2011-01-12,2.69,
2011-01-13,2.74,
2011-01-14,2.80,
2011-01-15,.,No value available
2011-01-16,.,No value available
2011-01-17,2.81,
2011-01-18,2.83,
2011-01-19,2.84,
2011-01-20,2.84,
2011-01-21,2.89,
2011-01-22,.,No value available
2011-01-23,.,No value available
2011-01-24,2.90,
2011-01-25,2.86,
2011-01-26,2.87,
2011-01-27,2.91,
2011-01-28,2.94,
2011-01-29,.,No value available
2011-01-30,.,No value available
2011-01-31,2.95,
2011-02-01,3.00,
2011-02-02,3.01,
2011-02-03,3.03,
2011-02-04,3.00,
2011-02-05,.,No value available
2011-02-06,.,No value available
2011-02-07,3.03,
2011-02-08,3.01,
2011-02-09,3.04,
2011-02-10,3.04,
2011-02-11,3.04,
2011-02-12,.,No value available
2011-02-13,.,No value available
2011-02-14,3.03,
2011-02-15,3.05,
2011-02-16,3.02,
2011-02-17,2.99,
2011-02-18,2.97,
2011-02-19,.,No value available
2011-02-20,.,No value available
2011-02-21,2.99,
2011-02-22,2.97,
2011-02-23,2.98,
2011-02-24,2.95,
2011-02-25,2.97,
2011-02-26,.,No value available
2011-02-27,.,No value available
2011-02-28,2.96,
2011-03-01,2.98,
2011-03-02,2.97,
2011-03-03,3.01,
2011-03-04,3.07,
2011-03-05,.,No value available
2011-03-06,.,No value available
2011-03-07,3.11,
2011-03-08,3.14,
2011-03-09,3.14,
2011-03-10,3.12,
2011-03-11,3.10,
2011-03-12,.,No value available
2011-03-13,.,No value available
2011-03-14,3.10,
2011-03-15,3.04,
2011-03-16,3.05,
2011-03-17,3.03,
2011-03-18,3.06,
2011-03-19,.,No value available
2011-03-20,.,No value available
2011-03-21,3.10,
2011-03-22,3.14,
2011-03-23,3.12,
2011-03-24,3.11,
2011-03-25,3.13,
2011-03-26,.,No value available
2011-03-27,.,No value available
2011-03-28,3.15,
2011-03-29,3.16,
2011-03-30,3.19,
2011-03-31,3.19,
2011-04-01,3.22,
2011-04-02,.,No value available
2011-04-03,.,No value available
2011-04-04,3.23,
2011-04-05,3.23,
2011-04-06,3.24,
2011-04-07,3.26,
2011-04-08,3.28,
2011-04-09,.,No value available
2011-04-10,.,No value available
2011-04-11,3.30,
2011-04-12,3.29,
2011-04-13,3.28,
2011-04-14,3.26,
2011-04-15,3.27,
2011-04-16,.,No value available
2011-04-17,.,No value available
2011-04-18,3.24,
2011-04-19,3.21,
2011-04-20,3.22,
2011-04-21,3.23,
2011-04-22,.,No value available
2011-04-23,.,No value available
2011-04-24,.,No value available
2011-04-25,.,No value available
2011-04-26,3.19,
2011-04-27,3.18,
2011-04-28,3.20,
2011-04-29,3.20,
2011-04-30,.,No value available
2011-05-01,.,No value available
2011-05-02,3.20,
2011-05-03,3.22,
2011-05-04,3.23,
2011-05-05,3.25,
2011-05-06,3.18,
2011-05-07,.,No value available
2011-05-08,.,No value available
2011-05-09,3.15,
2011-05-10,3.12,
2011-05-11,3.12,
2011-05-12,3.10,
2011-05-13,3.10,
2011-05-14,.,No value available
2011-05-15,.,No value available
2011-05-16,3.07,
2011-05-17,3.10,
2011-05-18,3.09,
2011-05-19,3.11,
2011-05-20,3.10,
2011-05-21,.,No value available
2011-05-22,.,No value available
2011-05-23,3.05,
2011-05-24,3.05,
2011-05-25,3.02,
2011-05-26,3.03,
2011-05-27,2.99,
2011-05-28,.,No value available
2011-05-29,.,No value available
2011-05-30,2.98,
2011-05-31,2.98,
2011-06-01,3.01,
2011-06-02,2.99,
2011-06-03,3.00,
2011-06-04,.,No value available
2011-06-05,.,No value available
2011-06-06,3.00,
2011-06-07,3.00,
2011-06-08,3.02,
2011-06-09,3.01,
2011-06-10,2.97,
2011-06-11,.,No value available
2011-06-12,.,No value available
2011-06-13,2.95,
2011-06-14,2.95,
2011-06-15,2.96,
2011-06-16,2.93,
2011-06-17,2.94,
2011-06-18,.,No value available
2011-06-19,.,No value available
2011-06-20,2.94,
2011-06-21,2.96,
2011-06-22,2.97,
2011-06-23,2.94,
2011-06-24,2.92,
2011-06-25,.,No value available
2011-06-26,.,No value available
2011-06-27,2.91,
2011-06-28,2.94,
2011-06-29,2.98,
2011-06-30,3.00,
2011-07-01,3.02,
2011-07-02,.,No value available
2011-07-03,.,No value available
2011-07-04,3.01,
2011-07-05,3.03,
2011-07-06,2.99,
2011-07-07,2.99,
2011-07-08,2.99,
2011-07-09,.,No value available
2011-07-10,.,No value available
2011-07-11,2.91,
2011-07-12,2.79,
2011-07-13,2.85,
2011-07-14,2.85,
2011-07-15,2.85,
2011-07-16,.,No value available
2011-07-17,.,No value available
2011-07-18,2.82,
2011-07-19,2.83,
2011-07-20,2.85,
2011-07-21,2.89,
2011-07-22,2.93,
2011-07-23,.,No value available
2011-07-24,.,No value available
2011-07-25,2.88,
2011-07-26,2.88,
2011-07-27,2.83,
2011-07-28,2.80,
2011-07-29,2.79,
2011-07-30,.,No value available
2011-07-31,.,No value available
2011-08-01,2.78,
2011-08-02,2.68,
2011-08-03,2.66,
2011-08-04,2.68,
2011-08-05,2.53,
2011-08-06,.,No value available
2011-08-07,.,No value available
2011-08-08,2.60,
2011-08-09,2.54,
2011-08-10,2.53,
2011-08-11,2.43,
2011-08-12,2.45,
2011-08-13,.,No value available
2011-08-14,.,No value available
2011-08-15,2.51,
2011-08-16,2.48,
2011-08-17,2.46,
2011-08-18,2.38,
2011-08-19,2.35,
2011-08-20,.,No value available
2011-08-21,.,No value available
2011-08-22,2.37,
2011-08-23,2.39,
2011-08-24,2.40,
2011-08-25,2.46,
2011-08-26,2.42,
2011-08-27,.,No value available
2011-08-28,.,No value available
2011-08-29,2.42,
2011-08-30,2.44,
2011-08-31,2.41,
2011-09-01,2.48,
2011-09-02,2.40,
2011-09-03,.,No value available
2011-09-04,.,No value available
2011-09-05,2.33,
2011-09-06,2.35,
2011-09-07,2.36,
2011-09-08,2.36,
2011-09-09,2.31,
2011-09-10,.,No value available
2011-09-11,.,No value available
2011-09-12,2.24,
2011-09-13,2.27,
2011-09-14,2.25,
2011-09-15,2.35,
2011-09-16,2.35,
2011-09-17,.,No value available
2011-09-18,.,No value available
2011-09-19,2.28,
2011-09-20,2.27,
2011-09-21,2.29,
2011-09-22,2.20,
2011-09-23,2.19,
2011-09-24,.,No value available
2011-09-25,.,No value available
2011-09-26,2.21,
2011-09-27,2.25,
2011-09-28,2.27,
2011-09-29,2.30,
2011-09-30,2.31,
2011-10-01,.,No value available
2011-10-02,.,No value available
2011-10-03,2.24,
2011-10-04,2.19,
2011-10-05,2.22,
2011-10-06,2.25,
2011-10-07,2.29,
2011-10-08,.,No value available
2011-10-09,.,No value available
2011-10-10,2.30,
2011-10-11,2.31,
2011-10-12,2.32,
2011-10-13,2.39,
2011-10-14,2.35,
2011-10-15,.,No value available
2011-10-16,.,No value available
2011-10-17,2.39,
2011-10-18,2.27,
2011-10-19,2.29,
2011-10-20,2.28,
2011-10-21,2.28,
2011-10-22,.,No value available
2011-10-23,.,No value available
2011-10-24,2.30,
2011-10-25,2.31,
2011-10-26,2.25,
2011-10-27,2.26,
2011-10-28,2.33,
2011-10-29,.,No value available
2011-10-30,.,No value available
2011-10-31,2.29,
2011-11-01,2.16,
2011-11-02,2.18,
2011-11-03,2.17,
2011-11-04,2.17,
2011-11-05,.,No value available
2011-11-06,.,No value available
2011-11-07,2.14,
2011-11-08,2.14,
2011-11-09,2.14,
2011-11-10,2.11,
2011-11-11,2.13,
2011-11-12,.,No value available
2011-11-13,.,No value available
2011-11-14,2.15,
2011-11-15,2.11,
2011-11-16,2.15,
2011-11-17,2.19,
2011-11-18,2.27,
2011-11-19,.,No value available
2011-11-20,.,No value available
2011-11-21,2.27,
2011-11-22,2.28,
2011-11-23,2.23,
2011-11-24,2.30,
2011-11-25,2.29,
2011-11-26,.,No value available
2011-11-27,.,No value available
2011-11-28,2.32,
2011-11-29,2.35,
2011-11-30,2.35,
2011-12-01,2.28,
2011-12-02,2.26,
2011-12-03,.,No value available
2011-12-04,.,No value available
2011-12-05,2.27,
2011-12-06,2.28,
2011-12-07,2.27,
2011-12-08,2.22,
2011-12-09,2.20,
2011-12-10,.,No value available
2011-12-11,.,No value available
2011-12-12,2.20,
2011-12-13,2.18,
2011-12-14,2.17,
2011-12-15,2.16,
2011-12-16,2.11,
2011-12-17,.,No value available
2011-12-18,.,No value available
2011-12-19,2.10,
2011-12-20,2.10,
2011-12-21,2.13,
2011-12-22,2.15,
2011-12-23,2.13,
2011-12-24,.,No value available
2011-12-25,.,No value available
2011-12-26,.,No value available
2011-12-27,2.11,
2011-12-28,2.09,
2011-12-29,2.07,
2011-12-30,2.05,
2011-12-31,.,No value available
2012-01-01,.,No value available
2012-01-02,2.11,
2012-01-03,2.12,
2012-01-04,2.09,
2012-01-05,2.09,
2012-01-06,2.08,
2012-01-07,.,No value available
2012-01-08,.,No value available
2012-01-09,2.08,
2012-01-10,2.07,
2012-01-11,2.07,
2012-01-12,2.02,
2012-01-13,1.99,
2012-01-14,.,No value available
2012-01-15,.,No value available
2012-01-16,1.95,
2012-01-17,1.97,
2012-01-18,1.99,
2012-01-19,1.98,
2012-01-20,2.01,
2012-01-21,.,No value available
2012-01-22,.,No value available
2012-01-23,2.02,
2012-01-24,2.03,
2012-01-25,2.06,
2012-01-26,2.03,
2012-01-27,1.99,
2012-01-28,.,No value available
2012-01-29,.,No value available
2012-01-30,1.98,
2012-01-31,1.96,
2012-02-01,1.92,
2012-02-02,1.91,
2012-02-03,1.92,
2012-02-04,1.94,
2012-02-05,.,No value available
2012-02-06,1.94,
2012-02-07,1.93,
2012-02-08,1.98,
2012-02-09,1.99,
2012-02-10,1.99,
2012-02-11,.,No value available
2012-02-12,.,No value available
2012-02-13,1.98,
2012-02-14,1.95,
2012-02-15,1.94,
2012-02-16,1.91,
2012-02-17,1.95,
2012-02-18,.,No value available
2012-02-19,.,No value available
2012-02-20,1.97,
2012-02-21,1.97,
2012-02-22,1.97,
2012-02-23,1.95,
2012-02-24,1.94,
2012-02-25,.,No value available
2012-02-26,.,No value available
2012-02-27,1.91,
2012-02-28,1.88,
2012-02-29,1.89,
2012-03-01,1.92,
2012-03-02,1.91,
2012-03-03,.,No value available
2012-03-04,.,No value available
2012-03-05,1.88,
2012-03-06,1.89,
2012-03-07,1.90,
2012-03-08,1.90,
2012-03-09,1.89,
2012-03-10,.,No value available
2012-03-11,.,No value available
2012-03-12,1.89,
2012-03-13,1.87,
2012-03-14,1.95,
2012-03-15,1.99,
2012-03-16,2.02,
2012-03-17,.,No value available
2012-03-18,.,No value available
2012-03-19,2.05,
2012-03-20,2.04,
2012-03-21,2.04,
2012-03-22,1.98,
2012-03-23,1.96,
2012-03-24,.,No value available
2012-03-25,.,No value available
2012-03-26,1.95,
2012-03-27,1.97,
2012-03-28,1.96,
2012-03-29,1.93,
2012-03-30,1.92,
2012-03-31,.,No value available
2012-04-01,.,No value available
2012-04-02,1.93,
2012-04-03,1.92,
2012-04-04,1.92,
2012-04-05,1.90,
2012-04-06,.,No value available
2012-04-07,.,No value available
2012-04-08,.,No value available
2012-04-09,.,No value available
2012-04-10,1.85,
2012-04-11,1.84,
2012-04-12,1.85,
2012-04-13,1.83,
2012-04-14,.,No value available
2012-04-15,.,No value available
2012-04-16,1.81,
2012-04-17,1.83,
2012-04-18,1.83,
2012-04-19,1.82,
2012-04-20,1.83,
2012-04-21,.,No value available
2012-04-22,.,No value available
2012-04-23,1.84,
2012-04-24,1.84,
2012-04-25,1.85,
2012-04-26,1.84,
2012-04-27,1.81,
2012-04-28,.,No value available
2012-04-29,.,No value available
2012-04-30,1.78,
2012-05-01,.,No value available
2012-05-02,1.75,
2012-05-03,1.71,
2012-05-04,1.70,
2012-05-05,.,No value available
2012-05-06,.,No value available
2012-05-07,1.66,
2012-05-08,1.66,
2012-05-09,1.68,
2012-05-10,1.68,
2012-05-11,1.68,
2012-05-12,.,No value available
2012-05-13,.,No value available
2012-05-14,1.66,
2012-05-15,1.67,
2012-05-16,1.66,
2012-05-17,1.68,
2012-05-18,1.66,
2012-05-19,.,No value available
2012-05-20,.,No value available
2012-05-21,1.67,
2012-05-22,1.67,
2012-05-23,1.63,
2012-05-24,1.58,
2012-05-25,1.58,
2012-05-26,.,No value available
2012-05-27,.,No value available
2012-05-28,1.58,
2012-05-29,1.56,
2012-05-30,1.53,
2012-05-31,1.50,
2012-06-01,1.48,
2012-06-02,.,No value available
2012-06-03,.,No value available
2012-06-04,1.50,
2012-06-05,1.50,
2012-06-06,1.53,
2012-06-07,1.58,
2012-06-08,1.59,
2012-06-09,.,No value available
2012-06-10,.,No value available
2012-06-11,1.61,
2012-06-12,1.60,
2012-06-13,1.68,
2012-06-14,1.69,
2012-06-15,1.66,
2012-06-16,.,No value available
2012-06-17,.,No value available
2012-06-18,1.59,
2012-06-19,1.61,
2012-06-20,1.67,
2012-06-21,1.67,
2012-06-22,1.61,
2012-06-23,.,No value available
2012-06-24,.,No value available
2012-06-25,1.60,
2012-06-26,1.60,
2012-06-27,1.62,
2012-06-28,1.60,
2012-06-29,1.65,
2012-06-30,.,No value available
2012-07-01,.,No value available
2012-07-02,1.63,
2012-07-03,1.60,
2012-07-04,1.57,
2012-07-05,1.56,
2012-07-06,1.47,
2012-07-07,.,No value available
2012-07-08,.,No value available
2012-07-09,1.46,
2012-07-10,1.47,
2012-07-11,1.47,
2012-07-12,1.44,
2012-07-13,1.42,
2012-07-14,.,No value available
2012-07-15,.,No value available
2012-07-16,1.41,
2012-07-17,1.42,
2012-07-18,1.41,
2012-07-19,1.39,
