"",BBK01.OEAH01K,BBK01.OEAH01K_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:25:29,
2002-01,80.454,
2002-04,81.320,
2002-07,84.713,
2002-10,86.945,
2003-01,86.535,
2003-04,85.731,
2003-07,84.959,
2003-10,85.915,
2004-01,84.143,
2004-04,88.756,
2004-07,91.876,
2004-10,77.242,
2005-01,78.524,
2005-04,80.535,
2005-07,81.677,
2005-10,81.903,
2006-01,84.052,
2006-04,86.922,
2006-07,92.668,
2006-10,92.155,
2007-01,94.411,
2007-04,96.627,
2007-07,97.565,
2007-10,100.639,
2008-01,99.088,
2008-04,100.184,
2008-07,101.821,
2008-10,105.807,
2009-01,103.516,
2009-04,104.818,
2009-07,104.583,
2009-10,104.625,
2010-01,105.337,
2010-04,107.377,
2010-07,106.400,
2010-10,109.100,
2011-01,106.271,
2011-04,105.975,
2011-07,101.513,
2011-10,102.217,
2012-01,103.136,
2012-04,105.950,
2012-07,107.128,
2012-10,107.859,
2013-01,108.430,
2013-04,107.974,
2013-07,110.645,
2013-10,109.566,
2014-01,109.699,
2014-04,111.130,
2014-07,113.876,
