"",BBK01.RU2720,BBK01.RU2720_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Austria / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:11:01,
1982-06,1.347,
1982-07,1.459,
1982-08,1.417,
1982-09,1.392,
1982-10,1.284,
1982-11,1.325,
1982-12,1.411,
1983-01,1.424,
1983-02,1.408,
1983-03,1.459,
1983-04,1.417,
1983-05,1.364,
1983-06,1.360,
1983-07,1.458,
1983-08,1.393,
1983-09,1.411,
1983-10,1.415,
1983-11,1.411,
1983-12,1.566,
1984-01,1.290,
1984-02,1.343,
1984-03,1.373,
1984-04,1.420,
1984-05,1.495,
1984-06,1.569,
1984-07,1.585,
1984-08,1.570,
1984-09,1.491,
1984-10,1.512,
1984-11,1.612,
1984-12,1.736,
1985-01,1.638,
1985-02,1.609,
1985-03,1.731,
1985-04,1.651,
1985-05,1.678,
1985-06,1.689,
1985-07,1.754,
1985-08,1.747,
1985-09,1.772,
1985-10,1.778,
1985-11,1.743,
1985-12,1.835,
1986-01,1.788,
1986-02,1.679,
1986-03,1.671,
1986-04,1.720,
1986-05,1.808,
1986-06,1.815,
1986-07,1.765,
1986-08,1.911,
1986-09,1.823,
1986-10,1.897,
1986-11,1.862,
1986-12,2.089,
1987-01,2.175,
1987-02,1.942,
1987-03,2.029,
1987-04,1.923,
1987-05,1.944,
1987-06,2.110,
1987-07,1.918,
1987-08,2.146,
1987-09,2.086,
1987-10,2.189,
1987-11,1.957,
1987-12,2.132,
1988-01,1.870,
1988-02,1.835,
1988-03,1.964,
1988-04,1.913,
1988-05,1.896,
1988-06,2.084,
1988-07,2.039,
1988-08,1.971,
1988-09,1.989,
1988-10,1.967,
1988-11,1.723,
1988-12,1.792,
1989-01,1.880,
1989-02,1.763,
1989-03,1.783,
1989-04,1.958,
1989-05,1.917,
1989-06,1.945,
1989-07,1.826,
1989-08,1.810,
1989-09,1.842,
1989-10,1.952,
1989-11,1.795,
1989-12,1.790,
1990-01,1.716,
1990-02,1.706,
1990-03,1.768,
1990-04,1.782,
1990-05,1.723,
1990-06,3.537,
1990-07,3.424,
1990-08,3.388,
1990-09,3.299,
1990-10,3.333,
1990-11,3.284,
1990-12,3.235,
1991-01,3.153,
1991-02,3.049,
1991-03,3.115,
1991-04,3.146,
1991-05,3.007,
1991-06,3.235,
1991-07,2.852,
1991-08,2.844,
1991-09,2.794,
1991-10,2.913,
1991-11,2.995,
1991-12,3.093,
1992-01,3.001,
1992-02,2.921,
1992-03,2.930,
1992-04,3.093,
1992-05,2.922,
1992-06,2.926,
1992-07,2.745,
1992-08,2.791,
1992-09,3.249,
1992-10,3.189,
1992-11,2.996,
1992-12,3.076,
1993-01,3.436,
1993-02,3.582,
1993-03,3.336,
1993-04,3.479,
1993-05,3.484,
1993-06,3.659,
1993-07,3.853,
1993-08,3.979,
1993-09,4.018,
1993-10,3.979,
1993-11,3.532,
1993-12,3.545,
1994-01,3.980,
1994-02,3.627,
1994-03,3.835,
1994-04,3.982,
1994-05,4.014,
1994-06,4.233,
1994-07,3.849,
1994-08,4.009,
1994-09,4.034,
1994-10,4.104,
1994-11,4.014,
1994-12,3.639,
1995-01,4.303,
1995-02,4.162,
1995-03,4.497,
1995-04,4.134,
1995-05,4.341,
1995-06,4.259,
1995-07,4.238,
1995-08,4.470,
1995-09,4.604,
1995-10,4.672,
1995-11,4.661,
1995-12,4.959,
1996-01,5.502,
1996-02,5.201,
1996-03,5.147,
1996-04,5.458,
1996-05,5.195,
1996-06,5.203,
1996-07,5.196,
1996-08,5.347,
1996-09,5.538,
1996-10,6.056,
1996-11,5.941,
1996-12,6.207,
1997-01,6.771,
1997-02,7.040,
1997-03,7.398,
1997-04,7.469,
1997-05,7.897,
1997-06,7.910,
1997-07,8.794,
1997-08,8.613,
1997-09,8.941,
1997-10,8.745,
1997-11,9.076,
1997-12,8.445,
1998-01,9.954,
1998-02,9.403,
1998-03,8.770,
1998-04,8.387,
1998-05,9.524,
1998-06,8.839,
1998-07,8.624,
1998-08,9.709,
1998-09,9.296,
1998-10,10.488,
1998-11,10.028,
1998-12,10.341,
1999-01,13.444,
1999-02,13.197,
1999-03,12.536,
1999-04,11.672,
1999-05,12.333,
1999-06,12.478,
1999-07,12.145,
1999-08,13.339,
1999-09,13.906,
1999-10,13.206,
1999-11,13.951,
1999-12,12.806,
2000-01,13.419,
2000-02,13.727,
2000-03,14.144,
2000-04,13.608,
2000-05,13.925,
2000-06,15.169,
2000-07,13.370,
2000-08,13.560,
2000-09,13.613,
2000-10,13.399,
2000-11,13.263,
2000-12,14.229,
2001-01,14.112,
2001-02,14.990,
2001-03,16.198,
2001-04,15.120,
2001-05,15.799,
2001-06,15.359,
2001-07,15.402,
2001-08,16.140,
2001-09,16.575,
2001-10,15.169,
2001-11,16.838,
2001-12,18.707,
2002-01,16.747,
