"",BBK01.QUK868,BBK01.QUK868_FLAGS
"",Consolidated German banks: Loans and advances to foreign enterprises and households / Ukraine / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:33:48,
2002-03,0.152,
2002-04,0.164,
2002-05,0.161,
2002-06,0.121,
2002-07,0.104,
2002-08,0.127,
2002-09,0.113,
2002-10,0.104,
2002-11,0.106,
2002-12,0.138,
2003-01,0.122,
2003-02,0.120,
2003-03,0.266,
2003-04,0.261,
2003-05,0.239,
2003-06,0.248,
2003-07,0.251,
2003-08,0.296,
2003-09,0.298,
2003-10,0.326,
2003-11,0.325,
2003-12,0.312,
2004-01,0.303,
2004-02,0.328,
2004-03,0.326,
2004-04,0.323,
2004-05,0.308,
2004-06,0.299,
2004-07,0.343,
2004-08,0.458,
2004-09,0.456,
2004-10,0.465,
2004-11,0.464,
2004-12,0.495,
2005-01,0.502,
2005-02,0.501,
2005-03,0.495,
2005-04,0.622,
2005-05,0.642,
2005-06,0.648,
2005-07,0.648,
2005-08,0.686,
2005-09,0.747,
2005-10,0.787,
2005-11,0.765,
2005-12,0.531,
2006-01,0.556,
2006-02,0.582,
2006-03,0.575,
2006-04,0.554,
2006-05,0.546,
2006-06,0.552,
2006-07,0.565,
2006-08,0.571,
2006-09,0.581,
2006-10,0.598,
2006-11,0.596,
2006-12,0.691,
2007-01,0.703,
2007-02,0.686,
2007-03,0.689,
2007-04,0.673,
2007-05,0.669,
2007-06,0.713,
2007-07,0.699,
2007-08,0.702,
2007-09,0.661,
2007-10,0.643,
2007-11,0.630,
2007-12,0.666,
2008-01,0.650,
2008-02,0.638,
2008-03,0.695,
2008-04,0.705,
2008-05,0.718,
2008-06,0.721,
2008-07,0.732,
2008-08,0.772,
2008-09,0.841,
2008-10,0.837,
2008-11,0.701,
2008-12,0.635,
2009-01,0.652,
2009-02,0.606,
2009-03,0.553,
2009-04,0.536,
2009-05,0.517,
2009-06,0.508,
2009-07,1.973,
2009-08,1.909,
2009-09,1.854,
2009-10,1.821,
2009-11,1.816,
2009-12,1.813,
2010-01,1.874,
2010-02,1.839,
2010-03,1.742,
2010-04,1.743,
2010-05,1.860,
2010-06,1.862,
2010-07,1.752,
2010-08,1.778,
2010-09,1.670,
2010-10,1.632,
2010-11,1.651,
2010-12,1.583,
2011-01,1.538,
2011-02,1.525,
2011-03,1.489,
2011-04,1.413,
2011-05,1.467,
2011-06,1.418,
2011-07,1.504,
2011-08,1.482,
2011-09,1.605,
2011-10,1.553,
2011-11,1.393,
2011-12,1.390,
2012-01,1.374,
2012-02,1.367,
2012-03,1.326,
2012-04,1.330,
2012-05,1.336,
2012-06,1.308,
2012-07,1.327,
2012-08,1.315,
2012-09,1.282,
2012-10,0.607,
2012-11,0.381,
2012-12,0.375,
2013-01,0.383,
2013-02,0.387,
2013-03,0.385,
2013-04,0.361,
2013-05,0.333,
2013-06,0.330,
2013-07,0.325,
2013-08,0.308,
2013-09,0.328,
2013-10,0.412,
2013-11,0.429,
2013-12,0.433,
2014-01,0.457,
2014-02,0.460,
2014-03,0.480,
2014-04,0.492,
2014-05,0.484,
2014-06,0.478,
2014-07,0.459,
2014-08,0.435,
2014-09,0.430,
2014-10,0.428,
