"",BBFB1.Q.N.DE.S1.S1.S1.T.A.FA.D.F._Z._T._X.N,BBFB1.Q.N.DE.S1.S1.S1.T.A.FA.D.F._Z._T._X.N_FLAGS
"",Financial account / Net domestic financial investment abroad / Direct investment / Asia,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:46:42,
1991-01,80.143,
1991-04,105.558,
1991-07,176.173,
1991-10,199.340,
1992-01,150.012,
1992-04,163.246,
1992-07,141.863,
1992-10,400.007,
1993-01,74.537,
1993-04,61.562,
1993-07,26.247,
1993-10,227.909,
1994-01,229.804,
1994-04,220.413,
1994-07,416.100,
1994-10,798.276,
1995-01,327.265,
1995-04,795.906,
1995-07,385.505,
1995-10,702.244,
1996-01,962.188,
1996-04,1054.615,
1996-07,841.028,
1996-10,1209.165,
1997-01,208.958,
1997-04,11.726,
1997-07,435.065,
1997-10,886.531,
1998-01,906.913,
1998-04,1407.541,
1998-07,981.971,
1998-10,603.538,
1999-01,516.893,
1999-04,980.128,
1999-07,682.758,
1999-10,2128.379,
2000-01,699.961,
2000-04,1739.416,
2000-07,2031.385,
2000-10,4300.820,
2001-01,683.427,
2001-04,3023.446,
2001-07,61.879,
2001-10,104.667,
2002-01,987.737,
2002-04,1073.718,
2002-07,671.042,
2002-10,476.890,
2003-01,987.176,
2003-04,-733.658,
2003-07,-242.502,
2003-10,1102.541,
2004-01,1713.167,
2004-04,2006.202,
2004-07,379.176,
2004-10,1215.978,
2005-01,1478.960,
2005-04,2154.803,
2005-07,823.719,
2005-10,-375.369,
2006-01,1484.416,
2006-04,1984.790,
2006-07,226.898,
2006-10,1206.235,
2007-01,4514.388,
2007-04,2193.434,
2007-07,1515.974,
2007-10,585.007,
2008-01,2853.656,
2008-04,2013.271,
2008-07,723.524,
2008-10,1608.886,
2009-01,163.111,
2009-04,889.774,
2009-07,2292.903,
2009-10,1914.164,
2010-01,5525.380,
2010-04,4157.569,
2010-07,726.312,
2010-10,3939.174,
2011-01,3889.850,
2011-04,3890.257,
2011-07,4398.398,
2011-10,4206.883,
2012-01,5167.918,
2012-04,2333.776,
2012-07,1589.596,
2012-10,1994.479,
2013-01,4376.195,
2013-04,2873.202,
2013-07,2044.429,
2013-10,4521.235,
2014-01,3768.835,Provisional value
2014-04,1634.040,Provisional value
2014-07,1739.514,Provisional value
2014-10,2413.772,Provisional value
