"",BBK01.EU8137,BBK01.EU8137_FLAGS
"",External position of the Bundesbank since the beginning of EMU / Reserve assets / total,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:25,
1998-12,93939.512,comment
1999-01,81494.619,
1999-02,80498.719,
1999-03,85979.261,
1999-04,86104.665,
1999-05,86220.651,
1999-06,86925.406,
1999-07,86779.190,
1999-08,87207.701,
1999-09,89368.311,
1999-10,89253.553,
1999-11,89607.328,
1999-12,93038.755,
2000-01,93080.418,
2000-02,93518.539,
2000-03,96834.891,
2000-04,95481.233,
2000-05,95309.915,
2000-06,96017.632,
2000-07,94837.681,
2000-08,94492.648,
2000-09,100750.323,
2000-10,100212.155,
2000-11,99746.047,
2000-12,93815.369,
2001-01,92019.330,
2001-02,91297.416,
2001-03,93187.113,
2001-04,91768.106,
2001-05,95808.046,
2001-06,95817.154,
2001-07,92878.698,
2001-08,89889.611,
2001-09,94538.136,
2001-10,95551.808,
2001-11,95395.272,
2001-12,93215.432,
2002-01,97391.976,
2002-02,99229.812,
2002-03,98130.171,
2002-04,94779.091,
2002-05,91941.737,
2002-06,86648.812,
2002-07,87718.234,
2002-08,87465.945,
2002-09,88937.238,
2002-10,87441.251,
2002-11,87609.620,
2002-12,85002.066,
2003-01,85234.815,
2003-02,83684.730,
2003-03,82530.446,
2003-04,79452.642,
2003-05,78903.982,
2003-06,78425.059,
2003-07,79218.177,
2003-08,84197.267,
2003-09,81206.087,
2003-10,81400.957,
2003-11,79623.622,
2003-12,76680.362,
2004-01,76992.340,
2004-02,76088.910,
2004-03,79717.109,
2004-04,78143.120,
2004-05,76472.993,
2004-06,76996.368,
2004-07,76075.679,
2004-08,77171.098,
2004-09,75729.292,
2004-10,74334.453,
2004-11,73506.350,
2004-12,71334.977,
2005-01,73556.161,
2005-02,72794.044,
2005-03,73813.454,
2005-04,74123.393,
2005-05,76430.925,
2005-06,78699.573,
2005-07,77204.661,
2005-08,76341.792,
2005-09,82825.198,
2005-10,82505.997,
2005-11,85142.870,
2005-12,86181.457,
2006-01,89064.142,
2006-02,88029.488,
2006-03,89156.976,
2006-04,89433.350,
2006-05,89520.029,
2006-06,85905.080,
2006-07,89167.326,
2006-08,86736.298,
2006-09,85853.724,
2006-10,85340.902,
2006-11,85306.808,
2006-12,84764.781,
2007-01,87384.668,
2007-02,87961.940,
2007-03,86119.919,
2007-04,86730.566,
2007-05,86364.482,
2007-06,84845.758,
2007-07,85125.159,
2007-08,85468.548,
2007-09,88591.732,
2007-10,90167.932,
2007-11,89233.227,
2007-12,92545.240,
2008-01,99028.030,
2008-02,100879.080,
2008-03,95103.192,
2008-04,92632.873,
2008-05,92387.035,
2008-06,95220.159,
2008-07,93722.384,
2008-08,93047.919,
2008-09,99935.670,
2008-10,97415.177,
2008-11,104612.219,
2008-12,99184.724,
2009-01,109962.866,
2009-02,113507.260,
2009-03,107809.152,
2009-04,105576.765,
2009-05,107374.686,
2009-06,104691.118,
2009-07,104931.437,
2009-08,115308.608,
2009-09,116784.889,
2009-10,119584.282,
2009-11,126128.660,
2009-12,125540.780,
2010-01,127966.347,
2010-02,134668.660,
2010-03,134825.926,
2010-04,142020.990,
2010-05,157385.303,
2010-06,160628.722,
2010-07,145637.133,
2010-08,155245.020,
2010-09,150758.024,
2010-10,150481.246,
2010-11,162834.508,
2010-12,162099.932,
2011-01,152427.738,
2011-02,156964.044,
2011-03,155718.283,
2011-04,157343.865,
2011-05,162854.021,
2011-06,159744.779,
2011-07,170639.085,
2011-08,184686.655,
2011-09,181429.739,
2011-10,181946.050,
2011-11,187984.312,
2011-12,184603.470,
2012-01,195055.561,
2012-02,195653.710,
2012-03,186627.564,
2012-04,189555.578,
2012-05,193057.054,
2012-06,190248.236,
2012-07,199419.429,
2012-08,197776.043,
2012-09,203336.704,
2012-10,196910.031,
2012-11,197486.433,
2012-12,188630.420,
2013-01,184946.747,
2013-02,183221.814,
2013-03,188446.776,
2013-04,173980.124,
2013-05,169104.797,
2013-06,150824.860,
2013-07,158610.817,
2013-08,164477.420,
2013-09,156452.374,
2013-10,154485.992,
2013-11,148010.444,
2013-12,143753.433,
2014-01,149929.976,
2014-02,152432.027,
2014-03,150614.585,
2014-04,150048.258,
2014-05,148948.590,
2014-06,153016.705,
2014-07,154885.356,
2014-08,156410.989,
2014-09,156366.932,
2014-10,154132.996,
2014-11,155424.062,
2014-12,158745.134,
2015-01,176740.605,
"",Comment on 1998-12: The Bundesbank's opening balance sheet in euro as at,
