"",BBK01.OEBB01L,BBK01.OEBB01L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:30:14,
2002-01,177.659,
2002-04,164.423,
2002-07,169.087,
2002-10,159.431,
2003-01,189.975,
2003-04,192.488,
2003-07,195.361,
2003-10,198.131,
2004-01,229.554,
2004-04,215.735,
2004-07,234.665,
2004-10,227.170,
2005-01,237.956,
2005-04,245.933,
2005-07,258.609,
2005-10,259.791,
2006-01,274.996,
2006-04,280.101,
2006-07,292.801,
2006-10,264.820,
2007-01,296.650,
2007-04,316.619,
2007-07,306.811,
2007-10,298.789,
2008-01,344.564,
2008-04,314.783,
2008-07,328.123,
2008-10,289.683,
2009-01,298.622,
2009-04,305.178,
2009-07,287.824,
2009-10,268.971,
2010-01,261.464,
2010-04,277.643,
2010-07,261.875,
2010-10,269.384,
2011-01,279.113,
2011-04,284.954,
2011-07,289.040,
2011-10,271.980,
2012-01,283.765,
2012-04,281.565,
2012-07,281.622,
2012-10,276.755,
2013-01,287.222,
2013-04,295.692,
2013-07,251.062,
2013-10,253.797,
2014-01,258.382,
2014-04,265.185,
2014-07,271.370,
