"",BBK01.QUW060,BBK01.QUW060_FLAGS
"",Banks in Germany: Long-term liabilities to foreign banks / Countries in Europe / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:08:38,
2001-12,75.007,
2002-01,74.512,
2002-02,75.617,
2002-03,76.774,
2002-04,76.649,
2002-05,78.068,
2002-06,78.674,
2002-07,81.675,
2002-08,84.788,
2002-09,84.625,
2002-10,84.780,
2002-11,85.628,
2002-12,86.359,
2003-01,87.724,
2003-02,90.077,
2003-03,90.028,
2003-04,90.190,
2003-05,92.482,
2003-06,93.172,
2003-07,95.995,
2003-08,95.888,
2003-09,91.012,
2003-10,95.704,
2003-11,95.703,
2003-12,98.137,
2004-01,97.240,
2004-02,99.974,
2004-03,99.361,
2004-04,99.186,
2004-05,98.598,
2004-06,99.071,
2004-07,100.112,
2004-08,101.427,
2004-09,102.019,
2004-10,102.270,
2004-11,101.174,
2004-12,100.653,
2005-01,102.535,
2005-02,101.106,
2005-03,100.824,
2005-04,103.712,
2005-05,104.299,
2005-06,114.159,
2005-07,113.507,
2005-08,113.734,
2005-09,114.544,
2005-10,115.810,
2005-11,116.388,
2005-12,116.109,
2006-01,113.108,
2006-02,112.734,
2006-03,115.698,
2006-04,114.395,
2006-05,113.116,
2006-06,112.876,
2006-07,113.361,
2006-08,111.712,
2006-09,113.256,
2006-10,114.803,
2006-11,116.359,
2006-12,115.738,
2007-01,117.613,
2007-02,117.641,
2007-03,116.167,
2007-04,115.312,
2007-05,117.862,
2007-06,118.159,
2007-07,116.225,
2007-08,115.826,
2007-09,114.295,
2007-10,111.972,
2007-11,107.536,
2007-12,107.260,
2008-01,108.349,
2008-02,108.151,
2008-03,108.262,
2008-04,108.687,
2008-05,107.571,
2008-06,103.564,
2008-07,104.551,
2008-08,107.480,
2008-09,116.895,
2008-10,117.618,
2008-11,122.798,
2008-12,118.773,
2009-01,120.370,
2009-02,120.161,
2009-03,118.752,
2009-04,117.670,
2009-05,147.070,
2009-06,147.778,
2009-07,145.715,
2009-08,141.342,
2009-09,138.416,
2009-10,136.537,
2009-11,131.894,
2009-12,129.966,
2010-01,129.027,
2010-02,129.534,
2010-03,131.842,
2010-04,132.148,
2010-05,135.487,
2010-06,135.857,
2010-07,129.724,
2010-08,131.789,
2010-09,132.253,
2010-10,130.288,
2010-11,131.577,
2010-12,129.981,
2011-01,129.161,
2011-02,128.833,
2011-03,127.843,
2011-04,126.924,
2011-05,127.039,
2011-06,121.499,
2011-07,123.849,
2011-08,123.375,
2011-09,123.015,
2011-10,116.973,
2011-11,118.076,
2011-12,118.010,
2012-01,116.991,
2012-02,115.556,
2012-03,120.672,
2012-04,118.341,
2012-05,119.553,
2012-06,117.323,
2012-07,117.340,
2012-08,115.874,
2012-09,118.008,
2012-10,114.209,
2012-11,113.461,
2012-12,111.606,
2013-01,111.166,
2013-02,105.127,
2013-03,105.135,
2013-04,102.702,
2013-05,103.031,
2013-06,102.309,
2013-07,101.457,
2013-08,101.786,
2013-09,100.764,
2013-10,98.619,
2013-11,98.463,
2013-12,95.543,
2014-01,91.568,
2014-02,90.265,
2014-03,94.363,
2014-04,94.107,
2014-05,92.103,
2014-06,90.053,
2014-07,88.876,
2014-08,86.248,
2014-09,87.488,
2014-10,87.092,
2014-11,86.988,
2014-12,85.838,
