"",BBK01.OEAH95H,BBK01.OEAH95H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:24:18,
2002-01,2.316,
2002-04,2.132,
2002-07,2.110,
2002-10,2.151,
2003-01,2.144,
2003-04,2.127,
2003-07,2.138,
2003-10,2.166,
2004-01,2.151,
2004-04,2.125,
2004-07,2.157,
2004-10,2.170,
2005-01,2.297,
2005-04,1.979,
2005-07,1.944,
2005-10,1.930,
2006-01,1.903,
2006-04,1.876,
2006-07,1.814,
2006-10,1.821,
2007-01,1.814,
2007-04,1.786,
2007-07,1.757,
2007-10,1.778,
2008-01,1.755,
2008-04,1.748,
2008-07,1.719,
2008-10,1.773,
2009-01,1.884,
2009-04,1.923,
2009-07,1.991,
2009-10,2.026,
2010-01,2.055,
2010-04,2.092,
2010-07,2.115,
2010-10,2.177,
2011-01,2.241,
2011-04,2.281,
2011-07,2.257,
2011-10,2.427,
2012-01,2.532,
2012-04,2.604,
2012-07,2.599,
2012-10,2.563,
2013-01,2.531,
2013-04,2.504,
2013-07,2.436,
2013-10,2.420,
2014-01,2.358,
2014-04,2.323,
2014-07,2.278,
