"",BBK01.OEAH89V,BBK01.OEAH89V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:32:17,
2002-01,1.644,
2002-04,1.592,
2002-07,1.672,
2002-10,1.918,
2003-01,2.007,
2003-04,1.990,
2003-07,1.991,
2003-10,1.856,
2004-01,1.885,
2004-04,2.169,
2004-07,2.024,
2004-10,1.908,
2005-01,1.852,
2005-04,2.099,
2005-07,1.826,
2005-10,1.761,
2006-01,1.679,
2006-04,1.666,
2006-07,1.666,
2006-10,1.799,
2007-01,1.897,
2007-04,1.865,
2007-07,1.792,
2007-10,2.001,
2008-01,1.807,
2008-04,1.475,
2008-07,1.492,
2008-10,1.476,
2009-01,1.441,
2009-04,0.034,
2009-07,0.032,
2009-10,1.439,
2010-01,1.671,
2010-04,1.413,
2010-07,0.903,
2010-10,0.805,
2011-01,0.823,
2011-04,0.745,
2011-07,1.238,
2011-10,1.140,
2012-01,1.076,
2012-04,1.089,
2012-07,1.042,
2012-10,0.748,
2013-01,0.754,
2013-04,0.444,
2013-07,0.563,
2013-10,0.519,
2014-01,0.488,
2014-04,0.493,
2014-07,0.515,
