"",BBK01.WT4113,BBK01.WT4113_FLAGS
"","DE0001135432 / Prices / 3,250 Bund 10/42",
unit,PROZENT (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 12:37:54,
2010-07-21,98.120,
2010-07-22,98.700,
2010-07-23,97.800,
2010-07-24,.,No value available
2010-07-25,.,No value available
2010-07-26,97.400,
2010-07-27,96.950,
2010-07-28,96.400,
2010-07-29,96.240,
2010-07-30,97.300,
2010-07-31,.,No value available
2010-08-01,.,No value available
2010-08-02,97.100,
2010-08-03,97.600,
2010-08-04,99.200,
2010-08-05,99.270,
2010-08-06,100.050,
2010-08-07,.,No value available
2010-08-08,.,No value available
2010-08-09,100.770,
2010-08-10,100.000,
2010-08-11,100.620,
2010-08-12,101.500,
2010-08-13,101.730,
2010-08-14,.,No value available
2010-08-15,.,No value available
2010-08-16,103.270,
2010-08-17,104.250,
2010-08-18,105.580,
2010-08-19,104.820,
2010-08-20,106.600,
2010-08-21,.,No value available
2010-08-22,.,No value available
2010-08-23,107.470,
2010-08-24,108.240,
2010-08-25,110.800,
2010-08-26,111.700,
2010-08-27,114.050,
2010-08-28,.,No value available
2010-08-29,.,No value available
2010-08-30,112.450,
2010-08-31,113.050,
2010-09-01,111.300,
2010-09-02,108.490,
2010-09-03,107.280,
2010-09-04,.,No value available
2010-09-05,.,No value available
2010-09-06,106.280,
2010-09-07,107.650,
2010-09-08,110.000,
2010-09-09,107.400,
2010-09-10,106.850,
2010-09-11,.,No value available
2010-09-12,.,No value available
2010-09-13,104.020,
2010-09-14,106.250,
2010-09-15,105.150,
2010-09-16,103.200,
2010-09-17,102.250,
2010-09-18,.,No value available
2010-09-19,.,No value available
2010-09-20,103.000,
2010-09-21,103.550,
2010-09-22,106.300,
2010-09-23,106.700,
2010-09-24,106.900,
2010-09-25,.,No value available
2010-09-26,.,No value available
2010-09-27,106.500,
2010-09-28,107.370,
2010-09-29,108.230,
2010-09-30,107.880,
2010-10-01,107.730,
2010-10-02,.,No value available
2010-10-03,.,No value available
2010-10-04,108.950,
2010-10-05,108.750,
2010-10-06,108.450,
2010-10-07,107.950,
2010-10-08,107.850,
2010-10-09,.,No value available
2010-10-10,.,No value available
2010-10-11,107.500,
2010-10-12,108.800,
2010-10-13,107.250,
2010-10-14,106.990,
2010-10-15,106.000,
2010-10-16,.,No value available
2010-10-17,.,No value available
2010-10-18,105.500,
2010-10-19,104.750,
2010-10-20,105.600,
2010-10-21,105.380,
2010-10-22,105.460,
2010-10-23,.,No value available
2010-10-24,.,No value available
2010-10-25,105.850,
2010-10-26,105.500,
2010-10-27,104.750,
2010-10-28,104.250,
2010-10-29,104.820,
2010-10-30,.,No value available
2010-10-31,.,No value available
2010-11-01,106.470,
2010-11-02,107.000,
2010-11-03,108.190,
2010-11-04,105.700,
2010-11-05,107.300,
2010-11-06,.,No value available
2010-11-07,.,No value available
2010-11-08,106.740,
2010-11-09,107.350,
2010-11-10,105.900,
2010-11-11,106.550,
2010-11-12,104.600,
2010-11-13,.,No value available
2010-11-14,.,No value available
2010-11-15,103.800,
2010-11-16,103.450,
2010-11-17,102.650,
2010-11-18,101.450,
2010-11-19,101.080,
2010-11-20,.,No value available
