"",BBK01.OEAC47G,BBK01.OEAC47G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:54:33,
2002-01,16.736,
2002-04,16.679,
2002-07,16.472,
2002-10,16.281,
2003-01,16.236,
2003-04,16.168,
2003-07,16.036,
2003-10,15.729,
2004-01,15.277,
2004-04,15.088,
2004-07,14.843,
2004-10,14.485,
2005-01,14.135,
2005-04,14.070,
2005-07,13.946,
2005-10,13.874,
2006-01,13.155,
2006-04,13.257,
2006-07,13.683,
2006-10,13.764,
2007-01,13.699,
2007-04,14.115,
2007-07,14.215,
2007-10,14.627,
2008-01,14.666,
2008-04,15.152,
2008-07,15.654,
2008-10,15.587,
2009-01,15.515,
2009-04,15.987,
2009-07,15.942,
2009-10,15.647,
2010-01,16.596,
2010-04,16.517,
2010-07,15.491,
2010-10,15.369,
2011-01,15.229,
2011-04,14.992,
2011-07,14.900,
2011-10,14.949,
2012-01,14.886,
2012-04,14.673,
2012-07,14.735,
2012-10,14.605,
2013-01,14.584,
2013-04,14.939,
2013-07,14.964,
2013-10,15.037,
2014-01,14.895,
2014-04,15.013,
2014-07,14.913,
