"",BBK01.OXA8C2,BBK01.OXA8C2_FLAGS
"",Short-term loans (including bills of exchange) to domestic enterprises and households - Total -All Categories of banks,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:14:45,
1999-01,318.848,
1999-02,318.915,
1999-03,320.166,
1999-04,317.302,
1999-05,317.932,
1999-06,329.747,
1999-07,320.908,
1999-08,315.871,
1999-09,321.127,
1999-10,319.919,
1999-11,323.909,
1999-12,328.683,
2000-01,328.294,
2000-02,331.826,
2000-03,340.854,
2000-04,347.123,
2000-05,346.870,
2000-06,348.841,
2000-07,337.277,
2000-08,336.929,
2000-09,349.941,
2000-10,348.533,
2000-11,348.776,
2000-12,347.705,
2001-01,349.816,
2001-02,357.193,
2001-03,361.550,
2001-04,360.794,
2001-05,361.013,
2001-06,362.008,
2001-07,352.218,
2001-08,344.563,
2001-09,352.542,
2001-10,348.693,
2001-11,349.938,
2001-12,355.205,
2002-01,344.605,
2002-02,344.776,
2002-03,348.000,
2002-04,347.121,
2002-05,343.997,
2002-06,342.198,
2002-07,334.082,
2002-08,329.933,
2002-09,341.633,
2002-10,334.181,
2002-11,330.850,
2002-12,330.973,
2003-01,328.532,
2003-02,328.142,
2003-03,330.353,
2003-04,324.244,
2003-05,319.144,
2003-06,326.916,
2003-07,314.232,
2003-08,306.818,
2003-09,322.912,
2003-10,316.127,
2003-11,316.596,
2003-12,313.426,
2004-01,304.409,
2004-02,304.829,
2004-03,305.917,
2004-04,303.252,
2004-05,296.189,
2004-06,294.192,
2004-07,286.973,
2004-08,280.517,
2004-09,286.677,
2004-10,282.867,
2004-11,292.039,
2004-12,282.995,
2005-01,278.511,
2005-02,284.604,
2005-03,286.807,
2005-04,284.625,
2005-05,285.086,
2005-06,288.161,
2005-07,283.008,
2005-08,279.262,
2005-09,292.877,
2005-10,297.020,
2005-11,288.099,
2005-12,272.878,
2006-01,282.002,
2006-02,282.585,
2006-03,291.741,
2006-04,296.038,
2006-05,292.442,
2006-06,291.739,
2006-07,284.607,
2006-08,284.797,
2006-09,300.505,
2006-10,296.403,
2006-11,289.412,
2006-12,269.283,
2007-01,278.175,
2007-02,283.164,
2007-03,291.146,
2007-04,290.074,
2007-05,283.318,
2007-06,292.699,
2007-07,294.930,
2007-08,291.375,
2007-09,299.810,
2007-10,301.367,
2007-11,296.089,
2007-12,301.457,
2008-01,309.071,
2008-02,316.686,
2008-03,328.841,
2008-04,331.686,
2008-05,331.464,
2008-06,337.799,
2008-07,339.856,
2008-08,334.273,
2008-09,345.009,
2008-10,337.450,
2008-11,340.890,
2008-12,335.299,
2009-01,353.201,
2009-02,343.566,
2009-03,367.861,
2009-04,362.122,
2009-05,359.547,
2009-06,362.030,
2009-07,336.127,
2009-08,321.692,
2009-09,337.159,
2009-10,325.890,
2009-11,326.981,
2009-12,306.184,
2010-01,304.762,
2010-02,299.581,
2010-03,302.595,
2010-04,311.450,
2010-05,310.307,
2010-06,312.900,
2010-07,305.401,
2010-08,309.641,
2010-09,293.195,
2010-10,297.214,
2010-11,317.690,
2010-12,282.844,
2011-01,290.164,
2011-02,308.234,
2011-03,292.397,
2011-04,295.491,
2011-05,304.833,
2011-06,306.631,
2011-07,305.420,
2011-08,317.773,
2011-09,325.786,
2011-10,354.690,
2011-11,351.400,
2011-12,316.098,
2012-01,338.679,
2012-02,337.434,
2012-03,328.596,
2012-04,328.687,
2012-05,324.384,
2012-06,323.902,
2012-07,351.191,
2012-08,344.208,
2012-09,340.430,
2012-10,350.580,
2012-11,337.787,
2012-12,316.339,
2013-01,337.410,
2013-02,337.515,
2013-03,331.668,
2013-04,325.481,
2013-05,324.876,
2013-06,338.203,
2013-07,319.330,
2013-08,220.052,
2013-09,225.264,
2013-10,220.311,
2013-11,216.172,
2013-12,217.046,
2014-01,213.906,
2014-02,215.890,
2014-03,219.844,
2014-04,216.559,
2014-05,215.669,
2014-06,222.584,
2014-07,214.592,
2014-08,211.645,
2014-09,220.253,
2014-10,211.801,
2014-11,214.134,
2014-12,212.059,Provisional value
