"",BBK01.TS5310O,BBK01.TS5310O_FLAGS
"","Credit (from June 2010, excluding reverse repos with central counterparties) / Euro area / All maturities / German contribution / Index / Seasonally adjusted",
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:20,
1995-01,58.74241,
1995-02,59.20344,
1995-03,59.34425,
1995-04,59.63202,
1995-05,60.04836,
1995-06,60.34164,
1995-07,60.81583,
1995-08,61.27186,
1995-09,61.80349,
1995-10,62.18508,
1995-11,62.66910,
1995-12,62.95441,
1996-01,63.49334,
1996-02,63.90780,
1996-03,64.29593,
1996-04,64.79725,
1996-05,65.06643,
1996-06,65.30893,
1996-07,65.67073,
1996-08,66.02413,
1996-09,66.33972,
1996-10,66.80661,
1996-11,67.37658,
1996-12,67.80079,
1997-01,68.19072,
1997-02,68.64736,
1997-03,69.07126,
1997-04,69.33578,
1997-05,69.77942,
1997-06,70.06196,
1997-07,70.77109,
1997-08,71.29831,
1997-09,71.52860,
1997-10,71.89293,
1997-11,72.22925,
1997-12,72.16824,
1998-01,72.79298,
1998-02,73.18870,
1998-03,73.80839,
1998-04,74.40718,
1998-05,74.78929,
1998-06,75.24806,
1998-07,75.57459,
1998-08,76.00092,
1998-09,76.27715,
1998-10,76.79121,
1998-11,77.33339,
1998-12,78.11078,
1999-01,78.83343,
1999-02,78.99753,
1999-03,79.64425,
1999-04,80.00425,
1999-05,80.80709,
1999-06,81.04883,
1999-07,81.42525,
1999-08,81.74077,
1999-09,82.46802,
1999-10,83.06604,
1999-11,83.47506,
1999-12,83.69667,
2000-01,84.30799,
2000-02,84.55811,
2000-03,85.35898,
2000-04,85.65616,
2000-05,86.08718,
2000-06,85.70779,
2000-07,85.88412,
2000-08,86.32367,
2000-09,86.54181,
2000-10,86.75086,
2000-11,86.94347,
2000-12,87.06258,
2001-01,87.18078,
2001-02,87.49837,
2001-03,87.91182,
2001-04,87.79495,
2001-05,88.08066,
2001-06,87.97242,
2001-07,88.20404,
2001-08,88.26710,
2001-09,88.10572,
2001-10,88.01666,
2001-11,88.20128,
2001-12,88.61631,
2002-01,88.35534,
2002-02,88.37649,
2002-03,88.10293,
2002-04,88.16535,
2002-05,88.40688,
2002-06,88.50089,
2002-07,88.76290,
2002-08,88.89989,
2002-09,89.18716,
2002-10,89.25585,
2002-11,89.26183,
2002-12,89.90636,
2003-01,89.96506,
2003-02,90.09535,
2003-03,90.05635,
2003-04,89.54348,
2003-05,89.87502,
2003-06,90.00822,
2003-07,89.97565,
2003-08,89.79562,
2003-09,90.24410,
2003-10,90.06923,
2003-11,90.55165,
2003-12,90.74664,
2004-01,90.25986,
2004-02,90.80871,
2004-03,91.43756,
2004-04,91.03391,
2004-05,91.06228,
2004-06,91.47217,
2004-07,91.57341,
2004-08,91.56804,
2004-09,91.68255,
2004-10,91.86469,
2004-11,91.84654,
2004-12,91.98384,
2005-01,92.03391,
2005-02,92.07279,
2005-03,92.15935,
2005-04,93.11080,
2005-05,92.87847,
2005-06,92.84734,
2005-07,92.85282,
2005-08,93.16372,
2005-09,93.21908,
2005-10,93.36197,
2005-11,93.28589,
2005-12,93.68353,
2006-01,94.13280,
2006-02,94.23234,
2006-03,94.57589,
2006-04,94.96508,
2006-05,95.28299,
2006-06,95.21629,
2006-07,94.90771,
2006-08,95.02997,
2006-09,95.56988,
2006-10,95.55456,
2006-11,95.69710,
2006-12,95.25219,
2007-01,95.58664,
2007-02,95.53684,
2007-03,95.62626,
2007-04,95.65818,
2007-05,95.73731,
2007-06,95.72674,
2007-07,95.82696,
2007-08,95.92057,
2007-09,96.10057,
2007-10,96.13780,
2007-11,95.86690,
2007-12,96.82525,
2008-01,97.09873,
2008-02,97.04411,
2008-03,98.03439,
2008-04,98.50694,
2008-05,98.65533,
2008-06,98.84800,
2008-07,99.07085,
2008-08,99.95787,
2008-09,99.88348,
2008-10,99.51613,
2008-11,99.45431,
2008-12,100.76660,
2009-01,100.98768,
2009-02,100.92309,
2009-03,100.95562,
2009-04,100.53310,
2009-05,100.99595,
2009-06,102.10057,
2009-07,101.76047,
2009-08,101.13147,
2009-09,101.69455,
2009-10,101.58635,
2009-11,101.28710,
2009-12,101.22902,
2010-01,100.88431,
2010-02,100.71798,
2010-03,100.53881,
2010-04,101.04967,
2010-05,100.62542,
2010-06,101.66817,
2010-07,101.41779,
2010-08,101.56837,
2010-09,101.46766,
2010-10,104.51212,
2010-11,104.90285,
2010-12,104.42226,
2011-01,104.49680,
2011-02,104.27601,
2011-03,103.85823,
2011-04,103.57794,
2011-05,103.19936,
2011-06,103.03356,
2011-07,102.74226,
2011-08,103.03384,
2011-09,103.16665,
2011-10,103.17506,
2011-11,103.20814,
2011-12,103.13920,
2012-01,103.37345,
2012-02,103.44958,
2012-03,103.69797,
2012-04,103.32814,
2012-05,103.20458,
2012-06,104.02588,
2012-07,103.85260,
2012-08,103.98874,
2012-09,104.35613,
2012-10,104.31594,
2012-11,104.32802,
2012-12,104.16766,
2013-01,104.05382,
2013-02,103.99090,
2013-03,104.18076,
2013-04,104.27856,
2013-05,104.17907,
