"",BBK01.CEF201,BBK01.CEF201_FLAGS
"",Currency and deposits                                              debtor: Total           creditor: Non-financial corporations,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-18 14:32:41,
1999-01,232.8,
1999-04,230.8,
1999-07,237.1,
1999-10,237.5,
2000-01,238.1,
2000-04,239.2,
2000-07,236.7,
2000-10,244.8,
2001-01,242.2,
2001-04,239.0,
2001-07,241.4,
2001-10,262.3,
2002-01,236.4,
2002-04,246.0,
2002-07,254.0,
2002-10,274.1,
2003-01,252.5,
2003-04,264.5,
2003-07,266.5,
2003-10,275.8,
2004-01,262.8,
2004-04,269.7,
2004-07,271.0,
2004-10,286.6,
2005-01,277.0,
2005-04,285.5,
2005-07,297.4,
2005-10,310.8,
2006-01,301.4,
2006-04,308.6,
2006-07,311.4,
2006-10,329.5,
2007-01,323.5,
2007-04,320.9,
2007-07,334.8,
2007-10,355.0,
2008-01,329.2,
2008-04,332.2,
2008-07,347.6,
2008-10,359.1,
2009-01,351.7,
2009-04,361.9,
2009-07,380.4,
2009-10,390.5,
2010-01,387.6,
2010-04,369.8,
2010-07,382.7,
2010-10,383.9,
2011-01,372.7,
2011-04,356.2,
2011-07,347.3,
2011-10,380.3,
2012-01,370.2,
2012-04,365.0,
2012-07,378.1,
2012-10,414.3,
2013-01,369.2,
2013-04,357.0,
2013-07,395.2,
2013-10,412.2,
2014-01,373.3,
2014-04,359.5,
2014-07,390.2,
