"",BBFI1.Q.N.DE.W1.S1V.S1.K7A.L.FA.P.F3.L._T.M.N,BBFI1.Q.N.DE.W1.S1V.S1.K7A.L.FA.P.F3.L._T.M.N_FLAGS
"","IIP - Portfolio investment - Debt securities - Long-term original maturity (over 1 year) - Liabilities - Revaluations due to exchange rate changes - resident issuer: Non financial corporations, households and NPISH - all countries",
unit,EUR (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-30 16:07:27,
2013-01,322,
2013-04,-221,
2013-07,-314,
2013-10,-121,
2014-01,-2,
2014-04,56,
2014-07,540,
