"",BBK01.PC3339,BBK01.PC3339_FLAGS
"",Lending to financial institutions (excluding MFIs) and insurance / Building and loan asscociations,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-16 10:32:23,
1999-01,0.014,
1999-04,0.008,
1999-07,0.020,
1999-10,0.048,
2000-01,0.008,
2000-04,0.007,
2000-07,0.019,
2000-10,0.013,
2001-01,0.046,
2001-04,0.053,
2001-07,0.042,
2001-10,0.017,
2002-01,0.021,
2002-04,0.027,
2002-07,0.019,
2002-10,0.014,
2003-01,0.030,
2003-04,0.011,
2003-07,0.011,
2003-10,0.007,
2004-01,0.003,
2004-04,0.007,
2004-07,0.007,
2004-10,0.034,
2005-01,0.015,
2005-04,0.014,
2005-07,0.032,
2005-10,0.031,
2006-01,0.038,
2006-04,0.035,
2006-07,0.032,
2006-10,0.053,
2007-01,0.056,
2007-04,0.053,
2007-07,0.053,
2007-10,0.051,
2008-01,0.061,
2008-04,0.056,
2008-07,0.057,
2008-10,0.056,
2009-01,0.053,
2009-04,0.052,
2009-07,0.054,
2009-10,0.063,
2010-01,0.063,
2010-04,0.068,
2010-07,0.060,
2010-10,0.056,
2011-01,0.066,
2011-04,0.062,
2011-07,0.061,
2011-10,0.068,
2012-01,0.068,
2012-04,0.187,
2012-07,0.203,
2012-10,0.191,
2013-01,0.354,
2013-04,0.349,
2013-07,0.352,
2013-10,0.353,
2014-01,0.368,
2014-04,0.396,
2014-07,0.394,
2014-10,0.383,
