"",BBK01.QUY141,BBK01.QUY141_FLAGS
"",Consolidated German banks: Loans and advances to non- residents with a residual maturity of up to one year / New Zealand / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:40:44,
2002-03,2.552,
2002-04,1.685,
2002-05,1.711,
2002-06,2.372,
2002-07,1.508,
2002-08,2.801,
2002-09,1.962,
2002-10,1.732,
2002-11,0.907,
2002-12,1.010,
2003-01,0.909,
2003-02,1.513,
2003-03,0.539,
2003-04,1.408,
2003-05,1.477,
2003-06,1.865,
2003-07,1.322,
2003-08,1.815,
2003-09,1.684,
2003-10,3.321,
2003-11,4.009,
2003-12,2.042,
2004-01,1.944,
2004-02,3.426,
2004-03,4.513,
2004-04,4.452,
2004-05,4.471,
2004-06,2.475,
2004-07,4.808,
2004-08,5.443,
2004-09,5.523,
2004-10,5.034,
2004-11,5.041,
2004-12,2.032,
2005-01,2.082,
2005-02,2.442,
2005-03,1.768,
2005-04,1.725,
2005-05,1.547,
2005-06,1.604,
2005-07,1.725,
2005-08,2.235,
2005-09,2.037,
2005-10,1.813,
2005-11,2.113,
2005-12,1.269,
2006-01,1.064,
2006-02,1.536,
2006-03,1.088,
2006-04,1.056,
2006-05,2.179,
2006-06,1.935,
2006-07,2.314,
2006-08,1.239,
2006-09,1.481,
2006-10,3.279,
2006-11,2.282,
2006-12,3.590,
2007-01,3.196,
2007-02,3.979,
2007-03,1.397,
2007-04,1.321,
2007-05,1.233,
2007-06,1.475,
2007-07,4.854,
2007-08,2.903,
2007-09,4.541,
2007-10,2.507,
2007-11,1.569,
2007-12,2.199,
2008-01,2.659,
2008-02,2.241,
2008-03,2.058,
2008-04,3.225,
2008-05,2.266,
2008-06,2.277,
2008-07,2.231,
2008-08,2.230,
2008-09,1.322,
2008-10,1.472,
2008-11,2.811,
2008-12,2.919,
2009-01,3.272,
2009-02,3.151,
2009-03,2.436,
2009-04,1.665,
2009-05,2.392,
2009-06,1.337,
2009-07,3.657,
2009-08,3.946,
2009-09,2.038,
2009-10,1.834,
2009-11,3.214,
2009-12,5.753,
2010-01,5.877,
2010-02,6.334,
2010-03,4.409,
2010-04,5.939,
2010-05,4.786,
2010-06,4.560,
2010-07,3.009,
2010-08,3.134,
2010-09,3.398,
2010-10,3.586,
2010-11,3.862,
2010-12,2.576,
2011-01,4.040,
2011-02,3.792,
2011-03,3.780,
2011-04,3.650,
2011-05,3.590,
2011-06,3.732,
2011-07,4.371,
2011-08,3.838,
2011-09,3.784,
2011-10,3.675,
2011-11,3.635,
2011-12,4.077,
2012-01,4.065,
2012-02,3.613,
2012-03,4.477,
2012-04,4.611,
2012-05,3.317,
2012-06,2.495,
2012-07,2.740,
2012-08,2.596,
2012-09,2.324,
2012-10,1.632,
2012-11,2.752,
2012-12,2.379,
2013-01,2.504,
2013-02,2.702,
2013-03,2.066,
2013-04,1.941,
2013-05,1.916,
2013-06,2.669,
2013-07,1.716,
2013-08,1.649,
2013-09,0.971,
2013-10,1.016,
2013-11,0.633,
2013-12,0.085,
2014-01,0.242,
2014-02,0.288,
2014-03,0.044,
2014-04,0.273,
2014-05,0.096,
2014-06,0.402,
2014-07,0.392,
2014-08,0.654,
2014-09,0.499,
2014-10,0.260,
