"",BBK01.OEHB17H,BBK01.OEHB17H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:26:16,
2002-01,42.448,
2002-04,42.703,
2002-07,43.100,
2002-10,43.378,
2003-01,43.235,
2003-04,43.635,
2003-07,44.267,
2003-10,44.566,
2004-01,44.256,
2004-04,44.356,
2004-07,44.651,
2004-10,44.782,
2005-01,44.479,
2005-04,44.724,
2005-07,45.161,
2005-10,45.332,
2006-01,45.032,
2006-04,45.217,
2006-07,45.270,
2006-10,45.165,
2007-01,44.555,
2007-04,44.213,
2007-07,43.964,
2007-10,43.791,
2008-01,43.357,
2008-04,43.421,
2008-07,43.563,
2008-10,43.633,
2009-01,43.356,
2009-04,43.396,
2009-07,43.611,
2009-10,43.901,
2010-01,43.724,
2010-04,44.096,
2010-07,44.619,
2010-10,44.943,
2011-01,44.803,
2011-04,45.189,
2011-07,45.598,
2011-10,45.665,
2012-01,45.647,
2012-04,46.056,
2012-07,46.677,
2012-10,47.188,
2013-01,47.380,
2013-04,47.910,
2013-07,48.533,
2013-10,48.747,
2014-01,48.679,
2014-04,49.086,
2014-07,49.678,
