"",BBK01.OEAH33L,BBK01.OEAH33L_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:15,
2002-01,90.952,
2002-04,90.544,
2002-07,90.345,
2002-10,90.969,
2003-01,91.171,
2003-04,90.487,
2003-07,93.329,
2003-10,92.892,
2004-01,93.669,
2004-04,95.194,
2004-07,95.664,
2004-10,95.488,
2005-01,96.593,
2005-04,95.433,
2005-07,96.450,
2005-10,96.482,
2006-01,100.354,
2006-04,100.456,
2006-07,99.869,
2006-10,98.629,
2007-01,97.584,
2007-04,97.543,
2007-07,99.792,
2007-10,99.755,
2008-01,100.119,
2008-04,99.450,
2008-07,107.830,
2008-10,119.751,
2009-01,119.925,
2009-04,119.734,
2009-07,110.350,
2009-10,109.211,
2010-01,107.051,
2010-04,107.237,
2010-07,111.102,
2010-10,133.226,
2011-01,131.033,
2011-04,128.224,
2011-07,127.051,
2011-10,125.299,
2012-01,122.242,
2012-04,118.305,
2012-07,115.853,
2012-10,112.494,
2013-01,110.527,
2013-04,110.232,
2013-07,109.189,
2013-10,106.659,
2014-01,105.164,
2014-04,103.554,
2014-07,102.050,
