"",BBK01.WX0036,BBK01.WX0036_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 14.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:07,
2008-12,5.21,
2009-01,5.22,
2009-02,5.23,
2009-03,5.24,
2009-04,5.24,
2009-05,5.25,
2009-06,5.24,
2009-07,5.24,
2009-08,5.23,
2009-09,5.23,Corrected value
2009-10,5.22,Corrected value
2009-11,5.21,Corrected value
2009-12,5.20,
2010-01,5.20,
2010-02,5.19,
2010-03,5.18,
2010-04,5.18,
2010-05,5.17,
2010-06,5.17,
2010-07,5.16,
2010-08,5.14,
2010-09,5.13,
2010-10,5.12,
2010-11,5.11,
2010-12,5.11,
2011-01,5.11,
2011-02,5.10,
2011-03,5.10,
2011-04,5.10,
2011-05,5.09,
2011-06,5.09,
2011-07,5.09,
2011-08,5.09,
2011-09,5.09,
2011-10,5.09,
2011-11,5.09,
2011-12,5.10,
2012-01,5.09,
2012-02,5.09,
2012-03,5.08,
2012-04,5.08,
2012-05,5.06,
2012-06,5.06,
2012-07,5.05,
2012-08,5.04,
2012-09,5.03,
2012-10,5.02,
2012-11,5.00,
2012-12,4.99,
2013-01,4.98,
2013-02,4.97,
2013-03,4.96,
2013-04,4.93,
2013-05,4.92,
2013-06,4.90,
2013-07,4.88,
2013-08,4.87,
2013-09,4.86,
2013-10,4.85,
2013-11,4.84,
2013-12,4.83,
2014-01,4.81,
2014-02,4.80,
2014-03,4.78,
2014-04,4.76,
2014-05,4.74,
2014-06,4.71,
2014-07,4.68,
2014-08,4.64,
2014-09,4.61,
2014-10,4.57,
2014-11,4.52,
2014-12,4.48,
2015-01,4.43,
