"",BBK01.OEAH37V,BBK01.OEAH37V_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:31:59,
2002-01,0.019,
2002-04,0.018,
2002-07,0.016,
2002-10,0.015,
2003-01,0.013,
2003-04,0.013,
2003-07,0.012,
2003-10,0.010,
2004-01,0.011,
2004-04,0.012,
2004-07,0.010,
2004-10,0.009,
2005-01,0.008,
2005-04,0.008,
2005-07,0.009,
2005-10,0.009,
2006-01,0.010,
2006-04,0.013,
2006-07,0.016,
2006-10,0.018,
2007-01,0.017,
2007-04,0.020,
2007-07,0.019,
2007-10,0.029,
2008-01,0.021,
2008-04,0.019,
2008-07,0.022,
2008-10,0.040,
2009-01,0.023,
2009-04,0.023,
2009-07,0.017,
2009-10,0.038,
2010-01,0.024,
2010-04,0.026,
2010-07,0.044,
2010-10,0.038,
2011-01,0.027,
2011-04,0.026,
2011-07,0.025,
2011-10,0.024,
2012-01,0.020,
2012-04,0.018,
2012-07,0.020,
2012-10,0.019,
2013-01,0.019,
2013-04,0.015,
2013-07,0.010,
2013-10,0.012,
2014-01,0.012,
2014-04,0.013,
2014-07,0.013,
