"",BBK01.DU7516,BBK01.DU7516_FLAGS
"","Pay rates, production sector (incl. construction), on an hourly basis, Germany",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-11 13:06:09,
1991-01,45.2,
1991-02,45.3,
1991-03,45.3,
1991-04,48.3,
1991-05,48.5,
1991-06,47.7,
1991-07,69.7,
1991-08,48.3,
1991-09,48.4,
1991-10,48.6,
1991-11,78.2,
1991-12,48.9,
1992-01,49.4,
1992-02,49.5,
1992-03,49.5,
1992-04,53.9,
1992-05,54.1,
1992-06,54.1,
1992-07,79.7,
1992-08,54.7,
1992-09,54.7,
1992-10,54.9,
1992-11,91.9,
1992-12,55.0,
1993-01,55.4,
1993-02,55.7,
1993-03,55.7,
1993-04,57.7,
1993-05,57.8,
1993-06,58.8,
1993-07,87.0,
1993-08,58.9,
1993-09,59.0,
1993-10,59.2,
1993-11,100.5,
1993-12,59.4,
1994-01,59.6,
1994-02,59.8,
1994-03,59.6,
1994-04,60.1,
1994-05,60.3,
1994-06,60.8,
1994-07,88.2,
1994-08,61.4,
1994-09,61.6,
1994-10,61.6,
1994-11,101.9,
1994-12,61.7,
1995-01,63.0,
1995-02,63.3,
1995-03,63.8,
1995-04,64.4,
1995-05,64.4,
1995-06,64.2,
1995-07,94.4,
1995-08,64.5,
1995-09,64.5,
1995-10,65.3,
1995-11,110.8,
1995-12,66.2,
1996-01,66.3,
1996-02,66.4,
1996-03,66.4,
1996-04,66.7,
1996-05,66.8,
1996-06,66.9,
1996-07,99.2,
1996-08,67.3,
1996-09,67.4,
1996-10,67.6,
1996-11,113.1,
1996-12,67.6,
1997-01,68.3,
1997-02,68.3,
1997-03,68.3,
1997-04,68.3,
1997-05,68.5,
1997-06,68.4,
1997-07,101.2,
1997-08,68.4,
1997-09,68.4,
1997-10,68.6,
1997-11,112.9,
1997-12,68.7,
1998-01,68.7,
1998-02,68.7,
1998-03,68.9,
1998-04,69.9,
1998-05,70.2,
1998-06,69.9,
1998-07,103.6,
1998-08,70.0,
1998-09,70.1,
1998-10,70.1,
1998-11,115.4,
1998-12,70.2,
1999-01,71.6,
1999-02,71.6,
1999-03,71.5,
1999-04,72.0,
1999-05,72.7,
1999-06,72.4,
1999-07,106.5,
1999-08,72.4,
1999-09,72.4,
1999-10,72.4,
1999-11,117.3,
1999-12,72.5,
2000-01,72.5,
2000-02,72.5,
2000-03,73.5,
2000-04,73.8,
2000-05,73.9,
2000-06,73.7,
2000-07,109.0,
2000-08,73.8,
2000-09,73.9,
2000-10,73.9,
2000-11,120.0,
2000-12,74.2,
2001-01,74.1,
2001-02,74.0,
2001-03,74.0,
2001-04,74.2,
2001-05,75.6,
2001-06,75.0,
2001-07,111.4,
2001-08,75.2,
2001-09,75.3,
2001-10,75.3,
2001-11,122.8,
2001-12,75.4,
2002-01,75.4,
2002-02,75.4,
2002-03,75.6,
2002-04,75.8,
2002-05,78.7,
2002-06,77.5,
2002-07,116.5,
2002-08,77.2,
2002-09,77.3,
2002-10,77.6,
2002-11,126.7,
2002-12,77.7,
2003-01,77.7,
2003-02,77.7,
2003-03,77.7,
2003-04,79.3,
2003-05,79.1,
2003-06,79.4,
2003-07,117.5,
2003-08,79.2,
2003-09,80.5,
2003-10,79.3,
2003-11,129.5,
2003-12,79.4,
2004-01,79.4,
2004-02,79.5,
2004-03,81.3,
2004-04,80.0,
2004-05,81.0,
2004-06,80.1,
2004-07,119.4,
2004-08,80.3,
2004-09,80.3,
2004-10,82.4,
2004-11,131.4,
2004-12,80.3,
2005-01,80.4,
2005-02,80.5,
2005-03,83.2,
2005-04,81.2,
2005-05,81.4,
2005-06,81.4,
2005-07,121.1,
2005-08,81.7,
2005-09,81.6,
2005-10,83.1,
2005-11,133.4,
2005-12,81.8,
2006-01,81.5,
2006-02,83.9,
2006-03,83.3,
2006-04,83.2,
2006-05,83.9,
2006-06,82.8,
2006-07,124.0,
2006-08,82.7,
2006-09,82.5,
2006-10,83.0,
2006-11,135.4,
2006-12,86.7,
2007-01,82.9,
2007-02,82.7,
2007-03,82.8,
2007-04,82.9,
2007-05,90.5,
2007-06,85.9,
2007-07,126.7,
2007-08,85.1,
2007-09,85.2,
2007-10,85.2,
2007-11,139.3,
2007-12,86.5,
2008-01,85.3,
2008-02,85.6,
2008-03,85.6,
2008-04,86.1,
2008-05,87.8,
2008-06,87.2,
2008-07,129.3,
2008-08,88.7,
2008-09,87.4,
2008-10,87.4,
2008-11,143.0,
2008-12,97.0,
2009-01,87.5,
2009-02,88.2,
2009-03,88.3,
2009-04,88.4,
2009-05,91.3,
2009-06,89.8,
2009-07,132.5,
2009-08,90.0,
2009-09,92.5,
2009-10,90.4,
2009-11,147.5,
2009-12,91.4,
2010-01,90.4,
2010-02,90.7,
2010-03,90.3,
2010-04,90.7,
2010-05,94.0,
2010-06,93.5,
2010-07,133.6,
2010-08,90.9,
2010-09,91.0,
2010-10,91.0,
2010-11,148.9,
2010-12,94.9,
2011-01,91.2,
2011-02,91.3,
2011-03,91.3,
2011-04,92.5,
2011-05,94.7,
2011-06,93.1,
2011-07,137.0,
2011-08,93.3,
2011-09,93.7,
2011-10,93.5,
2011-11,152.6,
2011-12,94.9,
2012-01,93.7,
2012-02,93.8,
2012-03,93.8,
2012-04,93.9,
2012-05,99.8,
2012-06,95.9,
2012-07,140.9,
2012-08,96.6,
2012-09,96.7,
2012-10,96.7,
2012-11,157.9,
2012-12,98.3,
2013-01,96.9,
2013-02,96.9,
2013-03,97.3,
2013-04,97.1,
2013-05,101.7,
2013-06,97.7,
2013-07,145.2,
2013-08,99.6,
2013-09,99.5,
2013-10,99.5,
2013-11,162.9,
2013-12,101.2,
2014-01,99.8,
2014-02,100.0,
2014-03,100.3,
2014-04,100.3,
2014-05,104.8,
2014-06,102.0,
2014-07,148.6,
2014-08,102.1,
2014-09,102.2,
2014-10,102.2,
2014-11,167.0,
2014-12,103.6,
