"",BBK01.CEB30N,BBK01.CEB30N_FLAGS
"",Securities other than shares debtor: All sectors                    creditor: Rest of the world,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-07-24 15:17:47,
1991-01,103.4,
1991-04,109.8,
1991-07,120.0,
1991-10,137.7,
1992-01,144.6,
1992-04,144.8,
1992-07,172.4,
1992-10,211.8,
1993-01,259.7,
1993-04,282.0,
1993-07,307.2,
1993-10,338.8,
1994-01,323.3,
1994-04,296.2,
1994-07,293.6,
1994-10,309.8,
1995-01,321.0,
1995-04,344.5,
1995-07,357.2,
1995-10,384.8,
1996-01,393.8,
1996-04,395.4,
1996-07,421.1,
1996-10,447.7,
1997-01,471.6,
1997-04,488.8,
1997-07,501.6,
1997-10,519.1,
1998-01,550.3,
1998-04,559.6,
1998-07,613.9,
1998-10,627.2,
1999-01,658.0,
1999-04,664.1,
1999-07,683.1,
1999-10,705.0,
2000-01,702.1,
2000-04,756.8,
2000-07,772.0,
2000-10,797.9,
2001-01,873.5,
2001-04,818.0,
2001-07,927.2,
2001-10,872.6,
2002-01,875.1,
2002-04,931.3,
2002-07,1007.0,
2002-10,1037.9,
2003-01,1097.2,
2003-04,1121.8,
2003-07,1080.0,
2003-10,1085.1,
2004-01,1158.3,
2004-04,1148.6,
2004-07,1207.1,
2004-10,1235.7,
2005-01,1293.1,
2005-04,1406.4,
2005-07,1418.3,
2005-10,1414.7,
2006-01,1703.5,
2006-04,1685.3,
2006-07,1708.6,
2006-10,1725.0,
2007-01,1735.1,
2007-04,1721.0,
2007-07,1727.4,
2007-10,1770.7,
2008-01,1815.5,
2008-04,1777.7,
2008-07,1843.2,
2008-10,1904.3,
2009-01,1890.9,
2009-04,1911.1,
2009-07,1916.3,
2009-10,1923.8,
2010-01,1980.9,
2010-04,2017.9,
2010-07,2033.3,
2010-10,1989.0,
2011-01,1955.2,
2011-04,2000.7,
2011-07,2120.2,
2011-10,2097.8,
2012-01,2123.6,
2012-04,2169.5,
2012-07,2162.8,
2012-10,2177.2,
2013-01,2178.4,
2013-04,2120.9,
2013-07,2057.8,
2013-10,2039.4,
2014-01,2062.2,
