"",BBDE1.M.DE.Y.AEB1.N2C140000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C140000.F.V.I10.A_FLAGS
"",Orders received from the domestic market / At current prices / Germany / 14 Manufacture of wearing apparel / Calendar and seasonally adjuste,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:42,
1991-01,276.9,
1991-02,277.9,
1991-03,314.3,
1991-04,304.1,
1991-05,290.1,
1991-06,334.2,
1991-07,264.4,
1991-08,273.3,
1991-09,289.0,
1991-10,290.6,
1991-11,318.9,
1991-12,303.9,
1992-01,274.6,
1992-02,290.8,
1992-03,274.9,
1992-04,264.1,
1992-05,267.8,
1992-06,271.9,
1992-07,250.0,
1992-08,261.3,
1992-09,275.8,
1992-10,276.1,
1992-11,272.8,
1992-12,266.1,
1993-01,270.3,
1993-02,262.2,
1993-03,273.6,
1993-04,266.1,
1993-05,267.9,
1993-06,261.3,
1993-07,269.7,
1993-08,278.8,
1993-09,270.4,
1993-10,255.3,
1993-11,261.0,
1993-12,261.1,
1994-01,258.5,
1994-02,258.4,
1994-03,245.8,
1994-04,255.5,
1994-05,245.0,
1994-06,227.9,
1994-07,243.4,
1994-08,244.6,
1994-09,234.8,
1994-10,230.0,
1994-11,224.4,
1994-12,226.3,
1995-01,241.2,
1995-02,233.8,
1995-03,226.3,
1995-04,229.8,
1995-05,235.3,
1995-06,228.8,
1995-07,226.0,
1995-08,217.9,
1995-09,226.3,
1995-10,229.3,
1995-11,211.1,
1995-12,206.2,
1996-01,228.8,
1996-02,208.2,
1996-03,222.9,
1996-04,234.4,
1996-05,216.1,
1996-06,218.7,
1996-07,204.2,
1996-08,215.8,
1996-09,220.3,
1996-10,225.1,
1996-11,229.8,
1996-12,215.3,
1997-01,213.6,
1997-02,220.6,
1997-03,227.0,
1997-04,216.7,
1997-05,195.8,
1997-06,207.2,
1997-07,208.0,
1997-08,217.0,
1997-09,208.4,
1997-10,208.7,
1997-11,202.4,
1997-12,202.2,
1998-01,193.3,
1998-02,222.6,
1998-03,208.3,
1998-04,215.2,
1998-05,202.6,
1998-06,220.1,
1998-07,223.3,
1998-08,210.3,
1998-09,209.8,
1998-10,194.6,
1998-11,201.1,
1998-12,199.6,
1999-01,204.5,
1999-02,202.5,
1999-03,205.7,
1999-04,202.1,
1999-05,193.8,
1999-06,198.4,
1999-07,205.8,
1999-08,198.2,
1999-09,196.5,
1999-10,208.6,
1999-11,205.4,
1999-12,206.5,
2000-01,183.7,
2000-02,196.3,
2000-03,190.4,
2000-04,183.3,
2000-05,204.3,
2000-06,194.8,
2000-07,181.3,
2000-08,197.8,
2000-09,197.7,
2000-10,182.5,
2000-11,182.9,
2000-12,182.3,
2001-01,195.3,
2001-02,195.1,
2001-03,190.7,
2001-04,173.6,
2001-05,184.4,
2001-06,192.1,
2001-07,185.9,
2001-08,191.9,
2001-09,180.5,
2001-10,169.9,
2001-11,180.2,
2001-12,188.7,
2002-01,174.8,
2002-02,171.6,
2002-03,170.9,
2002-04,163.2,
2002-05,161.0,
2002-06,161.1,
2002-07,152.3,
2002-08,152.1,
2002-09,159.2,
2002-10,174.2,
2002-11,151.3,
2002-12,154.6,
2003-01,169.5,
2003-02,159.5,
2003-03,151.7,
2003-04,158.0,
2003-05,156.4,
2003-06,160.0,
2003-07,148.5,
2003-08,155.4,
2003-09,153.1,
2003-10,150.9,
2003-11,154.3,
2003-12,153.4,
2004-01,148.0,
2004-02,147.2,
2004-03,151.8,
2004-04,150.4,
2004-05,145.1,
2004-06,147.8,
2004-07,146.6,
2004-08,146.2,
2004-09,139.7,
2004-10,137.1,
2004-11,135.7,
2004-12,138.5,
2005-01,157.2,
2005-02,146.0,
2005-03,151.6,
2005-04,150.7,
2005-05,153.7,
2005-06,143.6,
2005-07,153.3,
2005-08,152.3,
2005-09,132.0,
2005-10,145.4,
2005-11,146.8,
2005-12,148.5,
2006-01,137.1,
2006-02,154.2,
2006-03,145.9,
2006-04,148.3,
2006-05,159.0,
2006-06,137.3,
2006-07,147.0,
2006-08,148.7,
2006-09,138.9,
2006-10,146.9,
2006-11,140.9,
2006-12,139.6,
2007-01,141.4,
2007-02,143.7,
2007-03,139.7,
2007-04,142.1,
2007-05,141.8,
2007-06,139.5,
2007-07,143.6,
2007-08,137.7,
2007-09,136.0,
2007-10,144.4,
2007-11,141.9,
2007-12,138.6,
2008-01,132.6,
2008-02,131.2,
2008-03,121.2,
2008-04,121.6,
2008-05,121.9,
2008-06,127.1,
2008-07,130.2,
2008-08,124.3,
2008-09,124.1,
2008-10,119.9,
2008-11,127.8,
2008-12,133.9,
2009-01,102.9,
2009-02,97.5,
2009-03,93.6,
2009-04,96.3,
2009-05,99.9,
2009-06,107.2,
2009-07,100.5,
2009-08,100.5,
2009-09,100.8,
2009-10,99.8,
2009-11,91.5,
2009-12,102.5,
2010-01,98.0,
2010-02,96.0,
2010-03,104.2,
2010-04,98.1,
2010-05,93.5,
2010-06,99.1,
2010-07,99.1,
2010-08,96.1,
2010-09,96.9,
2010-10,102.1,
2010-11,110.6,
2010-12,108.5,
2011-01,108.2,
2011-02,109.0,
2011-03,99.0,
2011-04,109.2,
2011-05,114.1,
2011-06,98.7,
2011-07,113.7,
2011-08,105.0,
2011-09,97.1,
2011-10,110.7,
2011-11,99.8,
2011-12,88.9,
2012-01,98.5,
2012-02,103.5,
2012-03,97.1,
2012-04,95.1,
2012-05,109.7,
2012-06,98.9,
2012-07,101.6,
2012-08,103.3,
2012-09,98.5,
2012-10,114.1,
2012-11,94.0,
2012-12,98.5,
2013-01,100.0,
2013-02,97.9,
2013-03,94.8,
2013-04,96.2,
2013-05,99.2,
2013-06,99.7,
2013-07,108.7,
2013-08,97.7,
2013-09,104.0,
2013-10,101.4,
2013-11,102.8,
2013-12,103.7,
2014-01,106.3,
2014-02,104.7,
2014-03,105.2,
2014-04,108.3,
2014-05,107.2,
2014-06,106.9,
2014-07,99.8,
2014-08,104.1,
2014-09,99.7,
2014-10,102.1,
2014-11,100.3,
2014-12,109.8,Provisional value
