"",BBK01.OEAA31Q,BBK01.OEAA31Q_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:19:21,
2002-01,17.652,
2002-04,17.581,
2002-07,17.009,
2002-10,16.985,
2003-01,16.795,
2003-04,19.102,
2003-07,19.011,
2003-10,19.000,
2004-01,18.778,
2004-04,16.407,
2004-07,16.227,
2004-10,16.163,
2005-01,15.913,
2005-04,15.927,
2005-07,15.889,
2005-10,15.721,
2006-01,15.584,
2006-04,15.971,
2006-07,15.496,
2006-10,15.313,
2007-01,15.542,
2007-04,14.385,
2007-07,12.745,
2007-10,12.697,
2008-01,12.617,
2008-04,12.592,
2008-07,12.662,
2008-10,12.656,
2009-01,12.554,
2009-04,12.931,
2009-07,12.994,
2009-10,13.268,
2010-01,13.246,
2010-04,13.452,
2010-07,13.708,
2010-10,13.688,
2011-01,13.499,
2011-04,13.497,
2011-07,13.394,
2011-10,13.885,
2012-01,13.882,
2012-04,14.353,
2012-07,14.381,
2012-10,14.424,
2013-01,14.417,
2013-04,14.343,
2013-07,14.392,
2013-10,14.437,
2014-01,14.425,
2014-04,14.444,
2014-07,14.500,
