"",BBK01.RU5827,BBK01.RU5827_FLAGS
"","Banks in Germany: Liabilities to non-residents, total / Malaysia / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:25:51,
1982-06,0.302,
1982-07,0.302,
1982-08,0.335,
1982-09,0.340,
1982-10,0.342,
1982-11,0.334,
1982-12,0.348,
1983-01,0.383,
1983-02,0.362,
1983-03,0.365,
1983-04,0.370,
1983-05,0.376,
1983-06,0.366,
1983-07,0.360,
1983-08,0.390,
1983-09,0.364,
1983-10,0.338,
1983-11,0.362,
1983-12,0.328,
1984-01,0.348,
1984-02,0.308,
1984-03,0.301,
1984-04,0.291,
1984-05,0.306,
1984-06,0.298,
1984-07,0.287,
1984-08,0.295,
1984-09,0.306,
1984-10,0.298,
1984-11,0.296,
1984-12,0.289,
1985-01,0.290,
1985-02,0.305,
1985-03,0.288,
1985-04,0.291,
1985-05,0.276,
1985-06,0.294,
1985-07,0.285,
1985-08,0.322,
1985-09,0.278,
1985-10,0.273,
1985-11,0.252,
1985-12,0.242,
1986-01,0.275,
1986-02,0.247,
1986-03,0.253,
1986-04,0.235,
1986-05,0.221,
1986-06,0.235,
1986-07,0.236,
1986-08,0.256,
1986-09,0.237,
1986-10,0.246,
1986-11,0.210,
1986-12,0.219,
1987-01,0.233,
1987-02,0.232,
1987-03,0.227,
1987-04,0.244,
1987-05,0.232,
1987-06,0.233,
1987-07,0.225,
1987-08,0.225,
1987-09,0.221,
1987-10,0.238,
1987-11,0.201,
1987-12,0.183,
1988-01,0.182,
1988-02,0.173,
1988-03,0.162,
1988-04,0.224,
1988-05,0.160,
1988-06,0.189,
1988-07,0.193,
1988-08,0.206,
1988-09,0.198,
1988-10,0.213,
1988-11,0.173,
1988-12,0.170,
1989-01,0.206,
1989-02,0.183,
1989-03,0.183,
1989-04,0.257,
1989-05,0.174,
1989-06,0.260,
1989-07,0.259,
1989-08,0.289,
1989-09,0.310,
1989-10,0.288,
1989-11,0.204,
1989-12,0.284,
1990-01,0.215,
1990-02,0.178,
1990-03,0.245,
1990-04,0.274,
1990-05,0.329,
1990-06,0.318,
1990-07,0.264,
1990-08,0.195,
1990-09,0.198,
1990-10,0.251,
1990-11,0.197,
1990-12,0.168,
1991-01,0.214,
1991-02,0.223,
1991-03,0.154,
1991-04,0.140,
1991-05,0.131,
1991-06,0.166,
1991-07,0.222,
1991-08,0.256,
1991-09,0.160,
1991-10,0.142,
1991-11,0.199,
1991-12,0.133,
1992-01,0.084,
1992-02,0.071,
1992-03,0.105,
1992-04,0.121,
1992-05,0.463,
1992-06,0.050,
1992-07,0.063,
1992-08,0.294,
1992-09,0.214,
1992-10,0.127,
1992-11,0.044,
1992-12,0.169,
1993-01,0.052,
1993-02,0.035,
1993-03,0.058,
1993-04,0.071,
1993-05,0.040,
1993-06,0.085,
1993-07,0.052,
1993-08,0.043,
1993-09,0.059,
1993-10,0.071,
1993-11,0.069,
1993-12,0.048,
1994-01,0.578,
1994-02,0.664,
1994-03,0.688,
1994-04,0.572,
1994-05,0.654,
1994-06,0.446,
1994-07,0.183,
1994-08,0.063,
1994-09,0.037,
1994-10,0.089,
1994-11,0.043,
1994-12,0.041,
1995-01,0.041,
1995-02,0.108,
1995-03,0.094,
1995-04,0.149,
1995-05,0.107,
1995-06,0.104,
1995-07,0.108,
1995-08,0.107,
1995-09,0.161,
1995-10,0.152,
