"",BBDE1.M.DE.Y.AEB1.N2C280000.F.C.I10.A,BBDE1.M.DE.Y.AEB1.N2C280000.F.C.I10.A_FLAGS
"",Orders received from the domestic market / At constant prices / Germany / 28 Manufacture of machinery and equipment n.e.c. / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:18:10,
1991-01,125.3,
1991-02,122.8,
1991-03,122.1,
1991-04,118.9,
1991-05,116.9,
1991-06,120.9,
1991-07,117.5,
1991-08,116.8,
1991-09,115.5,
1991-10,116.1,
1991-11,122.3,
1991-12,120.3,
1992-01,117.7,
1992-02,117.8,
1992-03,118.0,
1992-04,114.4,
1992-05,114.6,
1992-06,110.1,
1992-07,104.7,
1992-08,108.2,
1992-09,107.3,
1992-10,101.1,
1992-11,100.2,
1992-12,105.2,
1993-01,99.9,
1993-02,99.5,
1993-03,93.7,
1993-04,94.4,
1993-05,99.9,
1993-06,95.4,
1993-07,97.6,
1993-08,91.2,
1993-09,94.6,
1993-10,94.3,
1993-11,94.7,
1993-12,95.2,
1994-01,90.9,
1994-02,92.3,
1994-03,98.6,
1994-04,97.0,
1994-05,99.3,
1994-06,102.9,
1994-07,104.2,
1994-08,102.2,
1994-09,105.1,
1994-10,109.7,
1994-11,105.9,
1994-12,111.0,
1995-01,103.5,
1995-02,105.6,
1995-03,109.5,
1995-04,106.8,
1995-05,106.8,
1995-06,101.0,
1995-07,103.9,
1995-08,102.2,
1995-09,106.5,
1995-10,100.5,
1995-11,98.1,
1995-12,100.1,
1996-01,97.3,
1996-02,96.1,
1996-03,98.7,
1996-04,100.5,
1996-05,93.5,
1996-06,97.3,
1996-07,95.8,
1996-08,95.6,
1996-09,102.8,
1996-10,98.3,
1996-11,95.3,
1996-12,94.3,
1997-01,96.6,
1997-02,96.5,
1997-03,99.5,
1997-04,100.0,
1997-05,92.7,
1997-06,100.8,
1997-07,101.0,
1997-08,99.8,
1997-09,102.8,
1997-10,102.7,
1997-11,103.8,
1997-12,101.8,
1998-01,107.8,
1998-02,103.2,
1998-03,110.9,
1998-04,106.0,
1998-05,108.3,
1998-06,110.9,
1998-07,105.7,
1998-08,105.2,
1998-09,102.7,
1998-10,104.1,
1998-11,107.3,
1998-12,104.6,
1999-01,104.2,
1999-02,99.8,
1999-03,102.1,
1999-04,100.8,
1999-05,101.5,
1999-06,104.1,
1999-07,103.8,
1999-08,102.8,
1999-09,105.5,
1999-10,103.6,
1999-11,106.8,
1999-12,103.9,
2000-01,107.1,
2000-02,109.1,
2000-03,108.7,
2000-04,118.9,
2000-05,112.3,
2000-06,111.2,
2000-07,116.5,
2000-08,115.7,
2000-09,115.1,
2000-10,112.9,
2000-11,114.1,
2000-12,115.0,
2001-01,114.5,
2001-02,117.6,
