"",BBK01.OUC149,BBK01.OUC149_FLAGS
"",Domestic securities / Corporate debt securities (non-MFIs) / Big banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:50:30,
1965-01,0.211,
1965-02,0.214,
1965-03,0.233,
1965-04,0.206,
1965-05,0.189,
1965-06,0.202,
1965-07,0.199,
1965-08,0.194,
1965-09,0.190,
1965-10,0.191,
1965-11,0.200,
1965-12,0.174,
1966-01,0.178,
1966-02,0.189,
1966-03,0.183,
1966-04,0.188,
1966-05,0.172,
1966-06,0.171,
1966-07,0.181,
1966-08,0.178,
1966-09,0.189,
1966-10,0.173,
1966-11,0.203,
1966-12,0.212,
1967-01,0.203,
1967-02,0.235,
1967-03,0.244,
1967-04,0.209,
1967-05,0.211,
1967-06,0.220,
1967-07,0.211,
1967-08,0.225,
1967-09,0.232,
1967-10,0.236,
1967-11,0.262,
1967-12,0.256,
1968-01,0.244,
1968-02,0.256,
1968-03,0.234,
1968-04,0.252,
1968-05,0.254,
1968-06,0.257,
1968-07,0.258,
1968-08,0.273,
1968-09,0.270,
1968-10,0.260,
1968-11,0.257,
1968-12,0.301,
1969-01,0.333,
1969-02,0.270,
1969-03,0.244,
1969-04,0.266,
1969-05,0.263,
1969-06,0.260,
1969-07,0.284,
1969-08,0.287,
1969-09,0.276,
1969-10,0.309,
1969-11,0.291,
1969-12,0.292,
1970-01,0.280,
1970-02,0.291,
1970-03,0.394,
1970-04,0.386,
1970-05,0.369,
1970-06,0.358,
1970-07,0.374,
1970-08,0.369,
1970-09,0.350,
1970-10,0.351,
1970-11,0.349,
1970-12,0.366,
1971-01,0.364,
1971-02,0.365,
1971-03,0.348,
1971-04,0.341,
1971-05,0.375,
1971-06,0.361,
1971-07,0.360,
1971-08,0.372,
1971-09,0.354,
1971-10,0.377,
1971-11,0.356,
1971-12,0.329,
1972-01,0.429,
1972-02,0.406,
1972-03,0.421,
1972-04,0.390,
1972-05,0.389,
1972-06,0.329,
1972-07,0.425,
1972-08,0.426,
1972-09,0.430,
1972-10,0.427,
1972-11,0.414,
1972-12,0.418,
1973-01,0.417,
1973-02,0.452,
1973-03,0.461,
1973-04,0.433,
1973-05,0.431,
1973-06,0.424,
1973-07,0.443,
1973-08,0.477,
1973-09,0.432,
1973-10,0.451,
1973-11,0.477,
1973-12,0.447,
1974-01,0.476,
1974-02,0.417,
1974-03,0.406,
1974-04,0.413,
1974-05,0.440,
1974-06,0.428,
1974-07,0.419,
1974-08,0.417,
1974-09,0.416,
1974-10,0.409,
1974-11,0.455,
1974-12,0.427,
1975-01,0.434,
1975-02,0.372,
1975-03,0.351,
1975-04,0.383,
1975-05,0.355,
1975-06,0.326,
1975-07,0.303,
1975-08,0.300,
1975-09,0.294,
1975-10,0.286,
1975-11,0.306,
1975-12,0.219,
1976-01,0.284,
1976-02,0.245,
1976-03,0.255,
1976-04,0.256,
1976-05,0.270,
1976-06,0.264,
1976-07,0.288,
1976-08,0.310,
1976-09,0.353,
1976-10,0.364,
1976-11,0.411,
1976-12,0.355,
1977-01,0.385,
1977-02,0.284,
1977-03,0.292,
1977-04,0.350,
1977-05,0.289,
1977-06,0.277,
1977-07,0.285,
1977-08,0.290,
1977-09,0.270,
1977-10,0.267,
1977-11,0.259,
1977-12,0.264,
1978-01,0.240,
1978-02,0.276,
1978-03,0.254,
1978-04,0.194,
1978-05,0.177,
1978-06,0.193,
1978-07,0.177,
1978-08,0.163,
1978-09,0.155,
1978-10,0.189,
1978-11,0.135,
1978-12,0.195,
1979-01,0.244,
1979-02,0.165,
1979-03,0.166,
1979-04,0.153,
1979-05,0.150,
1979-06,0.267,
1979-07,0.152,
1979-08,0.171,
1979-09,0.166,
1979-10,0.153,
1979-11,0.155,
1979-12,0.133,
1980-01,0.133,
1980-02,0.132,
1980-03,0.125,
1980-04,0.133,
1980-05,0.150,
1980-06,0.213,
1980-07,0.162,
1980-08,0.189,
1980-09,0.145,
1980-10,0.138,
1980-11,0.247,
1980-12,0.289,
1981-01,0.330,
1981-02,0.275,
1981-03,0.254,
1981-04,0.245,
1981-05,0.284,
1981-06,0.261,
1981-07,0.254,
1981-08,0.275,
1981-09,0.262,
1981-10,0.345,
1981-11,0.313,
1981-12,0.296,
1982-01,0.287,
1982-02,0.282,
1982-03,0.267,
1982-04,0.265,
1982-05,0.284,
1982-06,0.382,
1982-07,0.303,
1982-08,0.273,
1982-09,0.331,
1982-10,0.347,
1982-11,0.304,
1982-12,0.241,
1983-01,0.283,
1983-02,0.246,
1983-03,0.225,
1983-04,0.202,
1983-05,0.234,
1983-06,0.182,
1983-07,0.153,
1983-08,0.148,
1983-09,0.252,
1983-10,0.261,
1983-11,0.251,
1983-12,0.406,
1984-01,0.442,
1984-02,0.427,
1984-03,0.456,
1984-04,0.444,
1984-05,0.637,
1984-06,0.735,
1984-07,0.706,
1984-08,0.678,
1984-09,0.700,
1984-10,0.730,
1984-11,0.700,
1984-12,0.745,
1985-01,0.833,
1985-02,0.718,
1985-03,0.721,
1985-04,0.688,
1985-05,0.711,
1985-06,0.659,
1985-07,0.614,
1985-08,0.607,
1985-09,0.672,
1985-10,0.785,
1985-11,0.675,
1985-12,0.767,
1986-01,0.795,
1986-02,0.708,
1986-03,0.734,
1986-04,0.805,
1986-05,0.783,
1986-06,0.877,
1986-07,0.843,
1986-08,0.906,
1986-09,0.769,
1986-10,0.726,
1986-11,0.727,
1986-12,0.707,
1987-01,0.583,
1987-02,0.713,
1987-03,0.604,
1987-04,0.454,
1987-05,0.461,
1987-06,0.610,
1987-07,0.544,
1987-08,0.611,
1987-09,0.637,
1987-10,0.603,
1987-11,0.615,
1987-12,0.644,
1988-01,0.501,
1988-02,0.510,
1988-03,0.407,
1988-04,0.523,
1988-05,0.455,
1988-06,0.435,
1988-07,0.450,
1988-08,0.458,
1988-09,0.494,
1988-10,0.410,
1988-11,0.613,
1988-12,0.478,
1989-01,0.448,
1989-02,0.443,
1989-03,0.469,
1989-04,0.469,
1989-05,0.452,
1989-06,0.496,
1989-07,0.423,
1989-08,0.409,
1989-09,0.423,
1989-10,0.477,
1989-11,0.398,
1989-12,0.455,
1990-01,0.443,
1990-02,0.429,
1990-03,0.468,
1990-04,0.673,
1990-05,0.396,
1990-06,0.432,
1990-07,0.419,
1990-08,0.430,
1990-09,0.418,
1990-10,0.447,
1990-11,0.388,
1990-12,0.313,
1991-01,0.177,
1991-02,0.166,
1991-03,0.176,
1991-04,0.287,
1991-05,0.308,
1991-06,0.386,
1991-07,0.515,
1991-08,0.451,
1991-09,0.528,
1991-10,0.593,
1991-11,0.827,
1991-12,0.873,
1992-01,0.835,
1992-02,0.864,
1992-03,0.985,
1992-04,0.987,
1992-05,1.015,
1992-06,1.130,
1992-07,1.048,
1992-08,1.351,
1992-09,1.583,
1992-10,1.192,
1992-11,1.214,
1992-12,1.784,
1993-01,2.958,
1993-02,2.565,
1993-03,3.342,
1993-04,3.411,
1993-05,3.408,
1993-06,3.007,
1993-07,3.367,
1993-08,2.647,
1993-09,4.733,
1993-10,4.117,
1993-11,3.441,
1993-12,3.831,
1994-01,3.600,
1994-02,3.486,
1994-03,3.561,
1994-04,4.386,
1994-05,3.433,
1994-06,3.505,
1994-07,3.711,
1994-08,3.561,
1994-09,3.726,
1994-10,4.248,
1994-11,3.825,
1994-12,3.412,
1995-01,2.815,
1995-02,2.709,
1995-03,2.567,
1995-04,2.528,
1995-05,3.301,
1995-06,3.262,
1995-07,2.973,
1995-08,2.771,
1995-09,3.488,
1995-10,3.177,
1995-11,3.552,
1995-12,4.217,
1996-01,3.150,
1996-02,2.873,
1996-03,2.870,
1996-04,2.863,
1996-05,2.593,
1996-06,2.599,
1996-07,2.937,
1996-08,2.580,
1996-09,2.479,
1996-10,2.188,
1996-11,2.557,
1996-12,2.135,
1997-01,1.487,
1997-02,1.966,
1997-03,1.870,
1997-04,1.787,
1997-05,2.359,
1997-06,2.050,
1997-07,2.530,
1997-08,2.758,
1997-09,2.833,
1997-10,2.878,
1997-11,2.783,
1997-12,1.574,
1998-01,2.252,
1998-02,2.502,
1998-03,2.591,
1998-04,3.876,
1998-05,4.147,
1998-06,4.487,
1998-07,2.964,
1998-08,3.668,
1998-09,4.456,
1998-10,5.047,
1998-11,4.974,
1998-12,3.730,
1999-01,4.167,
1999-02,3.707,
1999-03,3.621,
1999-04,4.085,
1999-05,3.238,
1999-06,3.513,
1999-07,3.099,
1999-08,3.047,
1999-09,3.111,
1999-10,3.251,
1999-11,3.456,
1999-12,3.520,
2000-01,3.900,
2000-02,3.713,
2000-03,3.628,
2000-04,3.744,
2000-05,3.553,
2000-06,3.848,
2000-07,3.937,
2000-08,3.805,
2000-09,3.884,
2000-10,3.200,
2000-11,3.361,
2000-12,3.583,
2001-01,3.606,
2001-02,3.475,
2001-03,3.551,
2001-04,3.439,
2001-05,3.476,
2001-06,3.669,
2001-07,3.785,
2001-08,3.635,
2001-09,4.008,
2001-10,4.661,
2001-11,4.685,
2001-12,4.234,
2002-01,3.701,
2002-02,3.257,
2002-03,3.999,
2002-04,3.557,
2002-05,3.708,
2002-06,3.552,
2002-07,3.598,
2002-08,4.152,
2002-09,3.706,
2002-10,5.246,
2002-11,5.306,
2002-12,3.906,
2003-01,3.455,
2003-02,3.170,
2003-03,2.568,
2003-04,2.312,
2003-05,2.859,
2003-06,1.925,
2003-07,1.927,
2003-08,1.858,
2003-09,1.792,
2003-10,2.009,
2003-11,1.974,
2003-12,1.734,
2004-01,1.566,
2004-02,1.546,
2004-03,1.507,
2004-04,0.902,
2004-05,0.803,
2004-06,0.829,
2004-07,0.939,
2004-08,1.087,
2004-09,1.163,
2004-10,0.885,
2004-11,0.831,
2004-12,0.826,
2005-01,0.749,
2005-02,0.750,
2005-03,0.761,
2005-04,0.895,
2005-05,0.945,
2005-06,0.888,
2005-07,0.894,
2005-08,0.898,
2005-09,0.925,
2005-10,0.906,
2005-11,0.950,
2005-12,0.936,
2006-01,0.919,
2006-02,0.981,
2006-03,0.978,
2006-04,1.160,
2006-05,1.066,
2006-06,4.044,
2006-07,4.143,
2006-08,4.394,
2006-09,4.426,
2006-10,4.384,
2006-11,4.382,
2006-12,4.596,
2007-01,0.994,
2007-02,1.061,
2007-03,1.069,
2007-04,1.064,
2007-05,1.046,
2007-06,1.226,
2007-07,1.829,
2007-08,1.880,
2007-09,3.045,
2007-10,2.551,
2007-11,2.207,
2007-12,1.911,
2008-01,2.823,
2008-02,2.299,
2008-03,2.197,
2008-04,2.089,
2008-05,2.027,
2008-06,2.055,
2008-07,1.922,
2008-08,1.912,
2008-09,2.794,
2008-10,2.821,
2008-11,2.777,
2008-12,28.891,
2009-01,28.470,
2009-02,33.827,
2009-03,35.744,
2009-04,35.554,
2009-05,35.381,
2009-06,35.211,
2009-07,34.090,
2009-08,33.843,
2009-09,33.628,
2009-10,34.431,
2009-11,34.401,
2009-12,34.356,
2010-01,34.472,
2010-02,33.513,
2010-03,33.227,
2010-04,32.834,
2010-05,32.672,
2010-06,32.288,
2010-07,31.828,
2010-08,31.950,
2010-09,31.834,
2010-10,31.334,
2010-11,30.150,
2010-12,29.716,
2011-01,29.354,
2011-02,28.946,
2011-03,27.182,
2011-04,26.571,
2011-05,25.520,
2011-06,25.301,
2011-07,25.169,
2011-08,23.747,
2011-09,23.203,
2011-10,22.689,
2011-11,22.779,
2011-12,22.811,
2012-01,22.403,
2012-02,20.470,
2012-03,20.863,
2012-04,19.978,
2012-05,19.950,
2012-06,19.582,
2012-07,18.945,
2012-08,19.030,
2012-09,18.876,
2012-10,18.523,
2012-11,18.390,
2012-12,18.514,
2013-01,17.817,
2013-02,17.831,
2013-03,17.971,
2013-04,16.870,
2013-05,15.444,
2013-06,15.357,
2013-07,14.617,
2013-08,14.765,
2013-09,14.171,
2013-10,14.003,
2013-11,13.676,
2013-12,13.361,
2014-01,12.802,
2014-02,12.676,
2014-03,12.352,
2014-04,11.242,
2014-05,11.247,
2014-06,11.105,
2014-07,10.722,
2014-08,10.753,
2014-09,10.678,
2014-10,10.285,
2014-11,10.232,
2014-12,10.130,Provisional value
