"",BBK01.QU6468,BBK01.QU6468_FLAGS
"",All foreign subsidiaries: Long-term liabilities to foreign banks / Netherlands / All currencies,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:15:58,
1984-12,0.178,
1985-01,0.219,
1985-02,0.175,
1985-03,0.199,
1985-04,0.209,
1985-05,0.236,
1985-06,0.236,
1985-07,0.229,
1985-08,0.227,
1985-09,0.228,
1985-10,0.244,
1985-11,0.265,
1985-12,0.243,
1986-01,0.232,
1986-02,0.225,
1986-03,0.222,
1986-04,0.228,
1986-05,0.245,
1986-06,0.234,
1986-07,0.223,
1986-08,0.234,
1986-09,0.230,
1986-10,0.230,
1986-11,0.200,
1986-12,0.188,
1987-01,0.187,
1987-02,0.178,
1987-03,0.204,
1987-04,0.192,
1987-05,0.178,
1987-06,0.216,
1987-07,0.226,
1987-08,0.223,
1987-09,0.234,
1987-10,0.240,
1987-11,0.241,
1987-12,0.239,
1988-01,0.226,
1988-02,0.264,
1988-03,0.284,
1988-04,0.280,
1988-05,0.294,
1988-06,0.365,
1988-07,0.364,
1988-08,0.359,
1988-09,0.342,
1988-10,0.315,
1988-11,0.322,
1988-12,0.330,
1989-01,0.353,
1989-02,0.325,
1989-03,0.308,
1989-04,0.302,
1989-05,0.339,
1989-06,0.263,
1989-07,0.237,
1989-08,0.253,
1989-09,0.316,
1989-10,0.275,
1989-11,0.242,
1989-12,0.237,
1990-01,0.280,
1990-02,0.299,
1990-03,0.357,
1990-04,0.350,
1990-05,0.333,
1990-06,0.335,
1990-07,0.348,
1990-08,0.342,
1990-09,0.279,
1990-10,0.238,
1990-11,0.234,
1990-12,0.233,
1991-01,0.206,
1991-02,0.155,
1991-03,0.107,
1991-04,0.096,
1991-05,0.098,
1991-06,0.134,
1991-07,0.129,
1991-08,0.162,
1991-09,0.143,
1991-10,0.144,
1991-11,0.418,
1991-12,0.421,
1992-01,0.478,
1992-02,0.502,
1992-03,0.472,
1992-04,0.502,
1992-05,0.494,
1992-06,0.488,
1992-07,0.479,
1992-08,0.454,
1992-09,0.435,
1992-10,0.446,
1992-11,0.450,
1992-12,0.432,
1993-01,0.383,
1993-02,0.356,
1993-03,0.354,
1993-04,0.355,
1993-05,0.371,
1993-06,0.393,
1993-07,0.399,
1993-08,0.387,
1993-09,0.382,
1993-10,0.380,
1993-11,0.364,
1993-12,0.385,
1994-01,0.373,
1994-02,0.382,
1994-03,0.391,
1994-04,0.402,
1994-05,0.387,
1994-06,0.335,
