"",BBK01.QUJ394,BBK01.QUJ394_FLAGS
"","Foreign branches: Claims on non-residents, total / Slovenia / All currencies",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:46:08,
1994-01,0.025,
1994-02,0.024,
1994-03,0.021,
1994-04,0.021,
1994-05,0.021,
1994-06,0.020,
1994-07,0.020,
1994-08,0.020,
1994-09,0.020,
1994-10,0.019,
1994-11,0.019,
1994-12,0.019,
1995-01,0.018,
1995-02,0.018,
1995-03,0.016,
1995-04,0.016,
1995-05,0.024,
1995-06,0.028,
1995-07,0.033,
1995-08,0.025,
1995-09,0.022,
1995-10,0.022,
1995-11,0.014,
1995-12,0.037,
1996-01,0.031,
1996-02,0.031,
1996-03,0.030,
1996-04,0.011,
1996-05,0.019,
1996-06,0.021,
1996-07,0.031,
1996-08,0.035,
1996-09,0.035,
1996-10,0.035,
1996-11,0.030,
1996-12,0.032,
1997-01,0.039,
1997-02,0.042,
1997-03,0.037,
1997-04,0.041,
1997-05,0.049,
1997-06,0.068,
1997-07,0.074,
1997-08,0.069,
1997-09,0.064,
1997-10,0.064,
1997-11,0.065,
1997-12,0.064,
1998-01,0.087,
1998-02,0.085,
1998-03,0.072,
1998-04,0.104,
1998-05,0.077,
1998-06,0.082,
1998-07,0.079,
1998-08,0.065,
1998-09,0.078,
1998-10,0.066,
1998-11,0.063,
1998-12,0.075,
1999-01,0.053,
1999-02,0.085,
1999-03,0.149,
1999-04,0.151,
1999-05,0.117,
1999-06,0.117,
1999-07,0.116,
1999-08,0.112,
1999-09,0.112,
1999-10,0.122,
1999-11,0.145,
1999-12,0.135,
2000-01,0.128,
2000-02,0.143,
2000-03,0.155,
2000-04,0.156,
2000-05,0.141,
2000-06,0.145,
2000-07,0.146,
2000-08,0.143,
2000-09,0.141,
2000-10,0.144,
2000-11,0.153,
2000-12,0.200,
2001-01,0.141,
2001-02,0.142,
2001-03,.,No value available
2001-04,.,No value available
2001-05,.,No value available
2001-06,0.179,
2001-07,0.172,
2001-08,0.176,
2001-09,0.171,
2001-10,0.157,
2001-11,0.153,
2001-12,0.134,
2002-01,0.141,
2002-02,0.145,
2002-03,0.141,
2002-04,0.169,
2002-05,0.116,
2002-06,0.107,
2002-07,0.086,
2002-08,0.082,
2002-09,0.086,
2002-10,0.094,
2002-11,0.078,
2002-12,0.086,
2003-01,0.073,
2003-02,0.049,
2003-03,0.040,
2003-04,0.045,
2003-05,0.066,
2003-06,0.075,
2003-07,0.076,
2003-08,0.086,
2003-09,0.101,
2003-10,0.103,
2003-11,0.087,
2003-12,0.085,
2004-01,0.068,
2004-02,0.070,
2004-03,0.066,
2004-04,0.068,
2004-05,0.094,
2004-06,0.146,
2004-07,0.308,
2004-08,0.360,
2004-09,0.359,
2004-10,1.225,
2004-11,0.844,
2004-12,0.143,
2005-01,0.146,
2005-02,0.146,
2005-03,0.156,
2005-04,0.151,
2005-05,0.136,
2005-06,0.137,
2005-07,0.136,
2005-08,0.141,
2005-09,0.170,
2005-10,0.166,
2005-11,0.166,
2005-12,0.225,
2006-01,0.228,
2006-02,0.221,
2006-03,0.219,
2006-04,0.270,
2006-05,0.283,
2006-06,0.309,
2006-07,0.309,
2006-08,0.308,
2006-09,0.307,
2006-10,0.316,
2006-11,0.315,
2006-12,0.340,
2007-01,0.359,
2007-02,0.384,
2007-03,0.383,
2007-04,0.402,
2007-05,0.405,
2007-06,0.409,
2007-07,0.391,
2007-08,0.382,
2007-09,0.347,
2007-10,0.315,
2007-11,0.397,
2007-12,0.402,
2008-01,0.400,
2008-02,0.397,
2008-03,0.392,
2008-04,0.384,
2008-05,0.335,
2008-06,0.461,
2008-07,0.521,
2008-08,0.515,
2008-09,0.527,
2008-10,0.524,
2008-11,0.399,
2008-12,0.469,
2009-01,0.437,
2009-02,0.437,
2009-03,0.425,
2009-04,0.414,
2009-05,0.430,
2009-06,0.265,
2009-07,0.272,
2009-08,0.303,
2009-09,0.301,
2009-10,0.291,
2009-11,0.279,
2009-12,0.202,
2010-01,0.201,
2010-02,0.198,
2010-03,0.192,
2010-04,0.190,
2010-05,0.177,
2010-06,0.155,
2010-07,0.153,
2010-08,0.153,
2010-09,0.118,
2010-10,0.111,
2010-11,0.102,
2010-12,0.082,
2011-01,0.102,
2011-02,0.101,
2011-03,0.099,
2011-04,0.086,
2011-05,0.083,
2011-06,0.073,
2011-07,0.113,
2011-08,0.123,
2011-09,0.136,
2011-10,0.131,
2011-11,0.130,
2011-12,0.127,
2012-01,0.120,
2012-02,0.113,
2012-03,0.113,
2012-04,0.105,
2012-05,0.106,
2012-06,0.104,
2012-07,0.101,
2012-08,0.103,
2012-09,0.104,
2012-10,0.104,
2012-11,0.106,
2012-12,0.131,
2013-01,0.173,
2013-02,0.150,
2013-03,0.174,
2013-04,0.152,
2013-05,0.175,
2013-06,0.160,
2013-07,0.115,
2013-08,0.112,
2013-09,0.110,
2013-10,0.109,
2013-11,0.187,
2013-12,0.200,
2014-01,0.175,
2014-02,0.171,
2014-03,0.155,
2014-04,0.114,
2014-05,0.119,
2014-06,0.112,
2014-07,0.077,
2014-08,0.077,
2014-09,0.058,
2014-10,0.057,
2014-11,0.056,
