"",BBFB1.M.N.DE.W1.S1.S1.T.C.SJ3._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.C.SJ3._Z._Z._Z._T._X.N_FLAGS
"","Current account / Other business services / Technical, trade-related, and other business services / Receipts / Rest of the World",
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:36:54,
1991-01,480.074,
1991-02,414.762,
1991-03,463.623,
1991-04,423.419,
1991-05,446.154,
1991-06,440.583,
1991-07,449.416,
1991-08,473.483,
1991-09,463.297,
1991-10,461.367,
1991-11,441.243,
1991-12,722.247,
1992-01,560.016,
1992-02,446.824,
1992-03,490.254,
1992-04,475.824,
1992-05,466.467,
1992-06,479.451,
1992-07,462.323,
1992-08,432.721,
1992-09,482.933,
1992-10,471.874,
1992-11,468.350,
1992-12,758.466,
1993-01,582.164,
1993-02,501.552,
1993-03,579.956,
1993-04,578.181,
1993-05,500.779,
1993-06,644.774,
1993-07,579.116,
1993-08,568.001,
1993-09,596.118,
1993-10,549.592,
1993-11,622.686,
1993-12,813.758,
1994-01,700.946,
1994-02,520.992,
1994-03,602.187,
1994-04,585.709,
1994-05,541.088,
1994-06,616.194,
1994-07,580.374,
1994-08,571.584,
1994-09,616.876,
1994-10,511.355,
1994-11,502.249,
1994-12,602.836,
1995-01,681.871,
1995-02,656.387,
1995-03,587.309,
1995-04,477.202,
1995-05,569.339,
1995-06,576.422,
1995-07,567.034,
1995-08,588.879,
1995-09,556.812,
1995-10,666.485,
1995-11,620.851,
1995-12,812.419,
1996-01,669.394,
1996-02,586.145,
1996-03,546.319,
1996-04,574.657,
1996-05,549.436,
1996-06,661.428,
1996-07,626.898,
1996-08,677.903,
1996-09,613.893,
1996-10,607.866,
1996-11,633.184,
1996-12,1052.125,
1997-01,641.354,
1997-02,744.326,
1997-03,650.855,
1997-04,689.234,
1997-05,598.310,
1997-06,590.379,
1997-07,768.652,
1997-08,676.672,
1997-09,705.670,
1997-10,798.392,
1997-11,749.641,
1997-12,928.529,
1998-01,775.591,
1998-02,663.547,
1998-03,768.854,
1998-04,602.972,
1998-05,764.359,
1998-06,831.687,
1998-07,951.575,
1998-08,801.206,
1998-09,973.008,
1998-10,716.149,
1998-11,666.439,
1998-12,1109.353,
1999-01,709.296,
1999-02,752.503,
1999-03,1026.689,
1999-04,827.693,
1999-05,717.466,
1999-06,940.152,
1999-07,886.521,
1999-08,727.144,
1999-09,846.936,
1999-10,911.048,
1999-11,791.770,
1999-12,1183.040,
2000-01,905.056,
2000-02,865.179,
2000-03,998.170,
2000-04,777.734,
2000-05,846.827,
2000-06,896.553,
2000-07,838.269,
2000-08,696.866,
2000-09,1087.138,
2000-10,890.222,
2000-11,923.682,
2000-12,1898.636,
2001-01,956.135,
2001-02,998.152,
2001-03,955.175,
2001-04,904.697,
2001-05,1060.709,
2001-06,1048.972,
2001-07,990.700,
2001-08,817.233,
2001-09,964.327,
2001-10,1055.557,
2001-11,1030.103,
2001-12,1435.345,
2002-01,1085.216,
2002-02,940.220,
2002-03,971.364,
2002-04,954.047,
2002-05,937.050,
2002-06,1065.601,
2002-07,942.388,
2002-08,881.309,
2002-09,880.852,
2002-10,955.950,
2002-11,970.598,
2002-12,1562.072,
2003-01,1105.772,
2003-02,915.146,
2003-03,1168.317,
2003-04,1288.210,
2003-05,1266.737,
2003-06,1130.422,
2003-07,1341.850,
2003-08,1147.612,
2003-09,1137.215,
2003-10,1366.274,
2003-11,1393.556,
2003-12,2463.329,
2004-01,1261.674,
2004-02,1177.382,
2004-03,1419.893,
2004-04,1287.856,
2004-05,1430.068,
2004-06,1322.540,
2004-07,1347.003,
2004-08,1216.578,
2004-09,1450.497,
2004-10,1260.897,
2004-11,1424.682,
2004-12,2197.254,
2005-01,1269.731,
2005-02,1213.450,
2005-03,1312.345,
2005-04,1416.857,
2005-05,1226.237,
2005-06,1533.180,
2005-07,1639.795,
2005-08,1269.891,
2005-09,1586.772,
2005-10,1263.705,
2005-11,1521.133,
2005-12,2312.524,
2006-01,1517.153,
2006-02,1388.128,
2006-03,1523.137,
2006-04,1391.024,
2006-05,1436.869,
2006-06,1646.659,
2006-07,1474.142,
2006-08,1390.913,
2006-09,1541.415,
2006-10,1470.345,
2006-11,1419.515,
2006-12,2364.574,
2007-01,1430.660,
2007-02,1349.370,
2007-03,1536.286,
2007-04,1482.100,
2007-05,1423.642,
2007-06,1619.537,
2007-07,1538.558,
2007-08,1477.077,
2007-09,1463.745,
2007-10,1515.252,
2007-11,1436.330,
2007-12,2393.970,
2008-01,1722.652,
2008-02,1487.359,
2008-03,1606.025,
2008-04,1632.931,
2008-05,1602.223,
2008-06,1701.587,
2008-07,1636.470,
2008-08,1588.786,
2008-09,1723.102,
2008-10,1705.676,
2008-11,1618.707,
2008-12,2447.677,
2009-01,1657.281,
2009-02,1470.958,
2009-03,1602.596,
2009-04,1586.440,
2009-05,1511.785,
2009-06,1744.216,
2009-07,1612.575,
2009-08,1515.756,
2009-09,1901.653,
2009-10,1610.988,
2009-11,1751.548,
2009-12,2415.150,
2010-01,1520.789,
2010-02,1377.535,
2010-03,1712.385,
2010-04,1578.631,
2010-05,1501.648,
2010-06,1721.067,
2010-07,1577.682,
2010-08,1497.829,
2010-09,1787.202,
2010-10,1621.657,
2010-11,1821.021,
2010-12,2406.488,
2011-01,1514.840,
2011-02,1452.357,
2011-03,1670.141,
2011-04,1607.294,
2011-05,1593.174,
2011-06,1591.189,
2011-07,1607.515,
2011-08,1633.085,
2011-09,1789.339,
2011-10,1676.724,
2011-11,1785.053,
2011-12,2691.639,
2012-01,1622.978,
2012-02,1540.054,
2012-03,1656.769,
2012-04,1693.138,
2012-05,1588.229,
2012-06,1750.772,
2012-07,1777.016,
2012-08,1643.256,
2012-09,1800.332,
2012-10,1698.000,
2012-11,1806.006,
2012-12,2969.073,
2013-01,1381.982,
2013-02,1186.635,
2013-03,1469.816,
2013-04,1421.104,
2013-05,1376.244,
2013-06,1580.371,
2013-07,1571.891,
2013-08,1466.790,
2013-09,1854.803,
2013-10,1554.128,
2013-11,1815.036,
2013-12,2411.914,
2014-01,1690.819,
2014-02,1549.690,Provisional value
2014-03,1639.625,Provisional value
2014-04,1662.135,Provisional value
2014-05,1524.524,Provisional value
2014-06,1835.085,Provisional value
2014-07,1625.586,Provisional value
2014-08,1530.580,Provisional value
2014-09,1846.118,
2014-10,1720.018,
2014-11,1992.471,
2014-12,2411.297,Provisional value
