"",BBK01.QX7126,BBK01.QX7126_FLAGS
"","Foreign branches: Liabilities to non-residents, total / Sweden / US dollars",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:47:13,
1995-01,0.008,
1995-02,-,Nothing exists
1995-03,0.014,
1995-04,0.014,
1995-05,0.015,
1995-06,0.160,
1995-07,0.015,
1995-08,0.040,
1995-09,0.217,
1995-10,0.042,
1995-11,0.050,
1995-12,0.053,
1996-01,0.162,
1996-02,0.011,
1996-03,0.056,
1996-04,0.062,
1996-05,0.086,
1996-06,0.042,
1996-07,0.245,
1996-08,0.386,
1996-09,0.274,
1996-10,0.339,
1996-11,0.122,
1996-12,0.132,
1997-01,0.175,
1997-02,0.395,
1997-03,0.269,
1997-04,0.046,
1997-05,0.172,
1997-06,0.341,
1997-07,0.228,
1997-08,0.042,
1997-09,0.166,
1997-10,0.481,
1997-11,0.036,
1997-12,0.192,
1998-01,0.025,
1998-02,0.108,
1998-03,0.071,
1998-04,0.160,
1998-05,0.292,
1998-06,0.306,
1998-07,0.258,
1998-08,0.133,
1998-09,0.107,
1998-10,0.145,
1998-11,0.191,
1998-12,0.174,
1999-01,0.481,
1999-02,0.352,
1999-03,0.476,
1999-04,0.886,
1999-05,1.023,
1999-06,0.269,
1999-07,0.805,
1999-08,1.220,
1999-09,0.396,
1999-10,1.770,
1999-11,1.128,
1999-12,0.180,
2000-01,1.233,
2000-02,1.778,
2000-03,1.661,
2000-04,2.304,
2000-05,2.084,
2000-06,0.619,
2000-07,1.037,
2000-08,0.887,
2000-09,0.475,
2000-10,2.126,
2000-11,1.453,
2000-12,0.587,
2001-01,1.318,
2001-02,1.011,
2001-03,0.654,
2001-04,0.632,
2001-05,0.431,
2001-06,0.537,
2001-07,0.359,
2001-08,0.322,
2001-09,0.437,
2001-10,0.246,
2001-11,0.271,
2001-12,0.240,
2002-01,0.359,
2002-02,0.966,
2002-03,0.371,
2002-04,0.439,
2002-05,0.307,
2002-06,0.322,
2002-07,0.497,
2002-08,0.282,
2002-09,0.380,
2002-10,0.387,
2002-11,0.359,
2002-12,0.339,
2003-01,0.303,
2003-02,0.410,
2003-03,0.610,
2003-04,0.818,
2003-05,0.626,
2003-06,0.501,
2003-07,0.563,
2003-08,0.652,
2003-09,0.394,
2003-10,0.493,
2003-11,0.511,
2003-12,0.448,
2004-01,0.461,
2004-02,0.201,
2004-03,0.161,
2004-04,0.154,
2004-05,0.642,
2004-06,0.205,
2004-07,0.721,
2004-08,0.261,
2004-09,0.269,
2004-10,0.631,
2004-11,0.448,
2004-12,0.354,
2005-01,0.665,
2005-02,0.350,
2005-03,0.307,
2005-04,0.330,
2005-05,0.608,
2005-06,0.365,
2005-07,0.414,
2005-08,0.404,
2005-09,0.125,
2005-10,0.400,
2005-11,1.079,
2005-12,0.431,
2006-01,0.415,
2006-02,0.383,
2006-03,0.601,
2006-04,0.525,
2006-05,0.733,
2006-06,0.557,
2006-07,0.130,
2006-08,0.190,
2006-09,0.646,
2006-10,0.727,
2006-11,0.153,
2006-12,0.075,
2007-01,0.035,
2007-02,0.036,
2007-03,0.774,
2007-04,0.277,
2007-05,0.032,
2007-06,0.046,
2007-07,0.030,
2007-08,0.610,
2007-09,0.288,
2007-10,0.475,
2007-11,0.405,
2007-12,0.229,
2008-01,0.315,
2008-02,0.783,
2008-03,0.220,
2008-04,0.081,
2008-05,0.319,
2008-06,0.070,
2008-07,0.712,
2008-08,0.225,
2008-09,0.212,
2008-10,0.334,
2008-11,0.548,
2008-12,0.071,
2009-01,0.206,
2009-02,0.201,
2009-03,0.138,
2009-04,0.393,
2009-05,0.323,
2009-06,0.229,
2009-07,0.151,
2009-08,0.155,
2009-09,0.322,
2009-10,0.698,
2009-11,0.559,
2009-12,0.651,
2010-01,0.195,
2010-02,0.301,
2010-03,0.362,
2010-04,0.550,
2010-05,0.384,
2010-06,0.309,
2010-07,0.108,
2010-08,0.355,
2010-09,0.247,
2010-10,0.451,
2010-11,0.174,
2010-12,0.163,
2011-01,0.101,
2011-02,0.314,
2011-03,0.138,
2011-04,0.575,
2011-05,0.967,
2011-06,1.187,
2011-07,0.859,
2011-08,0.403,
2011-09,0.913,
2011-10,0.480,
2011-11,0.726,
2011-12,0.800,
2012-01,0.588,
2012-02,0.293,
2012-03,0.030,
2012-04,0.065,
2012-05,0.053,
2012-06,0.033,
2012-07,0.465,
2012-08,0.516,
2012-09,0.159,
2012-10,0.119,
2012-11,0.436,
2012-12,0.216,
2013-01,0.273,
2013-02,0.321,
2013-03,0.133,
2013-04,0.605,
2013-05,0.529,
2013-06,0.139,
2013-07,0.633,
2013-08,0.711,
2013-09,0.300,
2013-10,0.350,
2013-11,0.172,
2013-12,0.337,
2014-01,0.157,
2014-02,0.664,
2014-03,0.181,
2014-04,0.060,
2014-05,0.080,
2014-06,0.589,
2014-07,0.667,
2014-08,0.421,
2014-09,0.814,
2014-10,0.420,
2014-11,0.390,
