"",BBK01.OEAH64M,BBK01.OEAH64M_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:26:59,
2002-01,5.402,
2002-04,5.440,
2002-07,5.426,
2002-10,5.357,
2003-01,5.239,
2003-04,5.264,
2003-07,5.257,
2003-10,5.253,
2004-01,5.258,
2004-04,5.247,
2004-07,5.237,
2004-10,5.360,
2005-01,5.300,
2005-04,5.526,
2005-07,5.472,
2005-10,5.512,
2006-01,5.643,
2006-04,5.847,
2006-07,6.165,
2006-10,6.619,
2007-01,7.124,
2007-04,7.349,
2007-07,7.783,
2007-10,8.188,
2008-01,8.484,
2008-04,8.709,
2008-07,8.854,
2008-10,9.394,
2009-01,9.399,
2009-04,9.119,
2009-07,8.575,
2009-10,8.535,
2010-01,8.799,
2010-04,8.850,
2010-07,8.789,
2010-10,8.889,
2011-01,8.939,
2011-04,9.278,
2011-07,9.388,
2011-10,9.432,
2012-01,8.859,
2012-04,8.757,
2012-07,8.512,
2012-10,7.782,
2013-01,6.846,
2013-04,6.204,
2013-07,5.725,
2013-10,5.426,
2014-01,4.978,
2014-04,4.317,
2014-07,3.955,
