"",BBK01.BU4910,BBK01.BU4910_FLAGS
"",Debt of the Redemption Fund for Inherited Liabilities - other old debt,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-16 16:36:22,
1995-01,396.3,
1995-02,396.1,
1995-03,396.0,
1995-04,11.7,
1995-05,11.5,
1995-06,11.3,
1995-07,11.2,
1995-08,11.1,
1995-09,10.9,
1995-10,10.8,
1995-11,10.7,
1995-12,10.5,
1996-01,10.4,
1996-02,10.3,
1996-03,10.2,
1996-04,10.1,
1996-05,9.9,
1996-06,9.9,
1996-07,9.9,
1996-08,9.8,
1996-09,9.7,
1996-10,9.7,
1996-11,9.6,
1996-12,9.6,
1997-01,9.3,
1997-02,8.9,
1997-03,9.1,
1997-04,9.0,
1997-05,8.9,
1997-06,8.9,
1997-07,8.8,
1997-08,8.7,
1997-09,8.6,
1997-10,8.5,
1997-11,8.4,
1997-12,8.7,
1998-01,8.3,
1998-02,8.1,
1998-03,8.0,
1998-04,8.0,
1998-05,7.8,
1998-06,7.7,
1998-07,7.6,
1998-08,7.5,
1998-09,7.3,
1998-10,7.2,
1998-11,6.9,
1998-12,7.5,
1999-01,6.2,
1999-02,6.0,
1999-03,5.9,
1999-04,5.3,
1999-05,5.1,
1999-06,4.2,comment
1999-07,0.0,
1999-08,0.0,
1999-09,0.0,
1999-10,0.0,
1999-11,0.0,
1999-12,0.0,
2000-01,0.0,
2000-02,0.0,
2000-03,0.0,
2000-04,0.0,
2000-05,0.0,
2000-06,0.0,
2000-07,0.0,
2000-08,0.0,
2000-09,0.0,
2000-10,0.0,
2000-11,0.0,
2000-12,0.0,
2001-01,0.0,
2001-02,0.0,
2001-03,0.0,
2001-04,0.0,
2001-05,0.0,
2001-06,0.0,
2001-07,0.0,
2001-08,0.0,
2001-09,0.0,
2001-10,0.0,
2001-11,0.0,
2001-12,0.0,
