"",BBDE1.M.DE.Y.AEA1.P2XF22000.B2.C.I10.A,BBDE1.M.DE.Y.AEA1.P2XF22000.B2.C.I10.A_FLAGS
"",Orders received / At constant prices / Germany / Residential construction / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 08:07:17,
1991-01,166.5,
1991-02,166.5,
1991-03,171.8,
1991-04,171.0,
1991-05,171.3,
1991-06,177.1,
1991-07,177.4,
1991-08,186.6,
1991-09,191.0,
1991-10,188.7,
1991-11,193.4,
1991-12,185.4,
1992-01,191.0,
1992-02,204.9,
1992-03,182.7,
1992-04,188.5,
1992-05,184.1,
1992-06,203.5,
1992-07,188.2,
1992-08,185.0,
1992-09,194.1,
1992-10,206.4,
1992-11,210.7,
1992-12,219.2,
1993-01,219.4,
1993-02,202.6,
1993-03,221.6,
1993-04,227.3,
1993-05,227.6,
1993-06,236.4,
1993-07,262.4,
1993-08,252.4,
1993-09,245.0,
1993-10,273.3,
1993-11,286.9,
1993-12,276.4,
1994-01,304.1,
1994-02,286.1,
1994-03,314.9,
1994-04,298.4,
1994-05,296.8,
1994-06,291.4,
1994-07,278.8,
1994-08,279.6,
1994-09,292.9,
1994-10,295.2,
1994-11,317.3,
1994-12,306.6,
1995-01,284.1,
1995-02,305.0,
1995-03,272.5,
1995-04,276.5,
1995-05,278.5,
1995-06,263.2,
1995-07,258.8,
1995-08,267.1,
1995-09,268.3,
1995-10,268.1,
1995-11,269.3,
1995-12,287.0,
1996-01,246.1,
1996-02,264.7,
1996-03,286.5,
1996-04,283.1,
1996-05,291.4,
1996-06,283.4,
1996-07,274.5,
1996-08,296.3,
1996-09,301.8,
1996-10,277.2,
1996-11,272.5,
1996-12,273.7,
1997-01,253.5,
1997-02,271.6,
1997-03,249.4,
1997-04,243.5,
1997-05,251.5,
1997-06,241.1,
1997-07,250.7,
1997-08,244.5,
1997-09,241.4,
1997-10,246.2,
1997-11,218.2,
1997-12,236.7,
1998-01,237.7,
1998-02,241.5,
1998-03,239.8,
1998-04,225.8,
1998-05,237.3,
1998-06,237.4,
1998-07,255.0,
1998-08,232.4,
1998-09,235.2,
1998-10,221.5,
1998-11,219.5,
1998-12,230.7,
1999-01,245.5,
1999-02,235.5,
1999-03,225.2,
1999-04,231.8,
1999-05,232.8,
1999-06,220.9,
1999-07,240.5,
1999-08,238.4,
1999-09,219.7,
1999-10,203.2,
1999-11,205.8,
1999-12,197.1,
2000-01,220.0,
2000-02,196.4,
2000-03,212.0,
2000-04,208.8,
2000-05,191.7,
2000-06,190.9,
2000-07,191.6,
2000-08,184.5,
2000-09,171.4,
2000-10,175.4,
2000-11,165.8,
2000-12,154.1,
2001-01,183.5,
2001-02,167.6,
2001-03,168.1,
2001-04,167.5,
2001-05,169.9,
2001-06,178.8,
2001-07,147.6,
2001-08,152.8,
2001-09,151.6,
2001-10,147.3,
2001-11,131.6,
2001-12,125.8,
2002-01,150.1,
2002-02,142.6,
2002-03,142.6,
2002-04,148.8,
2002-05,141.5,
2002-06,138.6,
2002-07,126.0,
2002-08,134.7,
2002-09,131.9,
2002-10,128.9,
2002-11,148.7,
2002-12,144.6,
2003-01,130.0,
2003-02,125.7,
2003-03,133.1,
2003-04,128.1,
2003-05,120.2,
2003-06,125.4,
2003-07,129.1,
2003-08,128.8,
2003-09,129.5,
2003-10,135.0,
2003-11,135.2,
2003-12,136.4,
2004-01,109.1,
2004-02,135.3,
2004-03,119.2,
2004-04,114.5,
2004-05,119.2,
2004-06,118.2,
2004-07,113.9,
2004-08,112.8,
2004-09,118.2,
2004-10,112.0,
2004-11,108.8,
2004-12,109.6,
2005-01,103.0,
2005-02,104.7,
2005-03,109.6,
2005-04,100.0,
2005-05,111.6,
2005-06,107.3,
2005-07,106.3,
2005-08,106.6,
2005-09,105.6,
2005-10,109.8,
2005-11,108.5,
2005-12,116.5,
2006-01,112.8,
2006-02,108.3,
2006-03,105.3,
2006-04,113.7,
2006-05,112.7,
2006-06,113.4,
2006-07,120.6,
2006-08,108.1,
2006-09,107.6,
2006-10,107.3,
2006-11,103.6,
2006-12,110.8,
2007-01,107.8,
2007-02,101.0,
2007-03,97.1,
2007-04,104.8,
2007-05,102.6,
2007-06,101.0,
2007-07,99.1,
2007-08,101.8,
2007-09,98.4,
2007-10,99.8,
2007-11,90.0,
2007-12,101.8,
2008-01,99.9,
2008-02,98.3,
2008-03,96.8,
2008-04,84.6,
2008-05,91.5,
2008-06,92.9,
2008-07,93.6,
2008-08,90.5,
2008-09,97.4,
2008-10,90.3,
2008-11,97.4,
2008-12,83.3,
2009-01,78.1,
2009-02,84.2,
2009-03,83.9,
2009-04,95.3,
2009-05,90.7,
2009-06,91.0,
2009-07,96.5,
2009-08,94.3,
2009-09,96.0,
2009-10,99.5,
2009-11,97.8,
2009-12,91.9,
2010-01,76.5,
2010-02,91.5,
2010-03,99.8,
2010-04,102.2,
2010-05,101.0,
2010-06,90.9,
2010-07,101.2,
2010-08,106.7,
2010-09,112.8,
2010-10,102.1,
2010-11,102.9,
2010-12,100.9,
2011-01,103.2,
2011-02,112.5,
2011-03,120.5,
2011-04,119.4,
2011-05,132.8,
2011-06,104.9,
2011-07,117.2,
2011-08,119.0,
2011-09,108.3,
2011-10,117.7,
2011-11,128.8,
2011-12,124.6,
2012-01,132.4,
2012-02,129.6,
2012-03,125.4,
2012-04,124.5,
2012-05,118.4,
2012-06,132.1,
2012-07,122.2,
2012-08,126.9,
2012-09,120.4,
2012-10,127.1,
2012-11,129.4,
2012-12,125.2,
2013-01,131.7,
2013-02,122.3,
