"",BBDE1.M.DE.Y.AEB1.N2C170000.F.V.I10.A,BBDE1.M.DE.Y.AEB1.N2C170000.F.V.I10.A_FLAGS
"",Orders received from the domestic market / At current prices / Germany / 17 Manufacture of paper and paper products / Calendar and seasonally adjusted,
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-05 08:17:42,
1991-01,84.7,
1991-02,83.3,
1991-03,82.9,
1991-04,80.8,
1991-05,80.0,
1991-06,80.8,
1991-07,80.2,
1991-08,77.4,
1991-09,76.9,
1991-10,78.3,
1991-11,78.5,
1991-12,76.8,
1992-01,80.1,
1992-02,79.9,
1992-03,78.6,
1992-04,78.7,
1992-05,78.8,
1992-06,73.9,
1992-07,75.1,
1992-08,76.3,
1992-09,73.9,
1992-10,73.9,
1992-11,71.9,
1992-12,74.0,
1993-01,73.2,
1993-02,72.2,
1993-03,72.2,
1993-04,69.7,
1993-05,69.8,
1993-06,71.7,
1993-07,69.5,
1993-08,68.4,
1993-09,68.3,
1993-10,68.0,
1993-11,68.7,
1993-12,70.6,
1994-01,68.0,
1994-02,69.2,
1994-03,70.8,
1994-04,70.9,
1994-05,71.9,
1994-06,72.1,
1994-07,72.0,
1994-08,71.9,
1994-09,74.4,
1994-10,76.0,
1994-11,77.8,
1994-12,83.5,
1995-01,78.4,
1995-02,82.1,
1995-03,81.2,
1995-04,80.8,
1995-05,81.6,
1995-06,82.3,
1995-07,79.8,
1995-08,80.1,
1995-09,79.8,
1995-10,79.5,
1995-11,77.9,
1995-12,75.9,
1996-01,78.0,
1996-02,76.7,
1996-03,77.0,
1996-04,78.1,
1996-05,76.6,
1996-06,76.4,
1996-07,77.5,
1996-08,76.0,
1996-09,78.2,
1996-10,75.3,
1996-11,75.3,
1996-12,73.4,
1997-01,76.0,
1997-02,76.1,
1997-03,75.2,
1997-04,74.2,
1997-05,75.6,
1997-06,75.0,
1997-07,77.9,
1997-08,78.8,
1997-09,75.3,
1997-10,80.6,
1997-11,80.5,
1997-12,77.5,
1998-01,77.1,
1998-02,77.8,
1998-03,77.0,
1998-04,78.9,
1998-05,78.6,
1998-06,75.9,
1998-07,76.7,
1998-08,77.4,
1998-09,74.6,
1998-10,73.3,
1998-11,72.3,
1998-12,78.8,
1999-01,74.9,
1999-02,74.4,
1999-03,75.3,
1999-04,75.7,
1999-05,75.2,
1999-06,75.4,
1999-07,77.0,
1999-08,80.6,
1999-09,79.5,
1999-10,79.4,
1999-11,80.8,
1999-12,82.8,
2000-01,79.4,
2000-02,80.3,
2000-03,83.5,
2000-04,89.1,
2000-05,89.8,
2000-06,88.9,
2000-07,90.4,
2000-08,88.3,
2000-09,88.2,
2000-10,91.0,
2000-11,91.7,
2000-12,89.4,
2001-01,87.2,
2001-02,86.9,
2001-03,86.3,
2001-04,83.9,
2001-05,85.5,
2001-06,85.0,
2001-07,85.3,
2001-08,85.4,
2001-09,85.6,
2001-10,83.0,
2001-11,83.3,
2001-12,86.5,
2002-01,86.8,
2002-02,85.2,
2002-03,86.0,
2002-04,84.7,
2002-05,84.3,
2002-06,86.5,
2002-07,85.2,
2002-08,84.9,
2002-09,85.7,
2002-10,87.7,
2002-11,87.8,
2002-12,84.1,
2003-01,86.2,
2003-02,85.9,
2003-03,86.1,
2003-04,85.4,
2003-05,84.3,
2003-06,82.3,
2003-07,84.3,
2003-08,83.1,
2003-09,84.4,
2003-10,85.0,
2003-11,84.8,
2003-12,86.0,
2004-01,86.0,
2004-02,86.3,
2004-03,84.5,
2004-04,86.0,
2004-05,82.3,
2004-06,86.9,
2004-07,85.0,
2004-08,84.3,
2004-09,86.4,
2004-10,83.8,
2004-11,83.5,
2004-12,85.7,
2005-01,84.3,
2005-02,84.4,
2005-03,86.0,
2005-04,84.7,
2005-05,87.0,
2005-06,89.7,
2005-07,93.3,
2005-08,84.8,
2005-09,85.5,
2005-10,86.6,
2005-11,87.9,
2005-12,87.5,
2006-01,86.5,
2006-02,87.3,
2006-03,87.7,
2006-04,90.5,
2006-05,91.1,
2006-06,93.4,
2006-07,91.6,
2006-08,92.1,
2006-09,92.9,
2006-10,93.5,
2006-11,96.0,
2006-12,95.2,
2007-01,96.6,
2007-02,95.2,
2007-03,94.9,
2007-04,97.3,
2007-05,99.6,
2007-06,101.1,
2007-07,99.9,
2007-08,100.9,
2007-09,99.0,
2007-10,100.7,
2007-11,101.0,
2007-12,95.6,
2008-01,104.7,
2008-02,101.9,
2008-03,102.2,
2008-04,100.4,
2008-05,100.4,
2008-06,98.3,
2008-07,99.3,
2008-08,101.8,
2008-09,98.6,
2008-10,98.3,
2008-11,94.5,
2008-12,93.0,
2009-01,90.9,
2009-02,87.5,
2009-03,85.4,
2009-04,87.2,
2009-05,85.7,
2009-06,87.5,
2009-07,89.4,
2009-08,89.4,
2009-09,90.8,
2009-10,91.6,
2009-11,90.9,
2009-12,94.5,
2010-01,95.9,
2010-02,94.0,
2010-03,98.1,
2010-04,99.7,
2010-05,101.4,
2010-06,99.9,
2010-07,100.1,
2010-08,101.1,
2010-09,101.0,
2010-10,100.0,
2010-11,100.4,
2010-12,102.6,
2011-01,105.2,
2011-02,106.1,
2011-03,105.9,
2011-04,109.2,
2011-05,105.1,
2011-06,105.2,
2011-07,111.0,
2011-08,107.3,
2011-09,106.6,
2011-10,107.1,
2011-11,104.1,
2011-12,105.3,
2012-01,102.2,
2012-02,101.3,
2012-03,104.4,
2012-04,101.8,
2012-05,105.3,
2012-06,104.1,
2012-07,101.9,
2012-08,101.7,
2012-09,102.1,
2012-10,101.0,
2012-11,100.3,
2012-12,99.8,
2013-01,101.8,
2013-02,99.0,
2013-03,98.4,
2013-04,98.7,
2013-05,98.8,
2013-06,97.9,
2013-07,101.0,
2013-08,99.7,
2013-09,99.9,
2013-10,101.2,
2013-11,102.9,
2013-12,97.2,
2014-01,106.1,
2014-02,102.2,
2014-03,101.5,
2014-04,104.8,
2014-05,98.9,
2014-06,103.0,
2014-07,103.1,
2014-08,102.0,
2014-09,102.3,
2014-10,100.1,
2014-11,102.8,
2014-12,102.1,Provisional value
