"",BBK01.QUX876,BBK01.QUX876_FLAGS
"","Consolidated German banks: Claims on non-residents, total (excluding participating interests) / Malaysia / Euro",
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 08:39:07,
2002-03,0.368,
2002-04,0.381,
2002-05,0.442,
2002-06,0.505,
2002-07,0.505,
2002-08,0.562,
2002-09,0.654,
2002-10,0.584,
2002-11,0.596,
2002-12,0.593,
2003-01,0.589,
2003-02,0.614,
2003-03,0.670,
2003-04,0.702,
2003-05,0.713,
2003-06,0.642,
2003-07,0.701,
2003-08,0.670,
2003-09,1.402,
2003-10,1.194,
2003-11,1.180,
2003-12,0.979,
2004-01,0.855,
2004-02,0.627,
2004-03,0.770,
2004-04,0.756,
2004-05,0.724,
2004-06,0.696,
2004-07,0.739,
2004-08,0.728,
2004-09,0.732,
2004-10,0.705,
2004-11,0.743,
2004-12,0.702,
2005-01,0.759,
2005-02,0.707,
2005-03,0.695,
2005-04,0.619,
2005-05,0.623,
2005-06,0.595,
2005-07,0.579,
2005-08,0.570,
2005-09,0.551,
2005-10,0.585,
2005-11,0.455,
2005-12,0.387,
2006-01,0.377,
2006-02,0.422,
2006-03,0.352,
2006-04,0.352,
2006-05,0.322,
2006-06,0.383,
2006-07,0.566,
2006-08,0.587,
2006-09,0.337,
2006-10,0.347,
2006-11,0.356,
2006-12,0.341,
2007-01,0.316,
2007-02,0.331,
2007-03,0.311,
2007-04,0.288,
2007-05,0.297,
2007-06,0.295,
2007-07,0.273,
2007-08,0.301,
2007-09,0.163,
2007-10,0.282,
2007-11,0.439,
2007-12,0.398,
2008-01,0.403,
2008-02,0.350,
2008-03,0.327,
2008-04,0.281,
2008-05,0.343,
2008-06,0.269,
2008-07,0.296,
2008-08,0.342,
2008-09,0.305,
2008-10,0.187,
2008-11,0.176,
2008-12,0.217,
2009-01,0.208,
2009-02,0.207,
2009-03,0.229,
2009-04,0.220,
2009-05,0.157,
2009-06,0.135,
2009-07,0.128,
2009-08,0.143,
2009-09,0.110,
2009-10,0.160,
2009-11,0.181,
2009-12,0.160,
2010-01,0.220,
2010-02,0.173,
2010-03,0.113,
2010-04,0.144,
2010-05,0.136,
2010-06,0.125,
2010-07,0.106,
2010-08,0.163,
2010-09,0.130,
2010-10,0.182,
2010-11,0.132,
2010-12,0.169,
2011-01,0.143,
2011-02,0.154,
2011-03,0.140,
2011-04,0.107,
2011-05,0.134,
2011-06,0.123,
2011-07,0.140,
2011-08,0.169,
2011-09,0.133,
2011-10,0.154,
2011-11,0.165,
2011-12,0.168,
2012-01,0.174,
2012-02,0.133,
2012-03,0.146,
2012-04,0.162,
2012-05,0.164,
2012-06,0.146,
2012-07,0.099,
2012-08,0.093,
2012-09,0.077,
2012-10,0.080,
2012-11,0.080,
2012-12,0.067,
2013-01,0.064,
2013-02,0.095,
2013-03,0.272,
2013-04,0.066,
2013-05,0.064,
2013-06,0.062,
2013-07,0.071,
2013-08,0.070,
2013-09,0.064,
2013-10,0.065,
2013-11,0.062,
2013-12,0.064,
2014-01,0.065,
2014-02,0.072,
2014-03,0.057,
2014-04,0.101,
2014-05,0.067,
2014-06,0.067,
2014-07,0.072,
2014-08,0.081,
2014-09,0.069,
2014-10,0.065,
