"",BBK01.TUE322,BBK01.TUE322_FLAGS
"",Capital and reserves / Euro area,
unit,EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:19:16,
1997-09,689228,
1997-10,685486,
1997-11,687837,
1997-12,700249,
1998-01,700179,
1998-02,699156,
1998-03,707679,
1998-04,696619,
1998-05,706714,
1998-06,720603,
1998-07,719315,
1998-08,718592,
1998-09,694647,
1998-10,690334,
1998-11,687430,
1998-12,681385,
1999-01,722751,
1999-02,720066,
1999-03,732873,
1999-04,743513,
1999-05,748159,
1999-06,757477,
1999-07,760394,
1999-08,759639,
1999-09,767052,
1999-10,774816,
1999-11,778553,
1999-12,807714,
2000-01,825639,
2000-02,828701,
2000-03,842528,
2000-04,852531,
2000-05,853617,
2000-06,877622,
2000-07,893984,
2000-08,898243,
2000-09,926369,
2000-10,932908,
2000-11,920771,
2000-12,893500,
2001-01,908895,
2001-02,911295,
2001-03,926961,
2001-04,928020,
2001-05,940030,
2001-06,965726,
2001-07,955189,
2001-08,959817,
2001-09,970354,
2001-10,981080,
2001-11,982570,
2001-12,995210,
2002-01,1007547,
2002-02,1011485,
2002-03,1010682,
2002-04,1004596,
2002-05,1008776,
2002-06,985798,
2002-07,993443,
2002-08,1004303,
2002-09,1015884,
2002-10,1013984,
2002-11,1016229,
2002-12,1006436,
2003-01,1012062,
2003-02,1005471,
2003-03,1002744,
2003-04,999601,
2003-05,996205,
2003-06,998973,
2003-07,1000874,
2003-08,1015139,
2003-09,1017852,
2003-10,1015445,
2003-11,1015423,
2003-12,1010167,
2004-01,1008738,
2004-02,1006714,
2004-03,1025858,
2004-04,1021991,
2004-05,1019484,
2004-06,1024006,
2004-07,1031239,
2004-08,1038003,
2004-09,1044633,
2004-10,1046971,
2004-11,1055651,
2004-12,1051559,
2005-01,1054407,
2005-02,1058237,
2005-03,1067293,
2005-04,1068100,
2005-05,1080464,
2005-06,1133440,
2005-07,1136417,
2005-08,1143210,
2005-09,1166782,
2005-10,1164002,
2005-11,1179042,
2005-12,1203233,
2006-01,1228390,
2006-02,1248748,
2006-03,1257469,
2006-04,1252502,
2006-05,1241500,
2006-06,1246103,
2006-07,1276534,
2006-08,1275156,
2006-09,1278180,
2006-10,1287215,
2006-11,1282546,
2006-12,1283240,
2007-01,1295085,
2007-02,1306136,
2007-03,1349964,
2007-04,1351180,
2007-05,1327732,
2007-06,1355090,
2007-07,1380239,
2007-08,1380358,
2007-09,1396288,
2007-10,1463598,
2007-11,1460071,
2007-12,1489407,
2008-01,1521293,
2008-02,1522549,
2008-03,1503554,
2008-04,1494065,
2008-05,1483172,
2008-06,1491468,
2008-07,1514001,
2008-08,1523688,
2008-09,1560782,
2008-10,1562667,
2008-11,1607215,
2008-12,1611548,
2009-01,1656553,
2009-02,1673045,
2009-03,1640153,
2009-04,1639543,
2009-05,1652162,
2009-06,1686173,
2009-07,1694466,
2009-08,1713217,
2009-09,1736496,
2009-10,1744668,
2009-11,1785048,
2009-12,1798515,
2010-01,1796021,
2010-02,1816512,
2010-03,1828584,
2010-04,1842640,
2010-05,1887956,
2010-06,1972722,
2010-07,1933606,
2010-08,1976452,
2010-09,1954302,
2010-10,1965943,
2010-11,2002806,
2010-12,2021127,
2011-01,2001814,
2011-02,2031570,
2011-03,2037092,
2011-04,2041432,
2011-05,2069199,
2011-06,2084476,
2011-07,2149256,
2011-08,2203388,
2011-09,2182184,
2011-10,2185032,
2011-11,2198740,
2011-12,2219055,
2012-01,2273343,
2012-02,2290773,
2012-03,2271145,
2012-04,2268874,
2012-05,2276214,
2012-06,2312335,
2012-07,2353670,
2012-08,2361899,
2012-09,2405831,
2012-10,2394395,
2012-11,2408870,
2012-12,2396445,
2013-01,2387693,
2013-02,2378244,
2013-03,2414252,
2013-04,2390073,
2013-05,2377771,
2013-06,2335879,
2013-07,2365161,
2013-08,2391428,
2013-09,2372876,
2013-10,2376769,
2013-11,2357691,
2013-12,2339957,
2014-01,2384584,
2014-02,2405167,
2014-03,2421984,
2014-04,2433475,
2014-05,2426889,
2014-06,2456924,
2014-07,2468953,
2014-08,2493587,
2014-09,2508468,
2014-10,2491208,
2014-11,2504086,
2014-12,2467722,
2015-01,2560072,
