"",BBK01.TVD451,BBK01.TVD451_FLAGS
2000-02,-3366,
2000-03,8105,
2000-04,11884,
2000-05,-1019,
2000-06,3144,
2000-07,7111,
2000-08,6950,
2000-09,22581,
2000-10,6353,
2000-11,2663,
2000-12,-10076,
2001-01,-6331,
2001-02,2686,
2001-03,12666,
2001-04,8614,
2001-05,151,
2001-06,-8512,
2001-07,-13686,
2001-08,-1311,
2001-09,9724,
2001-10,2666,
2001-11,4874,
2001-12,-13769,
2002-01,-6126,
2002-02,-3356,
2002-03,-5587,
2002-04,5777,
2002-05,-1938,
2002-06,5564,
2002-07,1519,
2002-08,119,
2002-09,10584,
2002-10,1487,
2002-11,3161,
2002-12,-2411,
2003-01,-5268,
2003-02,-1642,
2003-03,-2281,
2003-04,3106,
2003-05,-3734,
2003-06,2691,
2003-07,-5217,
2003-08,-3029,
2003-09,4827,
2003-10,-1365,
2003-11,2870,
2003-12,-5040,
2004-01,-15503,
2004-02,3880,
2004-03,5100,
2004-04,6525,
2004-05,-3933,
2004-06,-708,
2004-07,-973,
2004-08,-1161,
2004-09,8384,
2004-10,6727,
2004-11,4927,
2004-12,2504,
2005-01,-8597,
2005-02,-6988,
2005-03,4739,
2005-04,3517,
2005-05,-2090,
2005-06,863,
2005-07,1262,
2005-08,4287,
2005-09,9741,
2005-10,7953,
2005-11,9478,
2005-12,-14477,
2006-01,224,
2006-02,-3935,
2006-03,9282,
2006-04,6814,
2006-05,3307,
2006-06,-5153,
2006-07,-2319,
2006-08,-990,
2006-09,15602,
2006-10,4231,
2006-11,8976,
2006-12,536,
2007-01,4847,
2007-02,2869,
2007-03,11007,
2007-04,5797,
2007-05,-2933,
2007-06,4750,
2007-07,1486,
2007-08,7037,
2007-09,18693,
2007-10,10643,
2007-11,7183,
2007-12,-3059,
2008-01,-10364,
2008-02,3190,
2008-03,4723,
2008-04,11385,
2008-05,-2924,
2008-06,2078,
2008-07,977,
2008-08,19727,
2008-09,17506,
2008-10,806,
2008-11,7275,
2008-12,1697,
2009-01,-22889,
2009-02,-7766,
2009-03,27135,
2009-04,-19263,
2009-05,-25751,
2009-06,-20416,
2009-07,-1368,
2009-08,12654,
2009-09,6836,
2009-10,2399,
2009-11,1760,
2009-12,-18379,
2010-01,-18079,
2010-02,-10085,
2010-03,10079,
2010-04,-10379,
2010-05,4927,
2010-06,22028,
2010-07,-24365,
2010-08,8163,
2010-09,-4416,
2010-10,1735,
2010-11,14472,
2010-12,-72697,
2011-01,-106556,
2011-02,-44131,
2011-03,-72134,
2011-04,4344,
2011-05,44702,
2011-06,-78598,
2011-07,121594,
2011-08,167247,
2011-09,143789,
2011-10,-121440,
2011-11,-7156,
2011-12,86118,
2012-01,-7948,
2012-02,-43712,
2012-03,-56153,
2012-04,38271,
2012-05,252637,
2012-06,-167653,
2012-07,90770,
2012-08,-39026,
2012-09,-49424,
2012-10,-54550,
2012-11,-3610,
2012-12,-28117,
2013-01,-102929,
2013-02,-9396,
2013-03,8425,
2013-04,4744,
2013-05,-101745,
2013-06,-91232,
2013-07,-18301,
2013-08,-72071,
2013-09,21441,
2013-10,4167,
2013-11,-3774,
2013-12,-56460,
2014-01,19751,
2014-02,-33225,
2014-03,-9685,
2014-04,-1916,
2014-05,28408,
2014-06,-772,
2014-07,20316,
2014-08,83387,
2014-09,-10906,
2014-10,6261,
2014-11,46076,
2014-12,30844,
2015-01,133712,
