"",BBK01.TS5532,BBK01.TS5532_FLAGS
"",Deposits of non-MFIs / Total / Overnight / Domestic / Index / Seasonally adjusted,
unit,1208=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-27 09:16:50,
1995-01,29.59361,
1995-02,29.65640,
1995-03,29.24179,
1995-04,29.64098,
1995-05,30.23087,
1995-06,30.07932,
1995-07,30.41233,
1995-08,30.59637,
1995-09,30.87439,
1995-10,31.25632,
1995-11,31.95360,
1995-12,32.34169,
1996-01,32.31593,
1996-02,32.69640,
1996-03,32.90910,
1996-04,33.28715,
1996-05,33.37194,
1996-06,33.62224,
1996-07,34.01286,
1996-08,34.21881,
1996-09,34.69870,
1996-10,35.29193,
1996-11,35.82949,
1996-12,35.90509,
1997-01,36.35832,
1997-02,36.49337,
1997-03,36.71424,
1997-04,36.99267,
1997-05,37.41047,
1997-06,37.59424,
1997-07,38.20320,
1997-08,38.55583,
1997-09,38.50249,
1997-10,38.67501,
1997-11,38.80721,
1997-12,38.96651,
1998-01,38.80446,
1998-02,39.13522,
1998-03,39.79879,
1998-04,40.74307,
1998-05,40.53436,
1998-06,41.03170,
1998-07,40.98612,
1998-08,42.10563,
1998-09,42.66259,
1998-10,43.46439,
1998-11,43.80982,
1998-12,45.11812,
1999-01,46.09923,
1999-02,46.56896,
1999-03,46.66648,
1999-04,47.58318,
1999-05,48.36758,
1999-06,49.27125,
1999-07,49.62747,
1999-08,49.98457,
1999-09,50.44210,
1999-10,50.46873,
1999-11,50.78807,
1999-12,49.43414,
2000-01,51.76058,
2000-02,52.80023,
2000-03,52.94733,
2000-04,53.71787,
2000-05,52.99985,
2000-06,52.38572,
2000-07,52.16011,
2000-08,52.04387,
2000-09,51.52157,
2000-10,51.71893,
2000-11,52.10295,
2000-12,52.25644,
2001-01,52.94682,
2001-02,54.38082,
2001-03,54.69877,
2001-04,55.27320,
2001-05,55.83978,
2001-06,56.66320,
2001-07,56.80754,
2001-08,58.09284,
2001-09,59.62547,
2001-10,60.12980,
2001-11,60.99431,
2001-12,62.03832,
2002-01,62.63320,
2002-02,62.53645,
2002-03,62.74637,
2002-04,63.37826,
2002-05,64.72533,
2002-06,65.54421,
2002-07,66.02222,
2002-08,66.15669,
2002-09,66.67836,
2002-10,67.33799,
2002-11,68.58207,
2002-12,69.87539,
2003-01,69.15425,
2003-02,69.81536,
2003-03,71.07959,
2003-04,72.23716,
2003-05,72.78840,
2003-06,74.33043,
2003-07,73.83401,
2003-08,74.66993,
2003-09,75.56114,
2003-10,75.97487,
2003-11,76.10337,
2003-12,76.03613,
2004-01,77.37269,
2004-02,77.64999,
2004-03,78.24085,
2004-04,79.14182,
2004-05,78.80148,
2004-06,78.74104,
2004-07,78.82584,
2004-08,79.80945,
2004-09,80.41550,
2004-10,80.67151,
2004-11,81.49694,
2004-12,79.14124,
2005-01,81.77691,
2005-02,82.35373,
2005-03,83.15960,
2005-04,83.58017,
2005-05,84.52476,
2005-06,85.05726,
2005-07,86.38790,
2005-08,87.58210,
2005-09,87.54331,
2005-10,88.07423,
2005-11,87.67521,
2005-12,87.79422,
2006-01,88.31463,
2006-02,88.01273,
2006-03,89.12626,
2006-04,89.77063,
2006-05,91.00139,
2006-06,90.59552,
2006-07,90.62545,
2006-08,90.56546,
2006-09,89.95125,
2006-10,89.24298,
2006-11,90.01725,
2006-12,91.56217,
2007-01,91.78648,
2007-02,91.82319,
2007-03,92.26281,
2007-04,92.28136,
2007-05,92.90285,
2007-06,93.70621,
2007-07,95.39820,
2007-08,94.95273,
2007-09,95.59765,
2007-10,94.56277,
2007-11,95.43105,
2007-12,94.59124,
2008-01,94.80176,
2008-02,94.74977,
2008-03,95.28885,
2008-04,94.38862,
2008-05,94.28534,
2008-06,94.91913,
2008-07,93.04228,
2008-08,93.47239,
2008-09,94.50541,
2008-10,97.63001,
2008-11,97.44433,
2008-12,99.62525,
2009-01,105.20670,
2009-02,108.42475,
2009-03,109.00069,
2009-04,113.07759,
2009-05,112.92925,
2009-06,115.57656,
2009-07,116.86464,
2009-08,118.37687,
2009-09,121.16053,
2009-10,124.20930,
2009-11,124.49710,
2009-12,124.52507,
2010-01,128.20212,
2010-02,128.59324,
2010-03,127.80432,
2010-04,131.74910,
2010-05,133.36784,
2010-06,134.28415,
2010-07,134.43910,
2010-08,135.25599,
2010-09,135.33054,
2010-10,134.97290,
2010-11,135.63219,
2010-12,136.07492,
2011-01,137.57744,
2011-02,136.33847,
2011-03,137.75114,
2011-04,137.94797,
2011-05,138.02267,
2011-06,138.67572,
2011-07,138.93643,
2011-08,141.02570,
2011-09,141.23010,
2011-10,141.67455,
2011-11,142.77991,
2011-12,142.83253,
2012-01,143.50013,
2012-02,144.41996,
2012-03,146.44563,
2012-04,147.44332,
2012-05,149.18191,
2012-06,151.55278,
2012-07,153.05231,
2012-08,154.51793,
2012-09,156.92141,
2012-10,159.77198,
2012-11,160.45678,
2012-12,161.58306,
2013-01,163.51876,
2013-02,164.71542,
2013-03,165.70003,
2013-04,167.18180,
2013-05,168.54475,
2013-06,169.65107,
2013-07,171.62722,
2013-08,173.03580,
2013-09,173.93081,
2013-10,174.80819,
2013-11,175.09231,
2013-12,175.93430,
2014-01,176.82422,
2014-02,178.29026,
2014-03,178.91203,
2014-04,180.70083,
2014-05,181.89628,
2014-06,181.72683,
2014-07,183.70970,
2014-08,185.32690,
2014-09,186.08439,
2014-10,187.43129,
2014-11,187.63008,
2014-12,189.29728,Provisional value
2015-01,191.32541,
"",General: 1 Statistical changes have been eliminated.,
