"",BBK01.WX0030,BBK01.WX0030_FLAGS
"",Disount interest rates pursuant to section 253 (2) of the German Commercial Code including spread / residual maturity of 8.0 years / end of month,
unit,,
unit multiplier,one,
last update,2015-02-02 10:29:05,
2008-12,4.82,
2009-01,4.83,
2009-02,4.83,
2009-03,4.84,
2009-04,4.84,
2009-05,4.84,
2009-06,4.83,
2009-07,4.82,
2009-08,4.82,Corrected value
2009-09,4.81,
2009-10,4.80,Corrected value
2009-11,4.79,Corrected value
2009-12,4.78,
2010-01,4.78,
2010-02,4.77,
2010-03,4.76,
2010-04,4.76,
2010-05,4.75,
2010-06,4.75,
2010-07,4.74,
2010-08,4.73,
2010-09,4.72,
2010-10,4.70,
2010-11,4.70,
2010-12,4.69,
2011-01,4.69,
2011-02,4.69,
2011-03,4.69,
2011-04,4.69,
2011-05,4.69,
2011-06,4.68,
2011-07,4.68,
2011-08,4.68,
2011-09,4.69,
2011-10,4.68,
2011-11,4.69,
2011-12,4.69,
2012-01,4.69,
2012-02,4.68,
2012-03,4.68,
2012-04,4.67,
2012-05,4.66,
2012-06,4.65,
2012-07,4.64,
2012-08,4.63,
2012-09,4.62,
2012-10,4.60,
2012-11,4.59,
2012-12,4.57,
2013-01,4.56,
2013-02,4.54,
2013-03,4.52,
2013-04,4.49,
2013-05,4.47,
2013-06,4.45,
2013-07,4.42,
2013-08,4.41,
2013-09,4.39,
2013-10,4.37,
2013-11,4.36,
2013-12,4.34,
2014-01,4.32,
2014-02,4.29,
2014-03,4.27,
2014-04,4.24,
2014-05,4.21,
2014-06,4.17,
2014-07,4.14,
2014-08,4.10,
2014-09,4.05,
2014-10,4.01,
2014-11,3.96,
2014-12,3.91,
2015-01,3.86,
