"",BBFB1.M.N.DE.W1.S1.S1.T.D.SC32___BH._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SC32___BH._Z._Z._Z._T._X.N_FLAGS
"",Current account / Transport / Other modes of transport / Frachten / Expenditure / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:37:34,
1991-01,298.208,
1991-02,292.490,
1991-03,288.894,
1991-04,257.723,
1991-05,261.563,
1991-06,280.262,
1991-07,316.265,
1991-08,302.876,
1991-09,300.569,
1991-10,333.117,
1991-11,332.486,
1991-12,333.067,
1992-01,332.353,
1992-02,328.265,
1992-03,341.104,
1992-04,347.267,
1992-05,348.912,
1992-06,355.521,
1992-07,328.271,
1992-08,326.735,
1992-09,324.031,
1992-10,307.532,
1992-11,309.761,
1992-12,343.666,
1993-01,352.337,
1993-02,348.687,
1993-03,277.946,
1993-04,361.541,
1993-05,355.312,
1993-06,297.946,
1993-07,368.886,
1993-08,359.736,
1993-09,282.427,
1993-10,385.783,
1993-11,382.906,
1993-12,323.323,
1994-01,352.803,
1994-02,360.781,
1994-03,360.257,
1994-04,375.433,
1994-05,382.594,
1994-06,385.033,
1994-07,369.845,
1994-08,376.479,
1994-09,371.882,
1994-10,395.856,
1994-11,405.326,
1994-12,406.975,
1995-01,410.524,
1995-02,401.967,
1995-03,431.200,
1995-04,401.008,
1995-05,428.545,
1995-06,427.940,
1995-07,398.119,
1995-08,396.493,
1995-09,402.683,
1995-10,433.136,
1995-11,427.092,
1995-12,425.575,
1996-01,421.309,
1996-02,416.310,
1996-03,441.327,
1996-04,431.812,
1996-05,432.825,
1996-06,435.377,
1996-07,425.334,
1996-08,405.913,
1996-09,412.256,
1996-10,474.243,
1996-11,463.037,
1996-12,451.904,
1997-01,435.439,
1997-02,470.014,
1997-03,459.168,
1997-04,489.502,
1997-05,482.031,
1997-06,512.917,
1997-07,523.588,
1997-08,438.997,
1997-09,513.236,
1997-10,538.612,
1997-11,513.580,
1997-12,507.929,
1998-01,508.301,
1998-02,497.884,
1998-03,565.417,
1998-04,565.645,
1998-05,519.306,
1998-06,558.475,
1998-07,599.593,
1998-08,482.680,
1998-09,535.783,
1998-10,578.659,
1998-11,538.204,
1998-12,552.397,
1999-01,477.545,
1999-02,506.861,
1999-03,570.936,
1999-04,553.232,
1999-05,556.304,
1999-06,586.065,
1999-07,566.703,
1999-08,552.409,
1999-09,564.157,
1999-10,602.902,
1999-11,647.052,
1999-12,611.351,
2000-01,596.272,
2000-02,637.011,
2000-03,681.706,
2000-04,604.271,
2000-05,737.007,
2000-06,672.235,
2000-07,675.531,
2000-08,686.729,
2000-09,686.085,
2000-10,728.120,
2000-11,775.681,
2000-12,705.825,
2001-01,736.803,
2001-02,715.118,
2001-03,758.025,
2001-04,721.399,
2001-05,742.972,
2001-06,738.386,
2001-07,753.213,
2001-08,683.392,
2001-09,667.254,
2001-10,745.122,
2001-11,727.298,
2001-12,625.564,
2002-01,657.145,
2002-02,674.017,
2002-03,695.111,
2002-04,744.262,
2002-05,671.821,
2002-06,727.445,
2002-07,709.526,
2002-08,675.630,
2002-09,718.355,
2002-10,768.113,
2002-11,765.142,
2002-12,671.503,
2003-01,717.899,
2003-02,711.219,
2003-03,747.077,
2003-04,733.363,
2003-05,730.818,
2003-06,727.247,
2003-07,771.964,
2003-08,662.509,
2003-09,753.366,
2003-10,785.011,
2003-11,806.733,
2003-12,740.678,
2004-01,805.373,
2004-02,763.655,
2004-03,859.114,
2004-04,844.046,
2004-05,794.450,
2004-06,808.037,
2004-07,841.036,
2004-08,753.839,
2004-09,835.181,
2004-10,854.141,
2004-11,890.175,
2004-12,815.086,
2005-01,798.335,
2005-02,777.259,
2005-03,806.844,
2005-04,806.671,
2005-05,871.537,
2005-06,812.782,
2005-07,754.497,
2005-08,833.975,
2005-09,804.190,
2005-10,849.057,
2005-11,845.993,
2005-12,804.977,
2006-01,855.619,
2006-02,807.168,
2006-03,879.084,
2006-04,845.392,
2006-05,863.930,
2006-06,832.697,
2006-07,895.336,
2006-08,828.951,
2006-09,863.571,
2006-10,979.757,
2006-11,942.676,
2006-12,872.720,
2007-01,915.608,
2007-02,908.100,
2007-03,909.225,
2007-04,978.237,
2007-05,931.491,
2007-06,974.371,
2007-07,914.846,
2007-08,919.183,
2007-09,931.611,
2007-10,988.105,
2007-11,964.439,
2007-12,881.259,
2008-01,975.538,
2008-02,944.726,
2008-03,958.792,
2008-04,1009.726,
2008-05,1001.501,
2008-06,1020.745,
2008-07,1017.652,
2008-08,900.293,
2008-09,989.040,
2008-10,1037.886,
2008-11,945.904,
2008-12,772.016,
2009-01,778.730,
2009-02,762.296,
2009-03,804.140,
2009-04,748.337,
2009-05,802.652,
2009-06,836.902,
2009-07,858.959,
2009-08,812.280,
2009-09,894.959,
2009-10,890.557,
2009-11,846.116,
2009-12,844.177,
2010-01,834.509,
2010-02,872.437,
2010-03,1030.108,
2010-04,951.916,
2010-05,1075.215,
2010-06,1086.893,
2010-07,1039.513,
2010-08,1054.503,
2010-09,1056.225,
2010-10,1068.247,
2010-11,1056.296,
2010-12,1007.184,
2011-01,1038.882,
2011-02,990.326,
2011-03,1079.898,
2011-04,1008.265,
2011-05,1028.397,
2011-06,1031.546,
2011-07,1008.251,
2011-08,988.849,
2011-09,1041.312,
2011-10,987.819,
2011-11,1010.422,
2011-12,945.168,
2012-01,952.597,
2012-02,988.795,
2012-03,1130.994,
2012-04,979.563,
2012-05,1045.758,
2012-06,1018.975,
2012-07,1020.378,
2012-08,956.897,
2012-09,980.405,
2012-10,1108.365,
2012-11,1004.480,
2012-12,928.301,
2013-01,931.237,
2013-02,890.564,
2013-03,994.365,
2013-04,977.032,
2013-05,992.165,
2013-06,989.181,
2013-07,982.399,
2013-08,1228.289,
2013-09,980.066,
2013-10,1045.129,
2013-11,1071.315,
2013-12,998.204,
2014-01,1006.542,
2014-02,1019.053,Provisional value
2014-03,1031.747,Provisional value
2014-04,1042.324,Provisional value
2014-05,1018.648,Provisional value
2014-06,1034.362,Provisional value
2014-07,1074.823,Provisional value
2014-08,1029.084,Provisional value
2014-09,1127.325,
2014-10,1142.763,
2014-11,1103.069,
2014-12,1101.472,Provisional value
