"",BBK01.TUD425,BBK01.TUD425_FLAGS
"",Claims on non-euro-area residents / of which: Loans / German contribution,
unit,DM/EURO (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-26 15:20:11,
1979-12,49625,
1980-01,48847,
1980-02,49411,
1980-03,52344,
1980-04,53302,
1980-05,53044,
1980-06,52728,
1980-07,52085,
1980-08,53156,
1980-09,53131,
1980-10,55686,
1980-11,58001,
1980-12,57257,
1981-01,57536,
1981-02,57570,
1981-03,59069,
1981-04,58081,
1981-05,60699,
1981-06,60604,
1981-07,61657,
1981-08,62253,
1981-09,60887,
1981-10,62406,
1981-11,64197,
1981-12,65803,
1982-01,63763,
1982-02,64853,
1982-03,64831,
1982-04,63611,
1982-05,64270,
1982-06,64632,
1982-07,64360,
1982-08,64763,
1982-09,65661,
1982-10,66055,
1982-11,67065,
1982-12,67644,
1983-01,65667,
1983-02,65128,
1983-03,63899,
1983-04,64157,
1983-05,65023,
1983-06,67358,
1983-07,66044,
1983-08,65785,
1983-09,67220,
1983-10,67708,
1983-11,69230,
1983-12,71237,
1984-01,69959,
1984-02,70330,
1984-03,70225,
1984-04,69591,
1984-05,70749,
1984-06,71220,
1984-07,71006,
1984-08,71238,
1984-09,75519,
1984-10,76847,
1984-11,78814,
1984-12,83147,
1985-01,82094,
1985-02,86370,
1985-03,84307,
1985-04,83603,
1985-05,83054,
1985-06,87248,
1985-07,84950,
1985-08,85509,
1985-09,85770,
1985-10,87438,
1985-11,89292,
1985-12,96662,
1986-01,95606,
1986-02,99494,
1986-03,100841,
1986-04,100452,
1986-05,103433,
1986-06,105183,
1986-07,103390,
1986-08,107336,
1986-09,113188,
1986-10,112752,
1986-11,118399,
1986-12,119905,
1987-01,119113,
1987-02,120839,
1987-03,124535,
1987-04,125233,
1987-05,128621,
1987-06,131936,
1987-07,130178,
1987-08,130524,
1987-09,130670,
1987-10,129756,
1987-11,128230,
1987-12,127406,
1988-01,126286,
1988-02,127780,
1988-03,126617,
1988-04,124952,
1988-05,126742,
1988-06,132459,
1988-07,134652,
1988-08,137678,
1988-09,140827,
1988-10,140635,
1988-11,141327,
1988-12,141193,
1989-01,137722,
1989-02,136094,
1989-03,138484,
1989-04,141150,
1989-05,147797,
1989-06,151899,
1989-07,151657,
1989-08,154692,
1989-09,156663,
1989-10,157883,
1989-11,168217,
1989-12,171209,
1990-01,170154,
1990-02,172873,
1990-03,172421,
1990-04,174002,
1990-05,176454,
1990-06,188915,
1990-07,190618,
1990-08,191038,
1990-09,195204,
1990-10,191323,
1990-11,196303,
1990-12,201717,
1991-01,198555,
1991-02,206130,
1991-03,206734,
1991-04,199834,
1991-05,197496,
1991-06,202076,
1991-07,195844,
1991-08,197736,
1991-09,196970,
1991-10,198573,
1991-11,203563,
1991-12,204430,
1992-01,203769,
1992-02,202704,
1992-03,202976,
1992-04,201785,
1992-05,199486,
1992-06,194399,
1992-07,193983,
1992-08,194759,
1992-09,195008,
1992-10,204448,
1992-11,208233,
1992-12,203751,
1993-01,200475,
1993-02,208646,
1993-03,213783,
1993-04,213968,
1993-05,216990,
1993-06,231548,
1993-07,232091,
1993-08,219001,
1993-09,226845,
1993-10,230036,
1993-11,239243,
1993-12,258087,
1994-01,257255,
1994-02,255588,
1994-03,242638,
1994-04,239276,
1994-05,235510,
1994-06,233743,
1994-07,224532,
1994-08,227474,
1994-09,225138,
1994-10,222089,
1994-11,231700,
1994-12,245240,
1995-01,237443,
1995-02,237529,
1995-03,234609,
1995-04,241180,
1995-05,247576,
1995-06,250953,
1995-07,254221,
1995-08,266849,
1995-09,269110,
1995-10,266893,
1995-11,269240,
1995-12,268927,
1996-01,266861,
1996-02,270144,
1996-03,272359,
1996-04,274502,
1996-05,277260,
1996-06,279754,
1996-07,272550,
1996-08,276539,
1996-09,280699,
1996-10,269347,
1996-11,283425,
1996-12,294122,
1997-01,298536,
1997-02,306771,
1997-03,312587,
1997-04,318851,
1997-05,317593,
1997-06,329115,
1997-07,340897,
1997-08,337272,
1997-09,332459,
1997-10,343825,
1997-11,354568,
1997-12,363095,
1998-01,359632,
1998-02,362413,
1998-03,373166,
1998-04,370062,
1998-05,371716,
1998-06,381327,
1998-07,375318,
1998-08,395232,
1998-09,384452,
1998-10,379937,
1998-11,400205,
1998-12,387570,
1999-01,396368,
1999-02,365697,
1999-03,377992,
1999-04,387821,
1999-05,377463,
1999-06,374329,
1999-07,383426,
1999-08,387387,
1999-09,382239,
1999-10,396859,
1999-11,415142,
1999-12,404195,
2000-01,414320,
2000-02,425048,
2000-03,425650,
2000-04,449147,
2000-05,446434,
2000-06,431984,
2000-07,439231,
2000-08,456638,
2000-09,456434,
2000-10,482670,
2000-11,490433,
2000-12,481700,
2001-01,479776,
2001-02,500141,
2001-03,522583,
2001-04,536941,
2001-05,541088,
2001-06,535946,
2001-07,510397,
2001-08,531319,
2001-09,557970,
2001-10,563738,
2001-11,584769,
2001-12,572037,
2002-01,569865,
2002-02,566657,
2002-03,574574,
2002-04,568308,
2002-05,580617,
2002-06,559418,
2002-07,557935,
2002-08,566928,
2002-09,597517,
2002-10,608709,
2002-11,634218,
2002-12,589232,
2003-01,591764,
2003-02,612092,
2003-03,630930,
2003-04,641059,
2003-05,644338,
2003-06,668465,
2003-07,651605,
2003-08,641997,
2003-09,642447,
2003-10,643907,
2003-11,648233,
2003-12,645647,
2004-01,683017,
2004-02,680578,
2004-03,697233,
2004-04,722057,
2004-05,707515,
2004-06,695642,
2004-07,687672,
2004-08,696501,
2004-09,725546,
2004-10,727528,
2004-11,756578,
2004-12,730448,
2005-01,762670,
2005-02,771874,
2005-03,780746,
2005-04,835394,
2005-05,821113,
2005-06,815437,
2005-07,830948,
2005-08,815657,
2005-09,829766,
2005-10,832327,
2005-11,837830,
2005-12,796763,
2006-01,831373,
2006-02,846496,
2006-03,855956,
2006-04,859548,
2006-05,854920,
2006-06,892034,
2006-07,880436,
2006-08,880073,
2006-09,904004,
2006-10,893300,
2006-11,916927,
2006-12,936208,
2007-01,947746,
2007-02,955010,
2007-03,969352,
2007-04,980854,
2007-05,979254,
2007-06,996279,
2007-07,1004713,
2007-08,1005756,
2007-09,1039604,
2007-10,1022312,
2007-11,1031311,
2007-12,1026947,
2008-01,1005958,
2008-02,1022527,
2008-03,1035773,
2008-04,1061001,
2008-05,1054683,
2008-06,1013585,
2008-07,1011420,
2008-08,1026982,
2008-09,1106202,
2008-10,1166556,
2008-11,1078604,
2008-12,1008614,
2009-01,991390,
2009-02,974142,
2009-03,916924,
2009-04,960988,
2009-05,933936,
2009-06,912304,
2009-07,882127,
2009-08,856844,
2009-09,822549,
2009-10,822715,
2009-11,818615,
2009-12,821076,
2010-01,838835,
2010-02,832849,
2010-03,833879,
2010-04,879384,
2010-05,923692,
2010-06,864954,
2010-07,810570,
2010-08,834083,
2010-09,787298,
2010-10,781258,
2010-11,810255,
2010-12,792717,
2011-01,786341,
2011-02,789986,
2011-03,748051,
2011-04,787641,
2011-05,796940,
2011-06,753627,
2011-07,757797,
2011-08,779925,
2011-09,786703,
2011-10,754204,
2011-11,770140,
2011-12,770910,
2012-01,794508,
2012-02,778901,
2012-03,782053,
2012-04,786798,
2012-05,804476,
2012-06,772074,
2012-07,786045,
2012-08,787290,
2012-09,788088,
2012-10,784846,
2012-11,778093,
2012-12,744956,
2013-01,728819,
2013-02,739408,
2013-03,740480,
2013-04,736168,
2013-05,733668,
2013-06,723202,
2013-07,706393,
2013-08,703871,
2013-09,681795,
2013-10,704606,
2013-11,721462,
