"",BBK01.OUZ507,BBK01.OUZ507_FLAGS
"","Unsecuritised lending to banks (MFIs)(incl. Postal giro account balances, total, Landesbanken and Savings banks",
unit,DM/EURO (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 10:57:05,
1999-01,520.411,
1999-02,510.501,
1999-03,510.810,
1999-04,513.705,
1999-05,514.328,
1999-06,525.465,
1999-07,531.319,
1999-08,547.451,
1999-09,556.909,
1999-10,567.725,
1999-11,584.970,
1999-12,571.537,
2000-01,559.136,
2000-02,555.811,
2000-03,563.364,
2000-04,567.766,
2000-05,573.934,
2000-06,578.604,
2000-07,570.270,
2000-08,585.002,
2000-09,584.371,
2000-10,585.232,
2000-11,588.766,
2000-12,591.327,
2001-01,586.071,
2001-02,601.415,
2001-03,621.876,
2001-04,612.808,
2001-05,614.458,
2001-06,618.998,
2001-07,602.194,
2001-08,609.590,
2001-09,642.039,
2001-10,638.895,
2001-11,651.108,
2001-12,615.782,
2002-01,605.108,
2002-02,606.573,
2002-03,622.578,
2002-04,629.901,
2002-05,615.330,
2002-06,626.111,
2002-07,618.173,
2002-08,635.685,
2002-09,660.852,
2002-10,661.902,
2002-11,677.379,
2002-12,674.101,
2003-01,653.061,
2003-02,682.616,
2003-03,675.531,
2003-04,670.937,
2003-05,676.495,
2003-06,693.519,
2003-07,669.911,
2003-08,657.754,
2003-09,649.277,
2003-10,639.162,
2003-11,664.171,
2003-12,642.251,
2004-01,641.377,
2004-02,660.003,
2004-03,668.023,
2004-04,670.421,
2004-05,674.966,
2004-06,688.647,
2004-07,697.106,
2004-08,693.657,
2004-09,690.681,
2004-10,689.939,
2004-11,699.404,
2004-12,659.834,
2005-01,650.663,
2005-02,672.665,
2005-03,675.713,
2005-04,681.439,
2005-05,678.567,
2005-06,692.790,
2005-07,684.908,
2005-08,674.306,
2005-09,675.622,
2005-10,669.996,
2005-11,681.047,
2005-12,666.978,
2006-01,654.036,
2006-02,669.243,
2006-03,668.228,
2006-04,675.073,
2006-05,658.601,
2006-06,646.931,
2006-07,649.916,
2006-08,647.392,
2006-09,648.431,
2006-10,625.403,
2006-11,633.151,
2006-12,632.493,
2007-01,625.532,
2007-02,638.093,
2007-03,643.770,
2007-04,641.084,
2007-05,649.234,
2007-06,642.997,
2007-07,622.602,
2007-08,621.734,
2007-09,634.984,
2007-10,621.752,
2007-11,621.505,
2007-12,640.449,
2008-01,630.468,
2008-02,642.917,
2008-03,611.993,
2008-04,621.790,
2008-05,620.507,
2008-06,633.982,
2008-07,609.372,
2008-08,621.235,
2008-09,618.962,
2008-10,604.205,
2008-11,585.670,
2008-12,558.185,
2009-01,570.659,
2009-02,554.353,
2009-03,541.265,
2009-04,527.713,
2009-05,491.946,
2009-06,503.577,
2009-07,492.045,
2009-08,487.676,
2009-09,483.479,
2009-10,477.185,
2009-11,458.026,
2009-12,461.267,
2010-01,455.873,
2010-02,461.180,
2010-03,452.791,
2010-04,455.528,
2010-05,466.514,
2010-06,457.242,
2010-07,434.853,
2010-08,443.809,
2010-09,432.121,
2010-10,421.505,
2010-11,424.531,
2010-12,414.470,
2011-01,392.722,
2011-02,384.652,
2011-03,376.660,
2011-04,366.589,
2011-05,369.473,
2011-06,365.378,
2011-07,364.311,
2011-08,374.875,
2011-09,390.642,
2011-10,381.164,
2011-11,387.654,
2011-12,379.830,
2012-01,391.472,
2012-02,400.799,
2012-03,404.286,
2012-04,402.799,
2012-05,410.791,
2012-06,394.730,
2012-07,376.676,
2012-08,366.157,
2012-09,360.339,
2012-10,356.837,
2012-11,352.863,
2012-12,330.540,
2013-01,333.242,
2013-02,330.646,
2013-03,326.775,
2013-04,326.615,
2013-05,320.075,
2013-06,317.356,
2013-07,315.655,
2013-08,334.577,
2013-09,334.688,
2013-10,332.023,
2013-11,334.277,
2013-12,309.856,
2014-01,312.038,
2014-02,318.386,
2014-03,308.139,
2014-04,299.246,
2014-05,309.225,
2014-06,315.696,
2014-07,312.138,
2014-08,309.525,
2014-09,305.119,
2014-10,304.217,
2014-11,310.611,
