"",BBK01.OUH213,BBK01.OUH213_FLAGS
"",Time deposits of the federal states / for up and including 1 year / Savings banks,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-05 09:24:31,
1968-12,0.039,
1969-01,0.031,
1969-02,0.031,
1969-03,0.032,
1969-04,0.029,
1969-05,0.031,
1969-06,0.032,
1969-07,0.032,
1969-08,0.032,
1969-09,0.034,
1969-10,0.037,
1969-11,0.037,
1969-12,0.037,
1970-01,0.034,
1970-02,0.032,
1970-03,0.038,
1970-04,0.039,
1970-05,0.042,
1970-06,0.038,
1970-07,0.040,
1970-08,0.019,
1970-09,0.019,
1970-10,0.020,
1970-11,0.020,
1970-12,0.019,
1971-01,0.018,
1971-02,0.014,
1971-03,0.013,
1971-04,0.012,
1971-05,0.011,
1971-06,0.022,
1971-07,0.014,
1971-08,0.013,
1971-09,0.013,
1971-10,0.011,
1971-11,0.008,
1971-12,0.009,
1972-01,0.006,
1972-02,0.006,
1972-03,0.005,
1972-04,0.006,
1972-05,0.006,
1972-06,0.006,
1972-07,0.006,
1972-08,0.014,
1972-09,0.012,
1972-10,0.023,
1972-11,0.024,
1972-12,0.018,
1973-01,0.013,
1973-02,0.011,
1973-03,0.017,
1973-04,0.020,
1973-05,0.024,
1973-06,0.028,
1973-07,0.028,
1973-08,0.028,
1973-09,0.024,
1973-10,0.024,
1973-11,0.019,
1973-12,0.021,
1974-01,0.023,
1974-02,0.017,
1974-03,0.019,
1974-04,0.013,
1974-05,0.013,
1974-06,0.015,
1974-07,0.018,
1974-08,0.019,
1974-09,0.027,
1974-10,0.021,
1974-11,0.018,
1974-12,0.019,
1975-01,0.020,
1975-02,0.020,
1975-03,0.017,
1975-04,0.015,
1975-05,0.013,
1975-06,0.009,
1975-07,0.008,
1975-08,0.010,
1975-09,0.011,
1975-10,0.009,
1975-11,0.011,
1975-12,0.009,
1976-01,0.007,
1976-02,0.009,
1976-03,0.009,
1976-04,0.007,
1976-05,0.016,
1976-06,0.017,
1976-07,0.015,
1976-08,0.043,
1976-09,0.053,
1976-10,0.034,
1976-11,0.013,
1976-12,0.009,
1977-01,0.013,
1977-02,0.016,
1977-03,0.036,
1977-04,0.035,
1977-05,0.034,
1977-06,0.033,
1977-07,0.034,
1977-08,0.033,
1977-09,0.036,
1977-10,0.040,
1977-11,0.036,
1977-12,0.019,
1978-01,0.033,
1978-02,0.038,
1978-03,0.032,
1978-04,0.032,
1978-05,0.032,
1978-06,0.033,
1978-07,0.053,
1978-08,0.063,
1978-09,0.052,
1978-10,0.040,
1978-11,0.040,
1978-12,0.047,
1979-01,0.050,
1979-02,0.029,
1979-03,0.032,
1979-04,0.037,
1979-05,0.050,
1979-06,0.043,
1979-07,0.042,
1979-08,0.036,
1979-09,0.054,
1979-10,0.046,
1979-11,0.053,
1979-12,0.044,
1980-01,0.031,
1980-02,0.040,
1980-03,0.039,
1980-04,0.051,
1980-05,0.055,
1980-06,0.060,
1980-07,0.051,
1980-08,0.050,
1980-09,0.051,
1980-10,0.044,
1980-11,0.032,
1980-12,0.027,
1981-01,0.027,
1981-02,0.026,
1981-03,0.026,
1981-04,0.029,
1981-05,0.044,
1981-06,0.043,
1981-07,0.045,
1981-08,0.034,
1981-09,0.034,
1981-10,0.038,
1981-11,0.036,
1981-12,0.024,
1982-01,0.028,
1982-02,0.027,
1982-03,0.031,
1982-04,0.032,
1982-05,0.037,
1982-06,0.033,
1982-07,0.032,
1982-08,0.034,
1982-09,0.044,
1982-10,0.042,
1982-11,0.039,
1982-12,0.027,
1983-01,0.027,
1983-02,0.030,
1983-03,0.032,
1983-04,0.036,
1983-05,0.033,
1983-06,0.033,
1983-07,0.044,
1983-08,0.043,
1983-09,0.051,
1983-10,0.054,
1983-11,0.053,
1983-12,0.042,
1984-01,0.041,
1984-02,0.040,
1984-03,0.042,
1984-04,0.057,
1984-05,0.060,
1984-06,0.063,
1984-07,0.066,
1984-08,0.091,
1984-09,0.138,
1984-10,0.084,
1984-11,0.083,
1984-12,0.087,
1985-01,0.069,
1985-02,0.066,
1985-03,0.131,
1985-04,0.081,
1985-05,0.078,
1985-06,0.180,
1985-07,0.194,
1985-08,0.115,
1985-09,0.170,
1985-10,0.115,
1985-11,0.111,
1985-12,0.130,
1986-01,0.173,
1986-02,0.127,
1986-03,0.160,
1986-04,0.086,
1986-05,0.082,
1986-06,0.145,
1986-07,0.150,
1986-08,0.142,
1986-09,0.176,
1986-10,0.128,
1986-11,0.099,
1986-12,0.106,
1987-01,0.111,
1987-02,0.095,
1987-03,0.159,
1987-04,0.119,
1987-05,0.128,
1987-06,0.186,
1987-07,0.190,
1987-08,0.177,
1987-09,0.193,
1987-10,0.123,
1987-11,0.114,
1987-12,0.100,
1988-01,0.108,
1988-02,0.108,
1988-03,0.101,
1988-04,0.101,
1988-05,0.122,
1988-06,0.183,
1988-07,0.127,
1988-08,0.126,
1988-09,0.211,
1988-10,0.133,
1988-11,0.105,
1988-12,0.087,
1989-01,0.097,
1989-02,0.101,
1989-03,0.183,
1989-04,0.097,
1989-05,0.106,
1989-06,0.198,
1989-07,0.113,
1989-08,0.110,
1989-09,0.179,
1989-10,0.151,
1989-11,0.120,
1989-12,0.095,
1990-01,0.083,
1990-02,0.082,
1990-03,0.096,
1990-04,0.094,
1990-05,0.119,
1990-06,0.166,
1990-07,0.207,
1990-08,0.214,
1990-09,0.204,
1990-10,0.214,
1990-11,0.179,
1990-12,0.238,
1991-01,0.251,
1991-02,0.239,
1991-03,0.279,
1991-04,0.327,
1991-05,0.324,
1991-06,0.287,
1991-07,0.324,
1991-08,0.499,
1991-09,0.524,
1991-10,0.452,
1991-11,0.550,
1991-12,0.659,
1992-01,0.656,
1992-02,0.578,
1992-03,0.519,
1992-04,0.448,
1992-05,0.465,
1992-06,0.474,
1992-07,0.324,
1992-08,0.289,
1992-09,0.406,
1992-10,0.395,
1992-11,0.383,
1992-12,0.464,
1993-01,0.300,
1993-02,0.227,
1993-03,0.259,
1993-04,0.260,
1993-05,0.239,
1993-06,0.231,
1993-07,0.224,
1993-08,0.269,
1993-09,0.195,
1993-10,0.131,
1993-11,0.120,
1993-12,0.137,
1994-01,0.168,
1994-02,0.192,
1994-03,0.175,
1994-04,0.185,
1994-05,0.139,
1994-06,0.163,
1994-07,0.150,
1994-08,0.133,
1994-09,0.187,
1994-10,0.189,
1994-11,0.169,
1994-12,0.203,
1995-01,0.180,
1995-02,0.129,
1995-03,0.150,
1995-04,0.153,
1995-05,0.121,
1995-06,0.160,
1995-07,0.146,
1995-08,0.151,
1995-09,0.163,
1995-10,0.149,
1995-11,0.160,
