"",BBK01.WXI017,BBK01.WXI017_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,million,
last update,2014-12-29 10:39:22,
2009-09,2,
2009-10,5,
2009-11,2,
2009-12,4,
2010-01,3,
2010-02,2,
2010-03,1,
2010-04,6,
2010-05,3,
2010-06,3,
2010-07,5,
2010-08,1,
2010-09,1,
2010-10,2,
2010-11,3,
2010-12,3,
2011-01,2,
2011-02,3,
2011-03,3,
2011-04,5,
2011-05,10,
2011-06,4,
2011-07,5,
2011-08,4,
2011-09,10,
2011-10,5,
2011-11,17,
2011-12,5,
2012-01,4,
2012-02,3,
2012-03,2,
2012-04,4,
2012-05,10,
2012-06,3,
2012-07,4,
2012-08,2,
2012-09,4,
2012-10,27,
2012-11,4,
2012-12,2,
2013-01,8,
2013-02,23,
2013-03,21,
2013-04,9,
2013-05,6,
2013-06,19,
2013-07,9,
2013-08,12,
2013-09,10,
2013-10,15,
2013-11,8,
2013-12,4,
2014-01,4,
2014-02,19,
2014-03,18,
2014-04,15,
2014-05,11,
2014-06,10,
2014-07,2,
2014-08,4,
2014-09,8,
2014-10,2,
2014-11,4,
