"",BBNZ1.Q.DE.Y.H.0151.L,BBNZ1.Q.DE.Y.H.0151.L_FLAGS
"","Germany / National accounts / Use of gross domestic product / Gross fixed capital formation (price adjusted) 1, 2, 3 / Calendar and seasonally adjusted",
unit,2010=100 (hypothetically euro-based),
unit multiplier,one,
last update,2015-02-25 17:42:45,
1970-01,54.57,
1970-04,59.05,
1970-07,62.22,
1970-10,62.20,
1971-01,61.27,
1971-04,63.42,
1971-07,63.37,
1971-10,63.50,
1972-01,63.59,
1972-04,63.71,
1972-07,65.10,
1972-10,65.78,
1973-01,66.61,
1973-04,65.57,
1973-07,64.77,
1973-10,62.95,
1974-01,62.96,
1974-04,59.42,
1974-07,58.45,
1974-10,57.62,
1975-01,59.39,
1975-04,54.33,
1975-07,56.08,
1975-10,57.98,
1976-01,57.43,
1976-04,58.33,
1976-07,57.52,
1976-10,59.73,
1977-01,62.02,
1977-04,60.21,
1977-07,60.61,
1977-10,61.53,
1978-01,63.27,
1978-04,62.65,
1978-07,65.20,
1978-10,65.52,
1979-01,63.95,
1979-04,69.18,
1979-07,69.59,
1979-10,70.45,
1980-01,71.66,
1980-04,70.42,
1980-07,69.30,
1980-10,67.93,
1981-01,67.89,
1981-04,69.08,
1981-07,66.70,
1981-10,63.02,
1982-01,63.89,
1982-04,63.91,
1982-07,62.78,
1982-10,63.18,
1983-01,63.21,
1983-04,65.36,
1983-07,65.45,
1983-10,66.80,
1984-01,64.47,
1984-04,63.01,
1984-07,66.60,
1984-10,67.67,
1985-01,63.43,
1985-04,66.28,
1985-07,66.82,
1985-10,68.74,
1986-01,67.02,
1986-04,67.76,
1986-07,68.36,
1986-10,70.74,
1987-01,65.32,
1987-04,70.45,
1987-07,70.86,
1987-10,71.82,
1988-01,70.79,
1988-04,72.34,
1988-07,73.60,
1988-10,74.34,
1989-01,77.96,
1989-04,76.05,
1989-07,78.55,
1989-10,80.09,
1990-01,84.11,
1990-04,83.72,
1990-07,85.00,
1990-10,86.78,
1991-01,88.48,
1991-04,88.99,
1991-07,89.88,
1991-10,92.21,
1992-01,94.08,
1992-04,93.37,
1992-07,91.43,
1992-10,91.27,
1993-01,89.49,
1993-04,88.34,
1993-07,88.94,
1993-10,87.59,
1994-01,90.46,
1994-04,91.46,
1994-07,91.85,
1994-10,93.81,
1995-01,91.47,
1995-04,93.03,
1995-07,92.07,
1995-10,91.48,
1996-01,86.42,
1996-04,93.35,
1996-07,93.22,
1996-10,93.43,
1997-01,90.38,
1997-04,92.54,
1997-07,92.64,
1997-10,93.48,
1998-01,95.96,
1998-04,94.71,
1998-07,95.95,
1998-10,95.48,
1999-01,98.23,
1999-04,99.10,
1999-07,101.11,
1999-10,100.62,
2000-01,102.74,
2000-04,102.49,
2000-07,103.37,
2000-10,102.64,
2001-01,103.12,
2001-04,101.19,
2001-07,99.55,
2001-10,98.53,
2002-01,96.54,
2002-04,94.71,
2002-07,94.31,
2002-10,93.69,
2003-01,93.75,
2003-04,93.38,
2003-07,93.41,
2003-10,93.29,
2004-01,93.15,
2004-04,92.45,
2004-07,92.57,
2004-10,92.05,
2005-01,90.76,
2005-04,92.23,
2005-07,93.48,
2005-10,95.62,
2006-01,94.92,
2006-04,100.41,
2006-07,100.93,
2006-10,104.22,
2007-01,104.70,
2007-04,103.64,
2007-07,104.08,
2007-10,106.67,
2008-01,107.64,
2008-04,104.97,
2008-07,105.19,
2008-10,103.76,
2009-01,95.41,
2009-04,94.63,
2009-07,94.97,
2009-10,94.91,
2010-01,94.91,
2010-04,100.54,
2010-07,101.14,
2010-10,100.78,
2011-01,106.06,
2011-04,106.93,
2011-07,107.04,
2011-10,107.26,
2012-01,107.52,
2012-04,106.71,
2012-07,106.54,
2012-10,106.50,
2013-01,103.76,
2013-04,106.24,
2013-07,107.04,
2013-10,108.36,
2014-01,111.65,
2014-04,109.75,
2014-07,108.47,
2014-10,109.80,
"","General: 1 Source of the original data: Federal Statistical Office. - 2 Territorial definition: Germany as of 1991, prior to that western Germany. Linked over annual average of 1991 (Bundesbank calculation). - 3 Methodology: Figures are chain-linked Laspeyres indices (annual overlap). As of 1970 up to the end of 1990, data basis according to ESA 1995. As of 1991, data basis according to ESA 2010.",
