"",BBDB1.A.DE.N.BN2BCDEF.C.IFRS.B.A.K.A.A003.ABA.A,BBDB1.A.DE.N.BN2BCDEF.C.IFRS.B.A.K.A.A003.ABA.A_FLAGS
"",Intangible assests / absolute value / Non-financial listed groups / Germany / Groups with a focus on the production sector / Assets,
unit,Euro (hypothetically euro-based),
unit multiplier,thousand,
last update,2014-12-15 13:13:05,
2005,119999750,
2006,151373328,
2007,186678136,
2008,197511033,
2009,205651371,
2010,213942262,
2011,221681660,
2012,258904886,
2013,259142193,
"","General: Non-financial groups listed in Germany, which publish IFRS consolidated financial statements on a quarterly basis and make a noteworthy contribution to value added in Germany. Including groups in agriculture and forestry. End-of-year data.",
