"",BBK01.OEAH32O,BBK01.OEAH32O_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-08 08:27:59,
2002-01,1.899,
2002-04,1.933,
2002-07,2.117,
2002-10,2.413,
2003-01,1.712,
2003-04,1.257,
2003-07,2.508,
2003-10,2.695,
2004-01,2.734,
2004-04,1.616,
2004-07,2.321,
2004-10,2.660,
2005-01,2.435,
2005-04,2.392,
2005-07,2.612,
2005-10,2.608,
2006-01,2.780,
2006-04,2.650,
2006-07,3.128,
2006-10,3.029,
2007-01,2.756,
2007-04,2.783,
2007-07,3.243,
2007-10,4.284,
2008-01,3.970,
2008-04,4.032,
2008-07,3.699,
2008-10,3.658,
2009-01,3.078,
2009-04,2.859,
2009-07,3.144,
2009-10,3.084,
2010-01,2.825,
2010-04,2.594,
2010-07,2.563,
2010-10,2.857,
2011-01,2.901,
2011-04,3.579,
2011-07,4.000,
2011-10,3.870,
2012-01,3.740,
2012-04,3.363,
2012-07,3.309,
2012-10,2.949,
2013-01,2.285,
2013-04,2.785,
2013-07,2.672,
2013-10,2.814,
2014-01,2.421,
2014-04,2.274,
2014-07,2.264,
