"",BBFB1.M.N.DE.W1.S1.S1.T.D.SJ1._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.D.SJ1._Z._Z._Z._T._X.N_FLAGS
"",Current account / Other business services / Research and development services / Expenditure / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:36:56,
1991-01,294.733,
1991-02,103.280,
1991-03,86.283,
1991-04,114.037,
1991-05,107.903,
1991-06,84.632,
1991-07,143.475,
1991-08,142.260,
1991-09,136.475,
1991-10,170.876,
1991-11,133.116,
1991-12,148.247,
1992-01,321.009,
1992-02,127.518,
1992-03,142.695,
1992-04,233.893,
1992-05,130.964,
1992-06,168.329,
1992-07,236.535,
1992-08,123.279,
1992-09,157.215,
1992-10,237.558,
1992-11,151.671,
1992-12,232.031,
1993-01,237.554,
1993-02,127.901,
1993-03,160.099,
1993-04,226.582,
1993-05,121.228,
1993-06,189.946,
1993-07,251.989,
1993-08,107.972,
1993-09,171.894,
1993-10,309.791,
1993-11,170.892,
1993-12,230.002,
1994-01,241.507,
1994-02,152.407,
1994-03,197.466,
1994-04,229.102,
1994-05,112.983,
1994-06,143.821,
1994-07,221.330,
1994-08,170.328,
1994-09,196.053,
1994-10,196.494,
1994-11,152.628,
1994-12,181.156,
1995-01,283.408,
1995-02,197.417,
1995-03,122.652,
1995-04,169.535,
1995-05,198.138,
1995-06,121.567,
1995-07,209.193,
1995-08,163.158,
1995-09,155.282,
1995-10,226.209,
1995-11,145.966,
1995-12,227.918,
1996-01,300.002,
1996-02,197.796,
1996-03,133.248,
1996-04,171.399,
1996-05,196.320,
1996-06,159.508,
1996-07,263.345,
1996-08,218.684,
1996-09,169.288,
1996-10,286.599,
1996-11,254.119,
1996-12,392.141,
1997-01,535.254,
1997-02,245.329,
1997-03,263.898,
1997-04,175.861,
1997-05,239.428,
1997-06,162.989,
1997-07,216.697,
1997-08,217.314,
1997-09,233.644,
1997-10,222.377,
1997-11,227.176,
1997-12,375.093,
1998-01,409.834,
1998-02,243.735,
1998-03,267.775,
1998-04,246.743,
1998-05,208.619,
1998-06,284.127,
1998-07,321.040,
1998-08,292.950,
1998-09,229.782,
1998-10,311.979,
1998-11,260.744,
1998-12,561.968,
1999-01,346.509,
1999-02,230.652,
1999-03,293.692,
1999-04,257.233,
1999-05,294.710,
1999-06,305.293,
1999-07,284.370,
1999-08,233.016,
1999-09,257.184,
1999-10,324.572,
1999-11,280.850,
1999-12,773.306,
2000-01,262.330,
2000-02,323.304,
2000-03,304.779,
2000-04,264.313,
2000-05,324.200,
2000-06,433.964,
2000-07,386.378,
2000-08,317.952,
2000-09,406.640,
2000-10,515.692,
2000-11,332.858,
2000-12,558.882,
2001-01,559.588,
2001-02,391.990,
2001-03,291.322,
2001-04,452.435,
2001-05,394.509,
2001-06,454.198,
2001-07,559.693,
2001-08,545.469,
2001-09,381.822,
2001-10,466.910,
2001-11,379.929,
2001-12,596.666,
2002-01,699.187,
2002-02,386.100,
2002-03,443.377,
2002-04,423.234,
2002-05,454.435,
2002-06,444.695,
2002-07,452.861,
2002-08,456.286,
2002-09,370.715,
2002-10,430.828,
2002-11,500.261,
2002-12,628.598,
2003-01,486.034,
2003-02,313.001,
2003-03,265.143,
2003-04,349.852,
2003-05,313.117,
2003-06,257.343,
2003-07,412.758,
2003-08,357.902,
2003-09,267.291,
2003-10,329.245,
2003-11,413.503,
2003-12,561.426,
2004-01,458.550,
2004-02,292.045,
2004-03,275.180,
2004-04,458.825,
2004-05,291.769,
2004-06,250.135,
2004-07,413.370,
2004-08,239.631,
2004-09,277.853,
2004-10,342.686,
2004-11,371.381,
2004-12,604.689,
2005-01,825.050,
2005-02,284.918,
2005-03,228.350,
2005-04,326.210,
2005-05,315.519,
2005-06,281.455,
2005-07,341.178,
2005-08,335.503,
2005-09,361.890,
2005-10,370.152,
2005-11,354.257,
2005-12,686.912,
2006-01,530.036,
2006-02,441.836,
2006-03,328.130,
2006-04,282.351,
2006-05,372.783,
2006-06,356.100,
2006-07,287.230,
2006-08,367.091,
2006-09,354.331,
2006-10,321.944,
2006-11,463.244,
2006-12,726.206,
2007-01,660.644,
2007-02,553.780,
2007-03,380.624,
2007-04,343.968,
2007-05,376.942,
2007-06,315.695,
2007-07,409.206,
2007-08,553.404,
2007-09,345.455,
2007-10,393.905,
2007-11,479.993,
2007-12,602.929,
2008-01,549.767,
2008-02,426.146,
2008-03,327.142,
2008-04,481.312,
2008-05,353.865,
2008-06,419.778,
2008-07,422.454,
2008-08,445.157,
2008-09,455.772,
2008-10,438.638,
2008-11,541.939,
2008-12,877.087,
2009-01,758.060,
2009-02,521.177,
2009-03,490.670,
2009-04,524.869,
