"",BBFB1.M.N.DE.W1.S1.S1.T.B.KA._Z._Z._Z._T._X.N,BBFB1.M.N.DE.W1.S1.S1.T.B.KA._Z._Z._Z._T._X.N_FLAGS
"",Balance of the Capital account  / Rest of the World,
unit,DM/Euro (hypothetically euro-based),
unit multiplier,million,
last update,2015-02-12 08:53:50,
1991-01,-395.431,
1991-02,-105.087,
1991-03,-215.872,
1991-04,-101.209,
1991-05,-181.392,
1991-06,-227.782,
1991-07,-126.821,
1991-08,-286.178,
1991-09,-85.631,
1991-10,-123.012,
1991-11,-133.124,
1991-12,-554.546,
1992-01,-114.660,
1992-02,-96.286,
1992-03,-75.869,
1992-04,-115.744,
1992-05,-112.554,
1992-06,-160.435,
1992-07,-95.417,
1992-08,-134.068,
1992-09,-59.747,
1992-10,-135.517,
1992-11,-188.020,
1992-12,-7.307,
1993-01,225.696,
1993-02,-219.903,
1993-03,-158.702,
1993-04,-133.365,
1993-05,-118.359,
1993-06,-110.244,
1993-07,-90.880,
1993-08,-70.206,
1993-09,50.182,
1993-10,-170.544,
1993-11,-172.563,
1993-12,-285.638,
1994-01,293.153,
1994-02,-217.575,
1994-03,-157.198,
1994-04,-130.274,
1994-05,-160.332,
1994-06,-151.294,
1994-07,-164.179,
1994-08,-151.297,
1994-09,364.461,
1994-10,-527.768,
1994-11,-156.022,
1994-12,-268.978,
1995-01,150.660,
1995-02,-141.054,
1995-03,-203.165,
1995-04,-1266.483,
1995-05,-91.922,
1995-06,-179.830,
1995-07,-120.655,
1995-08,-120.330,
1995-09,-24.771,
1995-10,-85.314,
1995-11,-113.969,
1995-12,-52.196,
1996-01,76.860,
1996-02,-447.473,
1996-03,0.224,
1996-04,61.847,
1996-05,-77.035,
1996-06,-122.603,
1996-07,138.072,
1996-08,-893.910,
1996-09,-403.712,
1996-10,-168.888,
1996-11,-178.848,
1996-12,-296.625,
1997-01,195.815,
1997-02,-330.515,
1997-03,-192.853,
1997-04,-159.675,
1997-05,-214.205,
1997-06,68.846,
1997-07,199.141,
1997-08,250.663,
1997-09,184.143,
1997-10,-84.553,
1997-11,-224.475,
1997-12,-125.484,
1998-01,185.830,
1998-02,-163.483,
1998-03,127.269,
1998-04,94.221,
1998-05,-57.770,
1998-06,-208.320,
1998-07,175.141,
1998-08,279.031,
1998-09,-40.659,
1998-10,-67.608,
1998-11,142.026,
1998-12,-902.019,
1999-01,449.091,
1999-02,-193.793,
1999-03,-124.122,
1999-04,-106.090,
1999-05,47.394,
1999-06,-47.349,
1999-07,-577.831,
1999-08,-203.998,
1999-09,-180.149,
1999-10,129.436,
1999-11,151.007,
1999-12,-280.127,
2000-01,142.341,
2000-02,-180.001,
2000-03,82.619,
2000-04,151.340,
2000-05,-56.382,
2000-06,-577.311,
2000-07,-5.973,
2000-08,7728.364,
2000-09,-540.336,
2000-10,-210.536,
2000-11,-404.190,
2000-12,-1039.221,
2001-01,471.570,
2001-02,81.503,
2001-03,-132.702,
2001-04,-288.332,
2001-05,-146.244,
2001-06,220.229,
2001-07,-310.889,
2001-08,-217.058,
2001-09,-3526.568,
2001-10,-231.338,
2001-11,-207.048,
2001-12,1028.503,
2002-01,422.015,
2002-02,-179.553,
2002-03,-193.891,
2002-04,-231.918,
2002-05,54.124,
2002-06,-345.708,
2002-07,-629.248,
2002-08,79.680,
2002-09,147.416,
2002-10,-151.605,
2002-11,-147.002,
2002-12,-2834.776,
2003-01,445.690,
2003-02,-463.642,
2003-03,-129.726,
2003-04,-135.463,
2003-05,171.838,
2003-06,95.142,
2003-07,50.688,
2003-08,212.597,
2003-09,-135.826,
2003-10,-34.080,
2003-11,86.535,
2003-12,5756.354,
2004-01,13.002,
2004-02,-189.755,
2004-03,425.033,
2004-04,94.259,
2004-05,15.816,
2004-06,-95.183,
2004-07,214.591,
2004-08,68.266,
2004-09,-38.835,
2004-10,19.244,
2004-11,-161.482,
2004-12,-484.031,
2005-01,-1157.617,
2005-02,-132.921,
2005-03,-172.854,
2005-04,-240.241,
2005-05,256.345,
2005-06,36.572,
2005-07,149.947,
2005-08,-51.748,
2005-09,-1508.011,
2005-10,302.082,
2005-11,-113.793,
2005-12,298.640,
2006-01,-55.744,
2006-02,319.880,
2006-03,-125.788,
2006-04,-149.199,
2006-05,-358.762,
2006-06,419.561,
2006-07,-355.254,
2006-08,146.086,
2006-09,-213.763,
2006-10,-35.071,
2006-11,-78.578,
2006-12,-841.821,
2007-01,-97.677,
2007-02,-4.438,
2007-03,-165.542,
2007-04,88.972,
2007-05,288.952,
2007-06,-155.508,
2007-07,275.857,
2007-08,-29.181,
2007-09,-49.207,
2007-10,-238.781,
2007-11,-226.116,
2007-12,-1283.878,
2008-01,547.123,
2008-02,185.642,
2008-03,-428.389,
2008-04,-227.523,
2008-05,350.379,
2008-06,-30.627,
2008-07,-328.283,
2008-08,-88.638,
2008-09,-208.557,
2008-10,-204.603,
2008-11,-104.239,
2008-12,-355.427,
2009-01,-1097.231,
2009-02,-134.956,
2009-03,256.466,
2009-04,301.265,
2009-05,66.068,
2009-06,-282.980,
2009-07,-11.628,
2009-08,78.698,
2009-09,199.088,
2009-10,-185.561,
2009-11,280.547,
2009-12,-1327.362,
2010-01,-217.679,
2010-02,668.825,
2010-03,61.117,
2010-04,353.528,
2010-05,78.581,
2010-06,-14.106,
2010-07,364.623,
2010-08,48.753,
2010-09,-186.280,
2010-10,-175.097,
2010-11,200.121,
2010-12,36.282,
2011-01,690.873,
2011-02,707.996,
2011-03,-99.049,
2011-04,-208.223,
2011-05,146.876,
2011-06,10.101,
2011-07,-117.365,
2011-08,522.306,
2011-09,-156.984,
2011-10,-42.433,
2011-11,406.305,
2011-12,-170.823,
2012-01,-675.521,
2012-02,295.073,
2012-03,121.268,
2012-04,281.792,
2012-05,363.473,
2012-06,-13.063,
2012-07,-35.198,
2012-08,609.526,
2012-09,271.315,
2012-10,194.981,
2012-11,409.390,
2012-12,-524.951,
2013-01,50.403,
2013-02,91.880,
2013-03,613.701,
2013-04,309.186,
2013-05,246.862,
2013-06,290.878,
2013-07,141.068,
2013-08,121.068,
2013-09,106.772,
2013-10,478.762,
2013-11,176.055,
2013-12,-614.043,
2014-01,867.186,
2014-02,454.784,Provisional value
2014-03,344.791,Provisional value
2014-04,144.659,Provisional value
2014-05,41.217,Provisional value
2014-06,438.533,Provisional value
2014-07,11.440,Provisional value
2014-08,441.312,Provisional value
2014-09,385.962,
2014-10,-107.649,
2014-11,142.539,
2014-12,-694.692,Provisional value
