"",BBK01.OEAA05G,BBK01.OEAA05G_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:15:22,
2002-01,371.746,
2002-04,374.821,
2002-07,376.771,
2002-10,377.589,
2003-01,374.982,
2003-04,377.427,
2003-07,379.044,
2003-10,380.911,
2004-01,380.368,
2004-04,382.586,
2004-07,383.577,
2004-10,383.432,
2005-01,343.004,
2005-04,343.502,
2005-07,344.367,
2005-10,345.376,
2006-01,345.892,
2006-04,346.312,
2006-07,349.711,
2006-10,349.162,
2007-01,347.980,
2007-04,348.093,
2007-07,349.189,
2007-10,350.405,
2008-01,331.197,
2008-04,349.067,
2008-07,360.112,
2008-10,364.463,
2009-01,366.695,
2009-04,376.610,
2009-07,380.473,
2009-10,377.280,
2010-01,376.633,
2010-04,379.161,
2010-07,382.584,
2010-10,384.279,
2011-01,382.376,
2011-04,381.797,
2011-07,381.610,
2011-10,384.852,
2012-01,386.144,
2012-04,389.309,
2012-07,391.375,
2012-10,392.196,
2013-01,390.334,
2013-04,391.000,
2013-07,385.020,
2013-10,390.923,
2014-01,391.263,
2014-04,393.967,
2014-07,399.900,
