"",BBK01.QUV654,BBK01.QUV654_FLAGS
"",Banks in Germany: Short-term loans and advances to foreign banks / United Kingdom / All currencies,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2015-02-02 07:13:56,
2001-12,133.753,
2002-01,133.065,
2002-02,125.975,
2002-03,122.922,
2002-04,120.915,
2002-05,135.963,
2002-06,132.171,
2002-07,134.615,
2002-08,141.092,
2002-09,149.684,
2002-10,154.883,
2002-11,172.179,
2002-12,157.398,
2003-01,166.264,
2003-02,176.281,
2003-03,176.502,
2003-04,180.842,
2003-05,191.612,
2003-06,202.454,
2003-07,207.226,
2003-08,188.996,
2003-09,185.985,
2003-10,180.491,
2003-11,183.687,
2003-12,192.349,
2004-01,211.372,
2004-02,212.115,
2004-03,222.937,
2004-04,239.358,
2004-05,240.601,
2004-06,223.524,
2004-07,209.852,
2004-08,217.135,
2004-09,241.040,
2004-10,246.229,
2004-11,260.228,
2004-12,250.775,
2005-01,266.315,
2005-02,265.243,
2005-03,274.932,
2005-04,291.941,
2005-05,289.510,
2005-06,272.098,
2005-07,275.503,
2005-08,258.829,
2005-09,267.076,
2005-10,273.694,
2005-11,270.955,
2005-12,227.711,
2006-01,256.468,
2006-02,283.811,
2006-03,294.179,
2006-04,295.132,
2006-05,292.302,
2006-06,300.877,
2006-07,290.649,
2006-08,281.195,
2006-09,290.778,
2006-10,269.852,
2006-11,287.985,
2006-12,296.377,
2007-01,300.450,
2007-02,304.035,
2007-03,302.349,
2007-04,308.257,
2007-05,312.763,
2007-06,315.586,
2007-07,322.122,
2007-08,316.560,
2007-09,328.159,
2007-10,310.110,
2007-11,312.156,
2007-12,313.425,
2008-01,310.326,
2008-02,312.173,
2008-03,315.506,
2008-04,319.405,
2008-05,306.754,
2008-06,292.202,
2008-07,281.325,
2008-08,264.443,
2008-09,295.995,
2008-10,307.034,
2008-11,272.559,
2008-12,249.445,
2009-01,238.213,
2009-02,232.793,
2009-03,206.401,
2009-04,234.667,
2009-05,221.890,
2009-06,190.704,
2009-07,179.860,
2009-08,176.111,
2009-09,166.516,
2009-10,173.663,
2009-11,181.067,
2009-12,173.193,
2010-01,196.375,
2010-02,183.707,
2010-03,180.809,
2010-04,212.490,
2010-05,215.240,
2010-06,189.999,
2010-07,183.082,
2010-08,193.536,
2010-09,183.927,
2010-10,197.761,
2010-11,199.227,
2010-12,200.560,
2011-01,213.940,
2011-02,203.257,
2011-03,188.384,
2011-04,223.808,
2011-05,219.378,
2011-06,185.654,
2011-07,190.669,
2011-08,201.783,
2011-09,192.708,
2011-10,176.446,
2011-11,180.665,
2011-12,175.690,
2012-01,203.696,
2012-02,195.684,
2012-03,190.625,
2012-04,197.190,
2012-05,190.916,
2012-06,175.712,
2012-07,173.436,
2012-08,180.023,
2012-09,198.053,
2012-10,185.704,
2012-11,178.571,
2012-12,169.297,
2013-01,168.263,
2013-02,166.032,
2013-03,159.384,
2013-04,165.446,
2013-05,164.118,
2013-06,166.644,
2013-07,150.426,
2013-08,152.346,
2013-09,149.024,
2013-10,152.853,
2013-11,169.398,
2013-12,167.833,
2014-01,169.720,
2014-02,166.668,
2014-03,173.880,
2014-04,173.095,
2014-05,183.181,
2014-06,178.933,
2014-07,182.309,
2014-08,179.005,
2014-09,168.647,
2014-10,172.565,
2014-11,178.929,
2014-12,162.210,
