"",BBK01.OEBB04H,BBK01.OEBB04H_FLAGS
"",,
unit,Euro (hypothetically euro-based),
unit multiplier,billion,
last update,2014-12-05 11:25:42,
2002-01,160.413,
2002-04,159.453,
2002-07,157.806,
2002-10,156.607,
2003-01,154.802,
2003-04,152.842,
2003-07,149.499,
2003-10,146.929,
2004-01,143.853,
2004-04,142.833,
2004-07,140.703,
2004-10,136.676,
2005-01,140.557,
2005-04,138.441,
2005-07,137.102,
2005-10,135.107,
2006-01,132.020,
2006-04,129.581,
2006-07,128.449,
2006-10,126.106,
2007-01,122.786,
2007-04,120.703,
2007-07,118.446,
2007-10,116.051,
2008-01,114.137,
2008-04,112.604,
2008-07,111.413,
2008-10,108.872,
2009-01,106.630,
2009-04,76.200,
2009-07,75.027,
2009-10,73.680,
2010-01,72.673,
2010-04,72.744,
2010-07,70.516,
2010-10,71.159,
2011-01,68.480,
2011-04,67.766,
2011-07,68.244,
2011-10,68.502,
2012-01,69.177,
2012-04,69.005,
2012-07,68.808,
2012-10,67.646,
2013-01,67.529,
2013-04,67.254,
2013-07,67.000,
2013-10,66.552,
2014-01,66.063,
2014-04,66.174,
2014-07,66.933,
